name;stable_occurrence
ligand19009-0;SAXSOZ-subgraph-0
ligand19010-0;FURGOQ-subgraph-2
ligand19011-0;OBOCUE-subgraph-1
ligand19012-0;VURKEZ-subgraph-2
ligand19013-0;LILHEW-subgraph-0
ligand19014-0;MEDMIV-subgraph-1
ligand19015-0;PUCYAP-subgraph-2
ligand19016-0;AGUKET-subgraph-0
ligand19017-0;WIQLUH-subgraph-1
ligand19018-0;MAWWUE-subgraph-0
ligand19019-0;TECBEL-subgraph-1
ligand19020-0;BIHCOL-subgraph-0
ligand19021-0;QOSHAI-subgraph-0
ligand19022-0;GURGUW-subgraph-1
ligand19023-0;BOJMAQ-subgraph-0
ligand19024-0;VUDHUY-subgraph-1
ligand19025-0;ZIRHER-subgraph-0
ligand19026-0;BUNLUU-subgraph-0
ligand19027-0;COGHOV-subgraph-1
ligand19028-0;GAKDIJ-subgraph-0
ligand19029-0;FIBQUG-subgraph-0
ligand19030-0;WALKOL-subgraph-0
ligand19031-0;YUWWUI-subgraph-0
ligand19032-0;YUFDEJ-subgraph-0
ligand19033-0;XOGCAA-subgraph-1
ligand19034-0;WUPLUP-subgraph-0
ligand19035-0;YINLAM-subgraph-0
ligand19036-0;LEVMII-subgraph-2
ligand19037-0;MUKZAW-subgraph-0
ligand19038-0;PEJHES-subgraph-3
ligand19039-0;ROCWEO-subgraph-0
ligand19040-0;RAVFID-subgraph-2
ligand19041-0;WIKPAL-subgraph-1
ligand19042-0;NADYAU-subgraph-1
ligand19043-0;LEMSIG-subgraph-1
ligand19044-0;USUJIC-subgraph-0
ligand19045-0;EBIYIA-subgraph-0
ligand19046-0;SEKQUU-subgraph-1
ligand19047-0;KUWKEU-subgraph-1
ligand19048-0;ZEFCUK-subgraph-0
ligand19048-1;ZEFCUK-subgraph-1
ligand19049-0;ZELLIN-subgraph-1
ligand19050-0;JINKEW-subgraph-0
ligand19051-0;QIDBAH-subgraph-0
ligand19052-0;NAXWIT-subgraph-3
ligand19053-0;KETROS-subgraph-0
ligand19054-0;BUJXAF-subgraph-0
ligand19055-0;PONFOR-subgraph-1
ligand19056-0;LUPSEV-subgraph-0
ligand19057-0;BALXAR-subgraph-2
ligand19058-0;GIPPAZ-subgraph-0
ligand19059-0;TUJHEM-subgraph-1
ligand19060-0;IGOBUD-subgraph-0
ligand19061-0;VORLOD-subgraph-1
ligand19062-0;NONYEW-subgraph-2
ligand19063-0;JORXUM-subgraph-2
ligand19064-0;FAPTEW-subgraph-2
ligand19065-0;OVAZET-subgraph-5
ligand19066-0;QODKOM-subgraph-3
ligand19067-0;NOYVUU-subgraph-2
ligand19068-0;IDOZEI-subgraph-0
ligand19069-0;REVNAL-subgraph-2
ligand19070-0;CEQXEC-subgraph-1
ligand19071-0;BUNROU-subgraph-0
ligand19072-0;JELMAR-subgraph-0
ligand19073-0;YEDQAB-subgraph-3
ligand19074-0;FUTLUB-subgraph-0
ligand19075-0;ARAMIS-subgraph-1
ligand19076-0;MUFRIO-subgraph-1
ligand19077-0;NEMDAL-subgraph-2
ligand19078-0;SOTNUL-subgraph-0
ligand19079-0;VERWOF-subgraph-2
ligand19080-0;CODRET-subgraph-2
ligand19081-0;GATQEX-subgraph-1
ligand19082-0;KEGPIZ-subgraph-0
ligand19083-0;OBOXUZ-subgraph-0
ligand19084-0;PULLEN-subgraph-0
ligand19085-0;PULLEN-subgraph-1
ligand19086-0;FEBWAK-subgraph-1
ligand19087-0;FUNQEL-subgraph-0
ligand19088-0;GOFSUP-subgraph-0
ligand19089-0;NIGYEH-subgraph-2
ligand19090-0;IPOGEA-subgraph-1
ligand19091-0;QOPYEZ-subgraph-2
ligand19092-0;MIYRER-subgraph-0
ligand19093-0;AMIHAG-subgraph-0
ligand19094-0;KEYHII-subgraph-1
ligand19095-0;UQUMEZ-subgraph-2
ligand19096-0;GASBOT-subgraph-0
ligand19097-0;JUHMUX-subgraph-0
ligand19098-0;HUJSAJ-subgraph-1
ligand19099-0;EWOKOQ-subgraph-0
ligand19100-0;BALKEI-subgraph-1
ligand19101-0;IKAGUZ-subgraph-0
ligand19102-0;PUSSIF-subgraph-2
ligand19103-0;KUDFIY-subgraph-1
ligand19104-0;DURPUB-subgraph-2
ligand19105-0;MURBUY-subgraph-0
ligand19106-0;VOFPIQ-subgraph-1
ligand19107-0;FERKUJ-subgraph-2
ligand19108-0;IPEJUL-subgraph-2
ligand19109-0;HANQAR-subgraph-1
ligand19110-0;LOPWAO-subgraph-2
ligand19111-0;JITJAB-subgraph-4
ligand19112-0;JUQTUN-subgraph-2
ligand19113-0;FEYCET-subgraph-0
ligand19114-0;GUTJUC-subgraph-1
ligand19115-0;QAPJEZ-subgraph-4
ligand19116-0;EHOCAG-subgraph-3
ligand19117-0;YOTLAW-subgraph-0
ligand19118-0;VALDAP-subgraph-1
ligand19119-0;MONXES-subgraph-1
ligand19120-0;WEWNUK-subgraph-1
ligand19121-0;KOJLIH-subgraph-1
ligand19122-0;EGUKEA-subgraph-1
ligand19123-0;FINNAR-subgraph-0
ligand19124-0;JOBWIJ-subgraph-1
ligand19125-0;TAYGAF-subgraph-0
ligand19126-0;BUWGUW-subgraph-1
ligand19127-0;VOVDIT-subgraph-0
ligand19128-0;WEFNIE-subgraph-0
ligand19129-0;CISJOF-subgraph-0
ligand19130-0;NELBOX-subgraph-2
ligand19131-0;QUYPUX-subgraph-1
ligand19132-0;WIGVOY-subgraph-1
ligand19133-0;UHEGEU-subgraph-0
ligand19134-0;BAHDUN-subgraph-2
ligand19135-0;POPWEW-subgraph-0
ligand19136-0;XIWYEK-subgraph-0
ligand19137-0;XEPDEE-subgraph-2
ligand19138-0;CAPXEY-subgraph-2
ligand19139-0;HIXLUY-subgraph-0
ligand19140-0;KILQAZ-subgraph-0
ligand19141-0;TACTIB-subgraph-0
ligand19142-0;ALANRE-subgraph-5
ligand19143-0;KEPRAZ-subgraph-3
ligand19144-0;VOTSOM-subgraph-0
ligand19145-0;RUCXUL-subgraph-2
ligand19146-0;IGILUH-subgraph-1
ligand19147-0;IGUVUC-subgraph-1
ligand19148-0;MUFXIU-subgraph-1
ligand19149-0;ITERAB-subgraph-2
ligand19150-0;BOCMOY-subgraph-1
ligand19151-0;MOBTPD-subgraph-2
ligand19152-0;WEJVUF-subgraph-2
ligand19153-0;VUBDIH-subgraph-4
ligand19154-0;QUSMOI-subgraph-1
ligand19155-0;FAJGEE-subgraph-2
ligand19156-0;EGIMAK-subgraph-0
ligand19157-0;XAQFAA-subgraph-1
ligand19158-0;JACBOH-subgraph-1
ligand19159-0;UDOTUF-subgraph-1
ligand19160-0;KIHHOY-subgraph-3
ligand19161-0;YECZUB-subgraph-2
ligand19162-0;DUWGOT-subgraph-0
ligand19163-0;DUWGOT-subgraph-1
ligand19164-0;DEDFIC-subgraph-1
ligand19165-0;TOXHET-subgraph-0
ligand19166-0;XADRIG-subgraph-0
ligand19167-0;GUNDAV-subgraph-1
ligand19168-0;REPZUJ-subgraph-0
ligand19169-0;KAKZEF-subgraph-1
ligand19170-0;NIFORN-subgraph-0
ligand19171-0;DUMLIH-subgraph-1
ligand19172-0;NUWXUB-subgraph-2
ligand19173-0;RUYGAW-subgraph-1
ligand19174-0;ZOTMON-subgraph-0
ligand19175-0;VUGDOS-subgraph-1
ligand19176-0;YIBKIE-subgraph-0
ligand19177-0;QODCOB-subgraph-2
ligand19178-0;XUYQEN-subgraph-0
ligand19179-0;UPIKEK-subgraph-2
ligand19180-0;LILLEZ-subgraph-0
ligand19181-0;BAMQUC-subgraph-0
ligand19182-0;NEDXUQ-subgraph-1
ligand19183-0;HURKUB-subgraph-1
ligand19184-0;ZISVEG-subgraph-0
ligand19185-0;BINFAH-subgraph-0
ligand19186-0;SIMPOV-subgraph-2
ligand19187-0;EWUQEU-subgraph-1
ligand19188-0;NODKOG-subgraph-5
ligand19189-0;CAQBUS-subgraph-0
ligand19190-0;MULBAX-subgraph-1
ligand19191-0;EQUROA-subgraph-0
ligand19192-0;TASMAD-subgraph-0
ligand19193-0;BEFFOI-subgraph-0
ligand19194-0;QURSAZ-subgraph-1
ligand19195-0;ZIQJAK-subgraph-3
ligand19196-0;YEHMAZ-subgraph-1
ligand19197-0;LIJDEN-subgraph-1
ligand19198-0;CUXWAU-subgraph-1
ligand19199-0;CEPZAC-subgraph-1
ligand19200-0;DUZFIQ-subgraph-1
ligand19201-0;MARZUD-subgraph-2
ligand19202-0;MURBOS-subgraph-0
ligand19203-0;VEFHAR-subgraph-0
ligand19204-0;VIZTED-subgraph-2
ligand19205-0;MIYCIJ-subgraph-1
ligand19206-0;VENJEH-subgraph-3
ligand19207-0;LELMEV-subgraph-2
ligand19208-0;DESLOF-subgraph-3
ligand19209-0;KABZOE-subgraph-3
ligand19210-0;WEQFII-subgraph-1
ligand19211-0;AXUSEU-subgraph-0
ligand19212-0;COFDIN-subgraph-0
ligand19213-0;CASTUN-subgraph-0
ligand19214-0;TESPIT-subgraph-2
ligand19215-0;LEGTOG-subgraph-1
ligand19216-0;SICLUN-subgraph-2
ligand19217-0;HOGNEX-subgraph-2
ligand19218-0;BIFWUI-subgraph-2
ligand19219-0;HOJWIN-subgraph-1
ligand19220-0;KEWCOH-subgraph-0
ligand19221-0;XADGER-subgraph-2
ligand19222-0;UCOJON-subgraph-0
ligand19223-0;YOJZUS-subgraph-3
ligand19224-0;BEGKON-subgraph-0
ligand19225-0;NOJYAP-subgraph-3
ligand19226-0;FEJYAX-subgraph-2
ligand19227-0;IBUQOP-subgraph-1
ligand19228-0;NEQQIK-subgraph-0
ligand19229-0;POZROO-subgraph-0
ligand19230-0;YIFSEP-subgraph-1
ligand19231-0;TOWNUO-subgraph-0
ligand19232-0;NABYUN-subgraph-1
ligand19233-0;KEPPED-subgraph-2
ligand19234-0;EXOYEX-subgraph-0
ligand19235-0;YASPUE-subgraph-2
ligand19236-0;YIDGIE-subgraph-1
ligand19237-0;ICIZUQ-subgraph-2
ligand19238-0;GESJUM-subgraph-0
ligand19239-0;CEGGAW-subgraph-1
ligand19240-0;KEYCIC-subgraph-1
ligand19241-0;DOXMEI-subgraph-3
ligand19242-0;YEXWEH-subgraph-1
ligand19243-0;WICTAE-subgraph-2
ligand19244-0;MAHGEJ-subgraph-0
ligand19245-0;GOCSIC-subgraph-2
ligand19246-0;WAZTEZ-subgraph-1
ligand19247-0;MOKDOH-subgraph-1
ligand19248-0;VETGOQ-subgraph-0
ligand19249-0;VETGOQ-subgraph-1
ligand19250-0;YAXKER-subgraph-0
ligand19251-0;FARCOS-subgraph-2
ligand19252-0;EKIROG-subgraph-0
ligand19253-0;VOTJOG-subgraph-2
ligand19254-0;QIYMET-subgraph-1
ligand19255-0;VAPJIH-subgraph-0
ligand19256-0;XELYAP-subgraph-1
ligand19257-0;OLIZEO-subgraph-0
ligand19258-0;DEWKUO-subgraph-1
ligand19259-0;OFABIH-subgraph-2
ligand19260-0;CUKVIP-subgraph-0
ligand19261-0;HIYMEL-subgraph-0
ligand19262-0;NEDTAS-subgraph-0
ligand19263-0;AKONEW-subgraph-0
ligand19264-0;SOQTUN-subgraph-3
ligand19265-0;KAGBUS-subgraph-2
ligand19266-0;KAJHUC-subgraph-1
ligand19267-0;NATVUD-subgraph-1
ligand19268-0;DIZWUE-subgraph-0
ligand19269-0;QAJHIS-subgraph-1
ligand19270-0;EDIZOH-subgraph-0
ligand19271-0;IPIKEX-subgraph-3
ligand19272-0;FULTAJ-subgraph-1
ligand19273-0;ZOKROI-subgraph-5
ligand19274-0;JUZWOS-subgraph-0
ligand19275-0;KAQGUH-subgraph-1
ligand19276-0;NABDEB-subgraph-1
ligand19277-0;IWADOZ-subgraph-3
ligand19278-0;NUCZUJ-subgraph-0
ligand19279-0;ITUYIH-subgraph-1
ligand19280-0;HOKGIZ-subgraph-1
ligand19281-0;KOQTUH-subgraph-0
ligand19282-0;HOBVEB-subgraph-3
ligand19283-0;FUMKUW-subgraph-4
ligand19284-0;XAFWAG-subgraph-0
ligand19285-0;AKODAF-subgraph-0
ligand19286-0;WOLBAA-subgraph-0
ligand19287-0;BAQSAO-subgraph-2
ligand19288-0;FUQDEC-subgraph-1
ligand19289-0;WAJNEC-subgraph-3
ligand19290-0;UDIMAW-subgraph-1
ligand19291-0;VEHWUB-subgraph-1
ligand19292-0;PIFZAF-subgraph-0
ligand19293-0;CUJWUA-subgraph-0
ligand19294-0;UQIZEC-subgraph-1
ligand19295-0;GIQNIG-subgraph-0
ligand19296-0;LAWMAX-subgraph-0
ligand19297-0;XUJLOG-subgraph-1
ligand19298-0;MIDCOT-subgraph-0
ligand19299-0;MOCRIH-subgraph-1
ligand19300-0;UFONIN-subgraph-1
ligand19301-0;WORBOW-subgraph-0
ligand19302-0;DOBKUE-subgraph-0
ligand19303-0;WEHWEP-subgraph-2
ligand19304-0;ZAGZUF-subgraph-0
ligand19305-0;FIKGAL-subgraph-1
ligand19306-0;FODBOP-subgraph-3
ligand19307-0;CAVXUT-subgraph-1
ligand19308-0;YADZUA-subgraph-0
ligand19309-0;TEVMEO-subgraph-1
ligand19310-0;XUCQUH-subgraph-2
ligand19311-0;EWIWIT-subgraph-1
ligand19312-0;TISWEY-subgraph-1
ligand19313-0;KEGYOL-subgraph-3
ligand19314-0;NOSFEI-subgraph-2
ligand19315-0;VABFIQ-subgraph-2
ligand19316-0;WOJCED-subgraph-0
ligand19317-0;ICURAZ-subgraph-3
ligand19318-0;TEMYET-subgraph-2
ligand19319-0;BIZWAK-subgraph-2
ligand19320-0;GORMOP-subgraph-0
ligand19321-0;LIYZUR-subgraph-1
ligand19322-0;TIFVOX-subgraph-0
ligand19323-0;YENRAN-subgraph-2
ligand19324-0;AQAYIA-subgraph-0
ligand19325-0;LUZZAK-subgraph-0
ligand19326-0;POKPEN-subgraph-0
ligand19327-0;WUPBEQ-subgraph-0
ligand19328-0;HIMTEF-subgraph-0
ligand19329-0;LECROA-subgraph-0
ligand19330-0;GOJJUL-subgraph-2
ligand19331-0;EJANIM-subgraph-3
ligand19332-0;QULZON-subgraph-2
ligand19333-0;TAFRAT-subgraph-0
ligand19334-0;NUXSAD-subgraph-1
ligand19335-0;OQOBOM-subgraph-0
ligand19336-0;OSERUB-subgraph-2
ligand19337-0;MEVCIZ-subgraph-1
ligand19338-0;ASPHCR-subgraph-0
ligand19339-0;MOSQAM-subgraph-1
ligand19340-0;FAJFIH-subgraph-1
ligand19340-1;PUMMUF-subgraph-2
ligand19341-0;OMEGES-subgraph-2
ligand19342-0;ZUJZAH-subgraph-1
ligand19343-0;FESQAV-subgraph-3
ligand19344-0;QIVVOG-subgraph-0
ligand19345-0;VOHMAI-subgraph-2
ligand19346-0;RERFUP-subgraph-1
ligand19347-0;OQAJOG-subgraph-2
ligand19348-0;ETOGEB-subgraph-1
ligand19349-0;FEXSUY-subgraph-3
ligand19350-0;NIMZAO-subgraph-3
ligand19351-0;XOSPIG-subgraph-0
ligand19352-0;WECPOK-subgraph-0
ligand19353-0;TUVNIH-subgraph-0
ligand19354-0;PAKCEN-subgraph-2
ligand19355-0;HOPNEF-subgraph-1
ligand19356-0;IKESIB-subgraph-1
ligand19357-0;DUFVIL-subgraph-2
ligand19358-0;VAVLEK-subgraph-0
ligand19359-0;NOTCAA-subgraph-2
ligand19360-0;GUVVAV-subgraph-1
ligand19361-0;UMOBAZ-subgraph-1
ligand19362-0;NIHTIK-subgraph-1
ligand19363-0;VIVNEV-subgraph-0
ligand19364-0;XUFHIQ-subgraph-0
ligand19365-0;FAGTIT-subgraph-1
ligand19366-0;AQAPOA-subgraph-1
ligand19367-0;KAZWOX-subgraph-0
ligand19368-0;ROHCOI-subgraph-1
ligand19369-0;NEFGUB-subgraph-0
ligand19370-0;DOSXAM-subgraph-0
ligand19371-0;JEWFEX-subgraph-0
ligand19372-0;BILJIQ-subgraph-4
ligand19373-0;MIBDAE-subgraph-1
ligand19374-0;KAPYUY-subgraph-1
ligand19375-0;KUMGIJ-subgraph-1
ligand19376-0;HAZTIP-subgraph-1
ligand19377-0;WOWVAH-subgraph-1
ligand19378-0;JIFXUU-subgraph-0
ligand19379-0;RIDVOP-subgraph-2
ligand19380-0;UYAXUQ-subgraph-0
ligand19381-0;DAWYAF-subgraph-1
ligand19382-0;QAHPAR-subgraph-1
ligand19383-0;OSUBUA-subgraph-0
ligand19384-0;NIPLUU-subgraph-2
ligand19385-0;TPHDFC-subgraph-0
ligand19386-0;LAMTIF-subgraph-1
ligand19387-0;WIRHOU-subgraph-2
ligand19388-0;DAQWEA-subgraph-0
ligand19389-0;OGOHAV-subgraph-0
ligand19390-0;BARQER-subgraph-0
ligand19391-0;REKZOY-subgraph-0
ligand19392-0;SOCLOM-subgraph-0
ligand19393-0;LOJNAZ-subgraph-5
ligand19394-0;BUZCOP-subgraph-2
ligand19395-0;XAFFET-subgraph-2
ligand19396-0;GUKDUN-subgraph-0
ligand19397-0;WAVJEJ-subgraph-5
ligand19398-0;COYQAJ-subgraph-3
ligand19399-0;HEDRIU-subgraph-0
ligand19400-0;IJOMUR-subgraph-0
ligand19401-0;NISBIA-subgraph-2
ligand19402-0;MARDOY-subgraph-1
ligand19403-0;TEYROE-subgraph-0
ligand19404-0;QUSNEX-subgraph-0
ligand19405-0;VETLIR-subgraph-1
ligand19406-0;HACRUB-subgraph-3
ligand19407-0;YOFHEJ-subgraph-0
ligand19408-0;TEYSOG-subgraph-2
ligand19409-0;EWASIF-subgraph-0
ligand19410-0;QOFVEN-subgraph-1
ligand19411-0;CATJIR-subgraph-1
ligand19412-0;EGUKIA-subgraph-1
ligand19413-0;SINLOT-subgraph-0
ligand19414-0;HOVQAN-subgraph-1
ligand19415-0;RIFWOV-subgraph-0
ligand19416-0;BOCNIU-subgraph-2
ligand19417-0;SUYKAZ-subgraph-3
ligand19418-0;CONRON-subgraph-0
ligand19419-0;QIFGES-subgraph-0
ligand19420-0;HITVEO-subgraph-0
ligand19421-0;LALHIP-subgraph-0
ligand19422-0;WOFQOZ-subgraph-1
ligand19423-0;EPIMEW-subgraph-2
ligand19424-0;VIJHIJ-subgraph-0
ligand19425-0;GOHSUR-subgraph-0
ligand19426-0;TUWKEB-subgraph-3
ligand19427-0;FEQMAQ-subgraph-2
ligand19428-0;SIRKAG-subgraph-0
ligand19429-0;WAGNAT-subgraph-0
ligand19430-0;NELXAH-subgraph-1
ligand19431-0;QIZKIU-subgraph-0
ligand19432-0;GULJON-subgraph-2
ligand19433-0;CEPDEG-subgraph-0
ligand19434-0;UNAVIQ-subgraph-0
ligand19435-0;DIGKIN-subgraph-1
ligand19436-0;XAVMAM-subgraph-3
ligand19437-0;KUJCEX-subgraph-0
ligand19438-0;TOMZUQ-subgraph-1
ligand19439-0;HOMWOX-subgraph-1
ligand19440-0;UPUDUG-subgraph-2
ligand19441-0;WUSYEP-subgraph-1
ligand19442-0;HIBNOY-subgraph-1
ligand19443-0;DIVZUE-subgraph-1
ligand19444-0;JETJUO-subgraph-2
ligand19445-0;UNAWIS-subgraph-1
ligand19446-0;MYCHMO-subgraph-0
ligand19447-0;UJEKUP-subgraph-2
ligand19448-0;FIZHUT-subgraph-2
ligand19449-0;QUGHOP-subgraph-4
ligand19450-0;VEKCOF-subgraph-1
ligand19451-0;UMIGEC-subgraph-0
ligand19452-0;YIZFIA-subgraph-3
ligand19453-0;DOGKIV-subgraph-0
ligand19454-0;JIYKAE-subgraph-0
ligand19455-0;YOYFEZ-subgraph-1
ligand19456-0;NOPSET-subgraph-1
ligand19457-0;IGUHUN-subgraph-2
ligand19458-0;RISYIF-subgraph-0
ligand19459-0;WUVSUD-subgraph-0
ligand19460-0;RITKEN-subgraph-4
ligand19461-0;QORVAX-subgraph-0
ligand19462-0;NIJRIJ-subgraph-1
ligand19463-0;XEBZOU-subgraph-0
ligand19464-0;MAZQOU-subgraph-1
ligand19465-0;DOGTUR-subgraph-3
ligand19466-0;LUFTIS-subgraph-1
ligand19467-0;XUJTII-subgraph-0
ligand19468-0;XUJTII-subgraph-1
ligand19469-0;ROWZIP-subgraph-1
ligand19470-0;REQSIP-subgraph-2
ligand19471-0;VAZPES-subgraph-0
ligand19472-0;GENVIF-subgraph-0
ligand19473-0;TIHZAL-subgraph-0
ligand19474-0;SUFCUR-subgraph-0
ligand19475-0;SEDCIO-subgraph-1
ligand19476-0;LARCAJ-subgraph-0
ligand19477-0;NOMZEW-subgraph-1
ligand19478-0;YINNIS-subgraph-1
ligand19479-0;JOJPOO-subgraph-1
ligand19480-0;REDPUP-subgraph-0
ligand19481-0;ABEWUZ-subgraph-0
ligand19482-0;ACIQEK-subgraph-2
ligand19483-0;VEXKIU-subgraph-0
ligand19484-0;VAYHAH-subgraph-1
ligand19485-0;ABIXAO-subgraph-2
ligand19486-0;UKAJUO-subgraph-3
ligand19487-0;BESYEG-subgraph-1
ligand19488-0;JELXIK-subgraph-0
ligand19489-0;MOXWED-subgraph-1
ligand19490-0;NOXDEM-subgraph-0
ligand19491-0;ULAVUY-subgraph-0
ligand19492-0;TARRAI-subgraph-1
ligand19493-0;GUMXET-subgraph-1
ligand19494-0;XOCSIT-subgraph-1
ligand19495-0;ACUYUV-subgraph-0
ligand19496-0;BABQOM-subgraph-0
ligand19497-0;HOSMOT-subgraph-0
ligand19498-0;OFOQEG-subgraph-2
ligand19499-0;QABNEO-subgraph-0
ligand19500-0;REGFOA-subgraph-2
ligand19501-0;COMYIN-subgraph-1
ligand19502-0;YIYLEX-subgraph-0
ligand19503-0;NOBYUC-subgraph-3
ligand19504-0;VIMQOA-subgraph-2
ligand19505-0;MEQSEG-subgraph-0
ligand19506-0;DECNOP-subgraph-1
ligand19507-0;BUDMUL-subgraph-1
ligand19508-0;ONUZON-subgraph-1
ligand19509-0;EGUKAW-subgraph-1
ligand19510-0;FOPDOF-subgraph-0
ligand19511-0;NODLUP-subgraph-2
ligand19512-0;BAZMOH-subgraph-0
ligand19513-0;LIMPUU-subgraph-1
ligand19514-0;YIBCES-subgraph-0
ligand19515-0;JURSOG-subgraph-1
ligand19516-0;TAHHAO-subgraph-0
ligand19517-0;XEKCAS-subgraph-0
ligand19518-0;JUCCUH-subgraph-0
ligand19519-0;OWOPIA-subgraph-0
ligand19520-0;VUFPIX-subgraph-0
ligand19521-0;NIDLUH-subgraph-3
ligand19522-0;UMAGUL-subgraph-1
ligand19523-0;REKWEM-subgraph-0
ligand19523-1;KUVQUQ-subgraph-1
ligand19524-0;FIYHUT-subgraph-0
ligand19525-0;VOWXEM-subgraph-3
ligand19526-0;FAHZOF-subgraph-2
ligand19527-0;MALFAH-subgraph-0
ligand19528-0;IKEGOX-subgraph-0
ligand19529-0;NEVPEN-subgraph-2
ligand19530-0;QOFMEH-subgraph-3
ligand19531-0;FIKZOP-subgraph-0
ligand19532-0;XAWSUK-subgraph-2
ligand19533-0;RAPJAV-subgraph-1
ligand19534-0;PABSEQ-subgraph-1
ligand19535-0;NUNVIB-subgraph-0
ligand19536-0;ITUKOA-subgraph-0
ligand19537-0;FOBKEN-subgraph-2
ligand19538-0;QEQZOB-subgraph-1
ligand19539-0;LASFER-subgraph-2
ligand19540-0;FADVAI-subgraph-0
ligand19541-0;JALMOC-subgraph-0
ligand19542-0;SICDOZ-subgraph-1
ligand19543-0;JITCOF-subgraph-0
ligand19544-0;JURMAM-subgraph-3
ligand19545-0;VIBDEQ-subgraph-1
ligand19546-0;CUVROC-subgraph-0
ligand19547-0;RETNIR-subgraph-3
ligand19548-0;WAPLAB-subgraph-0
ligand19549-0;JENTOM-subgraph-2
ligand19550-0;GIRBAK-subgraph-3
ligand19550-1;KOXZEC-subgraph-1
ligand19551-0;BEXWIM-subgraph-3
ligand19552-0;CIXGEZ-subgraph-3
ligand19553-0;DOVGAZ-subgraph-3
ligand19554-0;FOHJUJ-subgraph-2
ligand19555-0;QAQGEX-subgraph-1
ligand19556-0;YEJJII-subgraph-1
ligand19557-0;VOGSEQ-subgraph-0
ligand19558-0;HODNAP-subgraph-2
ligand19559-0;ONACOY-subgraph-2
ligand19560-0;XIDXIS-subgraph-2
ligand19561-0;IYENAD-subgraph-0
ligand19562-0;VUMMAS-subgraph-0
ligand19563-0;DIHFIM-subgraph-1
ligand19564-0;UGEWOT-subgraph-0
ligand19565-0;PAGBEG-subgraph-0
ligand19566-0;MARRUV-subgraph-1
ligand19567-0;RITRIY-subgraph-0
ligand19568-0;XIYJAR-subgraph-0
ligand19569-0;QOKMIM-subgraph-5
ligand19570-0;PULFEI-subgraph-0
ligand19571-0;PULFEI-subgraph-3
ligand19572-0;HUXSUQ-subgraph-0
ligand19573-0;HOHYIM-subgraph-3
ligand19574-0;IPOMEF-subgraph-1
ligand19575-0;ZIWFAO-subgraph-2
ligand19576-0;TOFQEN-subgraph-0
ligand19577-0;HECYEW-subgraph-5
ligand19578-0;COZSIW-subgraph-0
ligand19579-0;OHUMUB-subgraph-1
ligand19580-0;AQUJON-subgraph-1
ligand19581-0;TADXUU-subgraph-0
ligand19582-0;RAKTOQ-subgraph-0
ligand19583-0;RANJAT-subgraph-1
ligand19584-0;VETHIM-subgraph-1
ligand19585-0;HAZLAW-subgraph-2
ligand19586-0;ILIHUG-subgraph-1
ligand19587-0;GAWKAT-subgraph-0
ligand19588-0;KEWGUQ-subgraph-0
ligand19589-0;TEJKOL-subgraph-1
ligand19590-0;GAJQIT-subgraph-3
ligand19591-0;GUFCAL-subgraph-1
ligand19592-0;UHAPUQ-subgraph-0
ligand19593-0;BOSQUV-subgraph-2
ligand19594-0;BARSOE-subgraph-1
ligand19595-0;QEQRIR-subgraph-2
ligand19596-0;ZAVBED-subgraph-0
ligand19597-0;ITOYOH-subgraph-0
ligand19598-0;PEXDAZ-subgraph-0
ligand19599-0;AFAJAT-subgraph-0
ligand19600-0;VUNFAL-subgraph-0
ligand19601-0;PODLOM-subgraph-3
ligand19602-0;ZIRXAC-subgraph-1
ligand19603-0;ZEQKOX-subgraph-3
ligand19604-0;MEBYAU-subgraph-0
ligand19605-0;QUBPEI-subgraph-0
ligand19606-0;ODAWOF-subgraph-0
ligand19607-0;OTIWOG-subgraph-2
ligand19608-0;GUGPON-subgraph-2
ligand19609-0;RIWYUR-subgraph-0
ligand19610-0;LISVES-subgraph-2
ligand19611-0;IRUCII-subgraph-0
ligand19612-0;KUCWOV-subgraph-0
ligand19613-0;VUDHIM-subgraph-1
ligand19614-0;UHOGIJ-subgraph-1
ligand19615-0;UMESOV-subgraph-2
ligand19616-0;ZEHGOM-subgraph-3
ligand19617-0;QOPKIR-subgraph-0
ligand19618-0;BOJMOE-subgraph-0
ligand19619-0;VIMFUU-subgraph-2
ligand19620-0;PABYOI-subgraph-1
ligand19621-0;NOBJIZ-subgraph-4
ligand19622-0;HEYXIS-subgraph-2
ligand19623-0;XAFVEJ-subgraph-0
ligand19624-0;QUGVET-subgraph-1
ligand19625-0;AVEFUF-subgraph-4
ligand19626-0;BOFPAO-subgraph-2
ligand19627-0;WUSYIT-subgraph-0
ligand19628-0;UXIHEP-subgraph-3
ligand19629-0;HUXVAX-subgraph-0
ligand19630-0;LABMEH-subgraph-2
ligand19631-0;SANFAO-subgraph-3
ligand19632-0;NIJXIR-subgraph-1
ligand19633-0;IJOSIM-subgraph-0
ligand19634-0;NICDUY-subgraph-3
ligand19635-0;BUBQUK-subgraph-2
ligand19636-0;DOGJIT-subgraph-2
ligand19637-0;AGEJOM-subgraph-0
ligand19638-0;ZACLOI-subgraph-1
ligand19639-0;KENBAI-subgraph-2
ligand19640-0;KULHIJ-subgraph-1
ligand19641-0;QENPOP-subgraph-2
ligand19642-0;PIQQEO-subgraph-1
ligand19643-0;YAFCOZ-subgraph-2
ligand19644-0;FONDOD-subgraph-2
ligand19645-0;RUCBEY-subgraph-2
ligand19646-0;MONPEN-subgraph-4
