ligand0-0 | UKEBAN-subgraph-0
ligand2342-0 | FUHXEN-subgraph-0
ligand23420-0 | LUGBEU-subgraph-0
ligand23421-0 | PIDMAR-subgraph-1
ligand23422-0 | PABWIY-subgraph-0
ligand23423-0 | KEYVOC-subgraph-0
ligand23424-0 | GOFGEN-subgraph-0
ligand23425-0 | TIQTAO-subgraph-3
ligand23426-0 | LEPGIY-subgraph-1
ligand23427-0 | FAPWIC-subgraph-0
ligand23428-0 | FAPWIC-subgraph-2
ligand23429-0 | SIMQOU-subgraph-5
ligand2343-0 | SOZREE-subgraph-3
ligand23430-0 | AJEBAS-subgraph-3
ligand23431-0 | ODIZUX-subgraph-1
ligand23432-0 | ATULUY-subgraph-0
ligand23433-0 | DUMNEG-subgraph-0
ligand23434-0 | DOWCAT-subgraph-0
ligand23435-0 | GULJIH-subgraph-1
ligand23436-0 | IWEMEE-subgraph-0
ligand23437-0 | MXCPFE-subgraph-1
ligand23438-0 | ZOBGAY-subgraph-1
ligand23439-0 | EWIYEP-subgraph-1
ligand2344-0 | VACCUY-subgraph-3
ligand23440-0 | LIPXUE-subgraph-5
ligand23441-0 | UMOYEA-subgraph-0
ligand23442-0 | UDAPEX-subgraph-0
ligand23443-0 | UDAPEX-subgraph-1
ligand23444-0 | BIGBUQ-subgraph-1
ligand23445-0 | GAPTUN-subgraph-0
ligand23446-0 | GIYYIZ-subgraph-2
ligand23447-0 | VOTSOM-subgraph-0
ligand23448-0 | YAKFOI-subgraph-1
ligand23449-0 | BELRIU-subgraph-1
ligand2345-0 | DUGHEU-subgraph-1
ligand23450-0 | MEPHUL-subgraph-0
ligand23451-0 | JUXNIB-subgraph-2
ligand23452-0 | UPIGEG-subgraph-1
ligand23453-0 | GALTOF-subgraph-1
ligand23454-0 | FOVFAZ-subgraph-0
ligand23455-0 | FETXNA-subgraph-0
ligand23456-0 | CASTIB-subgraph-0
ligand23457-0 | UHUDAC-subgraph-1
ligand23458-0 | AJEBIC-subgraph-0
ligand23459-0 | RODJIF-subgraph-0
ligand2346-0 | MARPOM-subgraph-3
ligand23460-0 | BAKYAQ-subgraph-1
ligand23461-0 | SEPKAA-subgraph-1
ligand23462-0 | TOPDEI-subgraph-0
ligand23463-0 | VAHMEZ-subgraph-2
ligand23464-0 | TAMMUR-subgraph-3
ligand23465-0 | DOXPOX-subgraph-2
ligand23466-0 | HAHROX-subgraph-1
ligand23467-0 | IFELIP-subgraph-0
ligand23468-0 | IFELIP-subgraph-1
ligand23469-0 | EHEYEX-subgraph-0
ligand2347-0 | ADIFOJ-subgraph-0
ligand23470-0 | GOSMUW-subgraph-5
ligand23471-0 | KEQSUV-subgraph-2
ligand23472-0 | QACLEN-subgraph-0
ligand23473-0 | MOQROA-subgraph-0
ligand23474-0 | OKEQAX-subgraph-2
ligand23475-0 | UBEYAB-subgraph-1
ligand23476-0 | GITQIJ-subgraph-2
ligand23477-0 | QAHBUX-subgraph-2
ligand23478-0 | DIRQED-subgraph-0
ligand23479-0 | TAPDAQ-subgraph-2
ligand2348-0 | XUFWEA-subgraph-1
ligand23480-0 | WOLQUL-subgraph-1
ligand23481-0 | JOJJOJ-subgraph-0
ligand23482-0 | QAHZIK-subgraph-1
ligand23483-0 | YORHIY-subgraph-0
ligand23484-0 | DEQHEM-subgraph-0
ligand23485-0 | OZEXEX-subgraph-2
ligand23486-0 | MOTCIH-subgraph-0
ligand23487-0 | IRUCII-subgraph-0
ligand23488-0 | WOWQIK-subgraph-0
ligand23489-0 | NUQSOJ-subgraph-1
ligand2349-0 | VOHXEY-subgraph-0
ligand23490-0 | ZELGEE-subgraph-1
ligand23491-0 | EJITUO-subgraph-0
ligand23492-0 | JOMTUD-subgraph-2
ligand23493-0 | KENPAV-subgraph-2
ligand23494-0 | VEHBAM-subgraph-1
ligand23495-0 | VUKPEX-subgraph-0
ligand23496-0 | RECYEG-subgraph-1
ligand23497-0 | QAMFIT-subgraph-3
ligand23498-0 | GETWUY-subgraph-0
ligand23499-0 | JUFWIQ-subgraph-0
ligand235-0 | HAQFOX-subgraph-1
ligand2350-0 | TOWFAM-subgraph-3
ligand23500-0 | KILCOA-subgraph-1
ligand23501-0 | XEMWOC-subgraph-1
ligand23502-0 | XOMXIG-subgraph-3
ligand23503-0 | YOWYAM-subgraph-1
ligand23504-0 | RIXWAX-subgraph-0
ligand23505-0 | HORRUC-subgraph-2
ligand23506-0 | WAJNAY-subgraph-1
ligand23507-0 | WEWSIB-subgraph-2
ligand23508-0 | FOFXUU-subgraph-1
ligand23509-0 | YAFLEZ-subgraph-1
ligand2351-0 | ERUSEQ-subgraph-0
ligand23510-0 | SANMOJ-subgraph-1
ligand23511-0 | HUNHEF-subgraph-1
ligand23512-0 | MOSPIT-subgraph-1
ligand23513-0 | EHENAI-subgraph-2
ligand23514-0 | MIXRET-subgraph-0
ligand23515-0 | VUCJIN-subgraph-1
ligand23516-0 | XOQSAZ-subgraph-2
ligand23517-0 | DUMCIY-subgraph-0
ligand23518-0 | MEXPEN-subgraph-1
ligand23519-0 | WIYVIK-subgraph-0
ligand2352-0 | NICHAL-subgraph-0
ligand23520-0 | WURKIE-subgraph-0
ligand23521-0 | FEWREG-subgraph-0
ligand23522-0 | MOQWUM-subgraph-0
ligand23523-0 | DULHIB-subgraph-1
ligand23524-0 | MIKHIA-subgraph-0
ligand23525-0 | LOHNII-subgraph-1
ligand23526-0 | RAMLEX-subgraph-0
ligand23527-0 | COMYUY-subgraph-0
ligand23528-0 | DOGKIV-subgraph-0
ligand23529-0 | TUXDOH-subgraph-0
ligand2353-0 | XITBEH-subgraph-0
ligand23530-0 | XOGMOV-subgraph-1
ligand23531-0 | WOSFIT-subgraph-1
ligand23532-0 | RORQAT-subgraph-0
ligand23533-0 | ZINJIR-subgraph-2
ligand23534-0 | JOHDIV-subgraph-1
ligand23535-0 | KEPNUR-subgraph-0
ligand23536-0 | DEPKUF-subgraph-2
ligand23537-0 | ZANMOQ-subgraph-1
ligand23538-0 | IHORON-subgraph-0
ligand23539-0 | UNOPUJ-subgraph-1
ligand2354-0 | BADPIH-subgraph-1
ligand23540-0 | FOFDOT-subgraph-0
ligand23541-0 | FISNIG-subgraph-2
ligand23542-0 | TECSOK-subgraph-0
ligand23543-0 | LOMQOT-subgraph-1
ligand23544-0 | RIRDAX-subgraph-2
ligand23545-0 | VUSXUE-subgraph-0
ligand23546-0 | ISEJEW-subgraph-2
ligand23547-0 | SULGUB-subgraph-1
ligand23548-0 | DOPSEH-subgraph-0
ligand23549-0 | SOFJED-subgraph-0
ligand2355-0 | LITYOE-subgraph-0
ligand23550-0 | MEXLEI-subgraph-3
ligand23551-0 | NECROC-subgraph-0
ligand23552-0 | TUSCOB-subgraph-0
ligand23553-0 | JUCCUH-subgraph-0
ligand23554-0 | DUYCIJ-subgraph-2
ligand23556-0 | SAFDOT-subgraph-2
ligand23557-0 | HILZIN-subgraph-0
ligand23558-0 | QUQLAP-subgraph-3
ligand23559-0 | FIVHOH-subgraph-3
ligand2356-0 | BEPZAY-subgraph-1
ligand23560-0 | LANTUS-subgraph-0
ligand23561-0 | NESJOK-subgraph-1
ligand23562-0 | KANKAN-subgraph-0
ligand23563-0 | LUCYAK-subgraph-1
ligand23564-0 | AQICIN-subgraph-0
ligand23565-0 | OZIVEA-subgraph-0
ligand23566-0 | REDTOM-subgraph-1
ligand23567-0 | LEDGIM-subgraph-0
ligand23568-0 | BUWDUS-subgraph-1
ligand23569-0 | WAYFUZ-subgraph-1
ligand2357-0 | EFOPUK-subgraph-2
ligand23570-0 | DILDAG-subgraph-0
ligand23571-0 | KEDDON-subgraph-0
ligand23572-0 | NAYKIJ-subgraph-0
ligand23573-0 | WAGGUG-subgraph-4
ligand23574-0 | ODUMOS-subgraph-0
ligand23575-0 | PEBZUT-subgraph-4
ligand23576-0 | XODLEH-subgraph-2
ligand23577-0 | DOSVAJ-subgraph-0
ligand23578-0 | QAWYOC-subgraph-0
ligand23579-0 | CERLEQ-subgraph-3
ligand2358-0 | XARGEC-subgraph-0
ligand2358-1 | ZECNAY-subgraph-1
ligand23580-0 | HIFRIA-subgraph-0
ligand23581-0 | PEXCED-subgraph-0
ligand23582-0 | FELFOR-subgraph-1
ligand23583-0 | UVOZUB-subgraph-2
ligand23584-0 | VOCFEY-subgraph-0
ligand23585-0 | VOCFEY-subgraph-1
ligand23586-0 | LAVQII-subgraph-1
ligand23587-0 | ROBBEQ-subgraph-1
ligand23588-0 | SOWQON-subgraph-2
ligand23589-0 | AMAVOA-subgraph-0
ligand2359-0 | WATLEK-subgraph-2
ligand23590-0 | BOLMUK-subgraph-0
ligand23591-0 | KETMED-subgraph-0
ligand23592-0 | VECBAG-subgraph-1
ligand23593-0 | CUJVOU-subgraph-1
ligand23594-0 | NOBCEN-subgraph-2
ligand23595-0 | FOFXIK-subgraph-1
ligand23596-0 | WALCUI-subgraph-0
ligand23597-0 | IFIVEA-subgraph-1
ligand23598-0 | HIYWUJ-subgraph-3
ligand23599-0 | LEJSIE-subgraph-0
ligand236-0 | KUJHII-subgraph-0
ligand2360-0 | KIGXOO-subgraph-0
ligand23600-0 | HASJUG-subgraph-3
ligand23601-0 | FAPXEA-subgraph-2
ligand23602-0 | JITCIY-subgraph-0
ligand23603-0 | SOFHAX-subgraph-0
ligand23604-0 | NEYDOM-subgraph-1
ligand23605-0 | PAJDUB-subgraph-1
ligand23606-0 | XIGMIL-subgraph-0
ligand23607-0 | QIZJAM-subgraph-1
ligand23608-0 | XAGBOW-subgraph-0
ligand23609-0 | VILSAM-subgraph-5
ligand2361-0 | YIKVIY-subgraph-3
ligand23610-0 | XIVHOC-subgraph-2
ligand23611-0 | RICGER-subgraph-1
ligand23612-0 | IXAFAP-subgraph-0
ligand23613-0 | GARVEB-subgraph-2
ligand23614-0 | XIFZAN-subgraph-0
ligand23615-0 | UGIVAH-subgraph-3
ligand23616-0 | FULKAY-subgraph-0
ligand23617-0 | FOMKUN-subgraph-0
ligand23618-0 | NEGFEN-subgraph-1
ligand23619-0 | KANYON-subgraph-0
ligand2362-0 | XATQIV-subgraph-0
ligand23620-0 | ZUHJUJ-subgraph-0
ligand23621-0 | WUVPAE-subgraph-0
ligand23622-0 | SISROE-subgraph-0
ligand23623-0 | AXAXOM-subgraph-3
ligand23624-0 | PIDXEG-subgraph-2
ligand23625-0 | HOXTIX-subgraph-0
ligand23626-0 | EWUPER-subgraph-2
ligand23628-0 | YIDHIF-subgraph-0
ligand23629-0 | JIWSAJ-subgraph-0
ligand2363-0 | UWALEK-subgraph-0
ligand23630-0 | MEBYIE-subgraph-0
ligand23631-0 | MAMMUJ-subgraph-0
ligand23632-0 | RUSLAT-subgraph-3
ligand23633-0 | QAQFIX-subgraph-1
ligand23634-0 | RAXCUO-subgraph-3
ligand23635-0 | OFEBUZ-subgraph-1
ligand23636-0 | OPEREH-subgraph-1
ligand23637-0 | YEHNAA-subgraph-0
ligand23638-0 | RAWLAC-subgraph-2
ligand23639-0 | HATCEN-subgraph-0
ligand2364-0 | GULYAP-subgraph-3
ligand23640-0 | ESINID-subgraph-0
ligand23641-0 | IFAYUJ-subgraph-0
ligand23642-0 | WAPSEN-subgraph-0
ligand23643-0 | GEXGUO-subgraph-1
ligand23644-0 | TIVGAG-subgraph-2
ligand23645-0 | XEQKOV-subgraph-2
ligand23646-0 | FUHVIN-subgraph-0
ligand23647-0 | MIMBUH-subgraph-0
ligand23648-0 | XIWCEM-subgraph-0
ligand23649-0 | CATSAU-subgraph-2
ligand2365-0 | BOMFEQ-subgraph-0
ligand23650-0 | OFAFUW-subgraph-0
ligand23651-0 | GETNUQ-subgraph-2
ligand23652-0 | SALGUH-subgraph-0
ligand23654-0 | MESREH-subgraph-0
ligand23655-0 | MBYPTA-subgraph-2
ligand23656-0 | LABHIG-subgraph-0
ligand23657-0 | UCAMAM-subgraph-4
ligand23658-0 | OGEBEJ-subgraph-1
ligand23659-0 | FIPHIV-subgraph-1
ligand2366-0 | LIJTIK-subgraph-2
ligand23660-0 | LIYGUW-subgraph-1
ligand23661-0 | KEBDIE-subgraph-0
ligand23662-0 | QETJAA-subgraph-1
ligand23663-0 | NOFKOJ-subgraph-0
ligand23664-0 | PUZROT-subgraph-1
ligand23665-0 | MOFDEQ-subgraph-1
ligand23666-0 | DATFEJ-subgraph-2
ligand23667-0 | NUCDUM-subgraph-1
ligand23668-0 | ZUTHEB-subgraph-1
ligand23669-0 | XEFNOO-subgraph-1
ligand2367-0 | CEZREF-subgraph-4
ligand23670-0 | NUCDIA-subgraph-2
ligand23671-0 | KACXES-subgraph-1
ligand23672-0 | SOXJEU-subgraph-0
ligand23673-0 | XUDFAD-subgraph-3
ligand23674-0 | ZIRRUN-subgraph-1
ligand23675-0 | AXOWUH-subgraph-0
ligand23676-0 | RALLEX-subgraph-0
ligand23677-0 | HADQIM-subgraph-0
ligand23678-0 | FIXWUH-subgraph-0
ligand23679-0 | LAFRIT-subgraph-1
ligand2368-0 | YIRCUX-subgraph-1
ligand23680-0 | RUTGES-subgraph-5
ligand23681-0 | ZAPQUF-subgraph-0
ligand23682-0 | HEDVOB-subgraph-0
ligand23684-0 | RUVKUQ-subgraph-0
ligand23686-0 | DACJUN-subgraph-1
ligand23687-0 | PURYOR-subgraph-0
ligand23688-0 | NAJCOQ-subgraph-2
ligand23689-0 | OFAKAK-subgraph-0
ligand2369-0 | PUZFAR-subgraph-2
ligand23690-0 | UMOBAZ-subgraph-0
ligand23691-0 | DUHDUF-subgraph-1
ligand23692-0 | RIFWOV-subgraph-0
ligand23693-0 | JAKDUV-subgraph-0
ligand23694-0 | UMUTUR-subgraph-0
ligand23695-0 | KELHEP-subgraph-0
ligand23696-0 | IYAZIT-subgraph-0
ligand23697-0 | GANQIW-subgraph-0
ligand23698-0 | SOFNAC-subgraph-1
ligand23699-0 | NEHRUN-subgraph-2
ligand237-0 | GOFZAC-subgraph-3
ligand2370-0 | XIPSEV-subgraph-0
ligand23700-0 | IPIJAS-subgraph-0
ligand23701-0 | ABIWUE-subgraph-2
ligand23702-0 | XUDHOT-subgraph-2
ligand23703-0 | ZEXHEP-subgraph-2
ligand23704-0 | WOLPAO-subgraph-0
ligand23705-0 | MOHPUW-subgraph-0
ligand23706-0 | GAJQOY-subgraph-2
ligand23707-0 | OCANIP-subgraph-1
ligand23708-0 | CPEAMP-subgraph-3
ligand23709-0 | ETGLNI-subgraph-0
ligand2371-0 | CATDUY-subgraph-0
ligand23710-0 | TOTSEC-subgraph-0
ligand23711-0 | GUSWUO-subgraph-1
ligand23712-0 | HUKWUH-subgraph-1
ligand23713-0 | YORTIK-subgraph-0
ligand23714-0 | FEHDIG-subgraph-1
ligand23715-0 | UTANOU-subgraph-0
ligand23716-0 | YIXDAK-subgraph-0
ligand23717-0 | ZIKWEX-subgraph-1
ligand23718-0 | BIQDIQ-subgraph-2
ligand23719-0 | HUQGUW-subgraph-0
ligand2372-0 | PUSZIM-subgraph-1
ligand23720-0 | MOZRIE-subgraph-2
ligand23721-0 | BABGET-subgraph-0
ligand23722-0 | GAJHAB-subgraph-0
ligand23723-0 | MUNDIJ-subgraph-0
ligand23724-0 | TXMPPD-subgraph-3
ligand23725-0 | KURYIF-subgraph-0
ligand23726-0 | QEJSAC-subgraph-0
ligand23727-0 | OKUTIZ-subgraph-0
ligand23728-0 | HIJRUN-subgraph-0
ligand23729-0 | VECJAQ-subgraph-0
ligand2373-0 | JAXVOT-subgraph-1
ligand23730-0 | ZEXMAT-subgraph-1
ligand23731-0 | RIXZUT-subgraph-3
ligand23732-0 | EDAXOY-subgraph-1
ligand23733-0 | WIYYAG-subgraph-1
ligand23734-0 | ZUZJEJ-subgraph-2
ligand23735-0 | NAQYAH-subgraph-0
ligand23736-0 | FIVFEV-subgraph-1
ligand23737-0 | TELHID-subgraph-0
ligand23738-0 | MEMPOK-subgraph-1
ligand23739-0 | ISAKAP-subgraph-0
ligand2374-0 | RONGEJ-subgraph-1
ligand23740-0 | TUJYEE-subgraph-2
ligand23741-0 | CODRET-subgraph-2
ligand23742-0 | IQUFEH-subgraph-1
ligand23743-0 | OJOMAC-subgraph-0
ligand23744-0 | XEJBAQ-subgraph-1
ligand23745-0 | ZIMKOV-subgraph-2
ligand23746-0 | FAYJEU-subgraph-0
ligand23747-0 | FAYJEU-subgraph-1
ligand23748-0 | ZILVUO-subgraph-0
ligand23749-0 | ACOBEA-subgraph-0
ligand2375-0 | NEDXUQ-subgraph-1
ligand23750-0 | COFPOE-subgraph-0
ligand23751-0 | KAHTUL-subgraph-1
ligand23752-0 | VOTWUW-subgraph-4
ligand23753-0 | TADSAV-subgraph-0
ligand23754-0 | ROJZIA-subgraph-0
ligand23755-0 | QOPKEN-subgraph-0
ligand23756-0 | WAYHEM-subgraph-0
ligand23757-0 | MOJBUL-subgraph-1
ligand23758-0 | GEXVEM-subgraph-0
ligand23759-0 | BOBNUD-subgraph-2
ligand2376-0 | LOPVIV-subgraph-0
ligand23760-0 | CIYGUO-subgraph-1
ligand23761-0 | CAQSAQ-subgraph-1
ligand23762-0 | JOPVUI-subgraph-0
ligand23763-0 | MORDOM-subgraph-1
ligand23764-0 | YOVMEB-subgraph-3
ligand23765-0 | XOWGOH-subgraph-1
ligand23766-0 | LUHGEB-subgraph-0
ligand23767-0 | YUCJOV-subgraph-1
ligand23768-0 | CASWIC-subgraph-1
ligand23769-0 | YORNAU-subgraph-0
ligand2377-0 | GEBQOV-subgraph-2
ligand23770-0 | GATLOD-subgraph-2
ligand23771-0 | GAWYIM-subgraph-3
ligand23772-0 | SALVAD-subgraph-2
ligand23773-0 | BOCXIC-subgraph-0
ligand23774-0 | OQAPED-subgraph-1
ligand23775-0 | KUVRAU-subgraph-0
ligand23776-0 | LORKOS-subgraph-0
ligand23777-0 | CEHSEQ-subgraph-0
ligand23778-0 | AZIKIF-subgraph-0
ligand23779-0 | HIFMEO-subgraph-3
ligand23780-0 | YODMEL-subgraph-1
ligand23781-0 | HOVGUW-subgraph-0
ligand23782-0 | WEXMIW-subgraph-0
ligand23783-0 | LOJMUS-subgraph-2
ligand23784-0 | DOGFIQ-subgraph-0
ligand23785-0 | ZEGVIQ-subgraph-2
ligand23786-0 | YAPVOB-subgraph-4
ligand23787-0 | RACZOL-subgraph-1
ligand23788-0 | FECKEF-subgraph-1
ligand23789-0 | IVOXOH-subgraph-0
ligand2379-0 | DEWGER-subgraph-0
ligand23790-0 | CESKUJ-subgraph-1
ligand23791-0 | UKONAK-subgraph-1
ligand23792-0 | GAGSIS-subgraph-1
ligand23793-0 | XEHVOV-subgraph-0
ligand23794-0 | JOLLUR-subgraph-2
ligand23795-0 | SESXOF-subgraph-3
ligand23796-0 | TESDEA-subgraph-0
ligand23797-0 | SIWREW-subgraph-0
ligand23798-0 | DAGMUT-subgraph-1
ligand23799-0 | XIHRAH-subgraph-4
ligand238-0 | LEBZUO-subgraph-2
ligand2380-0 | DAHHEZ-subgraph-0
ligand23800-0 | HOVSIU-subgraph-0
ligand23801-0 | JAHCIE-subgraph-1
ligand23802-0 | KEBBEY-subgraph-0
ligand23803-0 | ATOZIU-subgraph-1
ligand23804-0 | BOCGOR-subgraph-1
ligand23805-0 | WADKIY-subgraph-0
ligand23806-0 | DILLUI-subgraph-0
ligand23807-0 | URUHOG-subgraph-0
ligand23808-0 | RILBIA-subgraph-1
ligand23809-0 | VOXNIH-subgraph-1
ligand2381-0 | XEWYAC-subgraph-2
ligand23810-0 | JITCIZ-subgraph-0
ligand23811-0 | MITYIZ-subgraph-3
ligand23812-0 | YAVGIN-subgraph-0
ligand23813-0 | IMEZEH-subgraph-0
ligand23814-0 | NUWCOY-subgraph-1
ligand23815-0 | SIKYOC-subgraph-0
ligand23816-0 | ZUBTAR-subgraph-0
ligand23817-0 | XOMGOV-subgraph-0
ligand23818-0 | DIQSIF-subgraph-1
ligand23819-0 | WAHNOK-subgraph-1
ligand2382-0 | EDAYEP-subgraph-1
ligand23820-0 | ZZZBOM-subgraph-2
ligand23821-0 | YAZLIV-subgraph-1
ligand23822-0 | UCABIJ-subgraph-1
ligand23823-0 | ZIBLUR-subgraph-2
ligand23824-0 | ALIWOJ-subgraph-0
ligand23825-0 | SOJXUK-subgraph-0
ligand23826-0 | CPPMXT-subgraph-0
ligand23827-0 | QUBTUE-subgraph-0
ligand23828-0 | LUQDIM-subgraph-0
ligand23829-0 | QITMOX-subgraph-0
ligand2383-0 | IRIKUP-subgraph-0
ligand23830-0 | NOXHIT-subgraph-3
ligand23831-0 | XUTSEK-subgraph-2
ligand23832-0 | HIGDOR-subgraph-3
ligand23833-0 | ADURUP-subgraph-1
ligand23834-0 | ETEDOY-subgraph-0
ligand23835-0 | IPOLOO-subgraph-1
ligand23836-0 | LONMUW-subgraph-3
ligand23837-0 | RAYSUG-subgraph-0
ligand23838-0 | HABQIK-subgraph-5
ligand23839-0 | UGANUN-subgraph-3
ligand2384-0 | TIGXIQ-subgraph-0
ligand23840-0 | MEBNIS-subgraph-1
ligand23841-0 | ZOCLAG-subgraph-0
ligand23842-0 | RENJAW-subgraph-0
ligand23843-0 | JABTIS-subgraph-1
ligand23844-0 | TOXFAP-subgraph-1
ligand23845-0 | YOGWUN-subgraph-2
ligand23846-0 | XOLQOE-subgraph-0
ligand23847-0 | UFOZAS-subgraph-0
ligand23848-0 | PORWID-subgraph-0
ligand23849-0 | PADQIU-subgraph-0
ligand2385-0 | KAMYIJ-subgraph-0
ligand23850-0 | BOQBOZ-subgraph-0
ligand23851-0 | IYATEJ-subgraph-0
ligand23852-0 | LAHJOT-subgraph-0
ligand23853-0 | GAMKIQ-subgraph-5
ligand23854-0 | UWOZIQ-subgraph-1
ligand23855-0 | FEZDUJ-subgraph-0
ligand23856-0 | BEYREE-subgraph-0
ligand23857-0 | CIJKIR-subgraph-0
ligand23858-0 | KUMFAA-subgraph-1
ligand23859-0 | OZOQUR-subgraph-1
ligand2386-0 | NEZRAM-subgraph-1
ligand23860-0 | DESTEA-subgraph-0
ligand23861-0 | YACQOI-subgraph-3
ligand23862-0 | YATPAN-subgraph-1
ligand23863-0 | SIMXUJ-subgraph-0
ligand23864-0 | BEMWIB-subgraph-0
ligand23865-0 | WEKROU-subgraph-2
ligand23866-0 | TAQZIV-subgraph-2
ligand23867-0 | BIQRAW-subgraph-0
ligand23868-0 | EKOBUC-subgraph-0
ligand23869-0 | WAJCIT-subgraph-4
ligand2387-0 | LEVVIS-subgraph-1
ligand23870-0 | TOPRIZ-subgraph-0
ligand23871-0 | KIZVUK-subgraph-0
ligand23872-0 | LUXJUL-subgraph-2
ligand23873-0 | YISTUQ-subgraph-2
ligand23874-0 | TONLIS-subgraph-0
ligand23875-0 | ACUSUP-subgraph-2
ligand23876-0 | BAQHIL-subgraph-2
ligand23877-0 | ADOFAD-subgraph-0
ligand23878-0 | MUSHAK-subgraph-0
ligand23879-0 | VOYSAF-subgraph-1
ligand2388-0 | XAMMED-subgraph-1
ligand23880-0 | NIGFUH-subgraph-1
ligand23881-0 | KATVIM-subgraph-1
ligand23882-0 | QOBTOS-subgraph-0
ligand23883-0 | DUQQOX-subgraph-0
ligand23884-0 | QISSAO-subgraph-1
ligand23885-0 | DODWUQ-subgraph-0
ligand23886-0 | YAXLOY-subgraph-4
ligand23887-0 | PIMZEQ-subgraph-1
ligand23888-0 | RATVIS-subgraph-2
ligand23889-0 | COPTIL-subgraph-0
ligand2389-0 | ZUXRIT-subgraph-0
ligand23890-0 | UQEPUD-subgraph-2
ligand23891-0 | YAYBIM-subgraph-2
ligand23892-0 | WIVNUK-subgraph-1
ligand23893-0 | LETTIO-subgraph-1
ligand23894-0 | TINHIJ-subgraph-0
ligand23895-0 | CUXMOZ-subgraph-0
ligand23896-0 | AMIHIN-subgraph-0
ligand23897-0 | AMIHIN-subgraph-1
ligand23898-0 | GUWSOG-subgraph-2
ligand23899-0 | GORYIV-subgraph-0
ligand239-0 | FODKAM-subgraph-0
ligand2390-0 | ESOJAY-subgraph-0
ligand23900-0 | ZOPKOG-subgraph-0
ligand23901-0 | QUWGOG-subgraph-4
ligand23902-0 | FEZRAF-subgraph-1
ligand23903-0 | DAQWUN-subgraph-1
ligand23904-0 | AMAYET-subgraph-0
ligand23905-0 | NEFMUH-subgraph-4
ligand23906-0 | DIZCOF-subgraph-3
ligand23907-0 | DORQOQ-subgraph-1
ligand23908-0 | XOQVAC-subgraph-1
ligand23909-0 | RAPJEZ-subgraph-1
ligand2391-0 | PAMNEY-subgraph-0
ligand23910-0 | FUDMEW-subgraph-0
ligand23911-0 | YIYGAP-subgraph-0
ligand23912-0 | ODAFAC-subgraph-2
ligand23913-0 | DIXDEU-subgraph-0
ligand23914-0 | EHEQIT-subgraph-0
ligand23915-0 | WUQBUG-subgraph-1
ligand23916-0 | LIQXAL-subgraph-1
ligand23917-0 | LUNXEY-subgraph-0
ligand23918-0 | ZIRXAC-subgraph-1
ligand23919-0 | QUZKAZ-subgraph-0
ligand2392-0 | MUQZAB-subgraph-1
ligand23920-0 | JEJDUA-subgraph-0
ligand23921-0 | JAPJIT-subgraph-0
ligand23922-0 | SINYIY-subgraph-0
ligand23923-0 | NIJQUS-subgraph-1
ligand23924-0 | DARXOL-subgraph-0
ligand23926-0 | CINMEU-subgraph-0
ligand23927-0 | OGOPOR-subgraph-1
ligand23928-0 | WUQQEG-subgraph-1
ligand2393-0 | QONSES-subgraph-0
ligand23930-0 | INIJIY-subgraph-0
ligand23931-0 | WOKZUR-subgraph-0
ligand23932-0 | OJUNEN-subgraph-0
ligand23933-0 | IYIQOW-subgraph-0
ligand23934-0 | XAKHUO-subgraph-2
ligand23935-0 | VOHMAI-subgraph-2
ligand23936-0 | EXETUX-subgraph-2
ligand23937-0 | TOHNEJ-subgraph-3
ligand23938-0 | RALHAN-subgraph-5
ligand23939-0 | OSEJAY-subgraph-1
ligand2394-0 | HUCPUQ-subgraph-1
ligand23940-0 | GOCNER-subgraph-0
ligand23941-0 | MIXLIQ-subgraph-0
ligand23942-0 | YADZUA-subgraph-0
ligand23943-0 | USUPUU-subgraph-1
ligand23944-0 | ZIHQIS-subgraph-1
ligand23945-0 | TIHQOQ-subgraph-1
ligand23946-0 | DARYIG-subgraph-0
ligand23947-0 | POFSUZ-subgraph-0
ligand23948-0 | XACGUD-subgraph-0
ligand23949-0 | TIXTAY-subgraph-2
ligand2395-0 | RATRIP-subgraph-1
ligand23950-0 | MOLPEJ-subgraph-1
ligand23951-0 | GETNIC-subgraph-0
ligand23952-0 | DOQTIN-subgraph-1
ligand23953-0 | YAKYUG-subgraph-2
ligand23954-0 | SEVLOV-subgraph-2
ligand23955-0 | POXQAW-subgraph-2
ligand23956-0 | SAMKIA-subgraph-3
ligand23957-0 | TUGBEC-subgraph-1
ligand23958-0 | HANWAU-subgraph-4
ligand23959-0 | SENWAK-subgraph-2
ligand2396-0 | YAYPOG-subgraph-0
ligand23960-0 | HIDMIR-subgraph-3
ligand23961-0 | RAMSUV-subgraph-1
ligand23962-0 | WEWCEI-subgraph-0
ligand23963-0 | DONYOX-subgraph-2
ligand23964-0 | QIYVAX-subgraph-0
ligand23965-0 | NILWUC-subgraph-0
ligand23966-0 | FECPCC-subgraph-1
ligand23967-0 | JURRAP-subgraph-1
ligand23968-0 | TANQEF-subgraph-0
ligand23969-0 | PANBUD-subgraph-0
ligand2397-0 | HEBMOQ-subgraph-0
ligand23970-0 | IXIFAW-subgraph-2
ligand23971-0 | BOGWUP-subgraph-1
ligand23972-0 | ZOMHAN-subgraph-3
ligand23973-0 | SUPYAF-subgraph-1
ligand23974-0 | VIYKET-subgraph-1
ligand23975-0 | OWETEQ-subgraph-0
ligand23976-0 | UBOCET-subgraph-3
ligand23977-0 | KIWMEK-subgraph-0
