ligand0-0 | UKEBAN-subgraph-0
ligand22869-0 | XUZZOH-subgraph-0
ligand2287-0 | NAGSIY-subgraph-0
ligand22870-0 | MISXAO-subgraph-0
ligand22871-0 | COJJOD-subgraph-0
ligand22872-0 | VUDKIO-subgraph-0
ligand22873-0 | SOBKEB-subgraph-0
ligand22874-0 | TIGDES-subgraph-0
ligand22875-0 | GEBDUO-subgraph-0
ligand22876-0 | QAQXOW-subgraph-3
ligand22877-0 | KEFTEV-subgraph-4
ligand22878-0 | HEQZUB-subgraph-0
ligand22879-0 | HONNAB-subgraph-0
ligand2288-0 | GITSEJ-subgraph-1
ligand22880-0 | MIGLIY-subgraph-0
ligand22881-0 | PURNUM-subgraph-1
ligand22882-0 | VOMPUJ-subgraph-1
ligand22883-0 | SESNEM-subgraph-0
ligand22884-0 | QIHJAU-subgraph-0
ligand22885-0 | TUMDOU-subgraph-1
ligand22886-0 | XIMWOI-subgraph-0
ligand22887-0 | ODOCUF-subgraph-1
ligand22888-0 | ZOXJIH-subgraph-0
ligand22889-0 | VILNAH-subgraph-0
ligand2289-0 | LOFMID-subgraph-3
ligand22890-0 | QOLPUC-subgraph-2
ligand22891-0 | HEFFIJ-subgraph-2
ligand22892-0 | NAZVOC-subgraph-1
ligand22893-0 | KOFKAU-subgraph-0
ligand22894-0 | REMSEI-subgraph-1
ligand22895-0 | MEBTIW-subgraph-1
ligand22896-0 | ZUHZIL-subgraph-3
ligand22897-0 | YOVYAJ-subgraph-0
ligand22898-0 | GETQOL-subgraph-0
ligand22899-0 | GONHEW-subgraph-0
ligand229-0 | QAMZEM-subgraph-1
ligand2290-0 | AXOTAK-subgraph-0
ligand22900-0 | MEFWAY-subgraph-2
ligand22901-0 | ILEFUB-subgraph-0
ligand22902-0 | JULMIO-subgraph-0
ligand22903-0 | OVETIT-subgraph-1
ligand22904-0 | GIRLIE-subgraph-0
ligand22905-0 | IRIMUS-subgraph-2
ligand22906-0 | MURBOS-subgraph-0
ligand22907-0 | WUZQUE-subgraph-3
ligand22908-0 | CIDRUF-subgraph-1
ligand22909-0 | YATGUV-subgraph-1
ligand2291-0 | GATNUL-subgraph-2
ligand22910-0 | WABBIM-subgraph-0
ligand22911-0 | DOCPAO-subgraph-1
ligand22912-0 | XIYCEO-subgraph-2
ligand22913-0 | KEZVIU-subgraph-4
ligand22914-0 | ATODIY-subgraph-0
ligand22915-0 | RIVFIL-subgraph-4
ligand22916-0 | BIDLIL-subgraph-0
ligand22917-0 | GOSXET-subgraph-0
ligand22918-0 | BOBVAR-subgraph-0
ligand22919-0 | FUGWAH-subgraph-1
ligand2292-0 | AHAZUE-subgraph-0
ligand22920-0 | WEYTIE-subgraph-0
ligand22921-0 | BAMXIZ-subgraph-1
ligand22922-0 | JOWCIK-subgraph-1
ligand22923-0 | EBUREB-subgraph-1
ligand22924-0 | FOFVAY-subgraph-0
ligand22925-0 | EJAROW-subgraph-1
ligand22926-0 | SIZGEN-subgraph-2
ligand22927-0 | REHSUT-subgraph-1
ligand22928-0 | FUSZUP-subgraph-2
ligand22929-0 | QAPWIP-subgraph-0
ligand2293-0 | RUYMON-subgraph-1
ligand22930-0 | YIXCUD-subgraph-1
ligand22931-0 | OJIMAW-subgraph-1
ligand22932-0 | QISHIJ-subgraph-0
ligand22933-0 | QISHIJ-subgraph-1
ligand22934-0 | EMAWAS-subgraph-0
ligand22935-0 | HUNJAC-subgraph-0
ligand22936-0 | GAVSED-subgraph-2
ligand22937-0 | QAMYUB-subgraph-0
ligand22938-0 | DIHYUR-subgraph-0
ligand22939-0 | DEKFEH-subgraph-2
ligand2294-0 | NUGWER-subgraph-0
ligand22940-0 | DIHFOP-subgraph-1
ligand22941-0 | QIFBEM-subgraph-3
ligand22942-0 | MONDAV-subgraph-0
ligand22943-0 | VUYYAQ-subgraph-4
ligand22944-0 | FEXYIT-subgraph-1
ligand22945-0 | UHOWAQ-subgraph-1
ligand22946-0 | NIBCIM-subgraph-0
ligand22947-0 | WELCOG-subgraph-0
ligand22948-0 | MICZUV-subgraph-0
ligand22949-0 | SEYLEP-subgraph-0
ligand2295-0 | GAHJEG-subgraph-1
ligand22950-0 | DEPWAW-subgraph-5
ligand22951-0 | HUTNOB-subgraph-1
ligand22952-0 | XATBEA-subgraph-0
ligand22953-0 | XATBEA-subgraph-3
ligand22954-0 | NIQWIW-subgraph-0
ligand22955-0 | CIRHAP-subgraph-0
ligand22956-0 | BIJLEM-subgraph-2
ligand22957-0 | XUJCAG-subgraph-2
ligand22958-0 | IBAGIE-subgraph-2
ligand22959-0 | CIBNEJ-subgraph-1
ligand2296-0 | MUTHAK-subgraph-0
ligand22960-0 | NUMSUL-subgraph-0
ligand22961-0 | RATPEI-subgraph-5
ligand22962-0 | RUZNOQ-subgraph-3
ligand22963-0 | EHEGIJ-subgraph-0
ligand22964-0 | WUMJOE-subgraph-2
ligand22965-0 | DOGKER-subgraph-0
ligand22966-0 | RISXEW-subgraph-4
ligand22967-0 | VOBVIT-subgraph-2
ligand22968-0 | FECVAN-subgraph-1
ligand22969-0 | PUXJUP-subgraph-2
ligand2297-0 | ZAJLAX-subgraph-1
ligand22970-0 | RAZDIG-subgraph-0
ligand22971-0 | RUQYAD-subgraph-0
ligand22972-0 | HIMWUX-subgraph-0
ligand22973-0 | HUCMIC-subgraph-0
ligand22974-0 | PAZXEU-subgraph-1
ligand22975-0 | FIRKAU-subgraph-0
ligand22976-0 | IPOBAR-subgraph-2
ligand22977-0 | HODTEZ-subgraph-3
ligand22978-0 | KIZMAH-subgraph-1
ligand22979-0 | DIPZAD-subgraph-5
ligand2298-0 | WIGZER-subgraph-2
ligand22980-0 | ISUZAY-subgraph-2
ligand22981-0 | HEFROA-subgraph-0
ligand22982-0 | FUNNUX-subgraph-1
ligand22983-0 | MIJVAC-subgraph-4
ligand22984-0 | PIKFOG-subgraph-0
ligand22985-0 | OFEYAA-subgraph-0
ligand22986-0 | FODXOL-subgraph-1
ligand22987-0 | TUMZOQ-subgraph-0
ligand22988-0 | BENFIK-subgraph-1
ligand22989-0 | PAMBEM-subgraph-0
ligand2299-0 | DEPLIU-subgraph-0
ligand22990-0 | VESQIT-subgraph-2
ligand22991-0 | LUSFOU-subgraph-2
ligand22992-0 | IBEWIX-subgraph-0
ligand22993-0 | IDOZAE-subgraph-3
ligand22994-0 | DORMIH-subgraph-0
ligand22995-0 | ZOQXUY-subgraph-5
ligand22996-0 | BODKAG-subgraph-1
ligand22997-0 | ZUXHEF-subgraph-0
ligand22998-0 | IPAMUI-subgraph-2
ligand22999-0 | XIDXIS-subgraph-2
ligand23-0 | FOLCIU-subgraph-1
ligand230-0 | NAKKEQ-subgraph-0
ligand2300-0 | AYEZOV-subgraph-1
ligand23000-0 | APUBES-subgraph-0
ligand23001-0 | YADYEH-subgraph-1
ligand23002-0 | POHTOV-subgraph-0
ligand23003-0 | JINSEH-subgraph-0
ligand23004-0 | QILQUX-subgraph-3
ligand23005-0 | NERXAL-subgraph-0
ligand23006-0 | XISHEP-subgraph-1
ligand23007-0 | GIFJAI-subgraph-1
ligand23008-0 | BEQFIO-subgraph-1
ligand23009-0 | BOXKOP-subgraph-1
ligand2301-0 | QUGJAE-subgraph-0
ligand23010-0 | VAHGUG-subgraph-0
ligand23011-0 | NOWNUK-subgraph-1
ligand23012-0 | BUPCIY-subgraph-0
ligand23013-0 | TENHAX-subgraph-5
ligand23014-0 | COXFOK-subgraph-0
ligand23015-0 | GIGDEG-subgraph-0
ligand23016-0 | IRINAZ-subgraph-0
ligand23017-0 | UNIDUS-subgraph-1
ligand23018-0 | ESIYUA-subgraph-0
ligand23019-0 | NOCJOE-subgraph-0
ligand2302-0 | YAVFIN-subgraph-0
ligand23020-0 | PEQHAW-subgraph-1
ligand23021-0 | XIQMOB-subgraph-0
ligand23022-0 | AMBZCW-subgraph-5
ligand23023-0 | NUCFIA-subgraph-1
ligand23024-0 | IQEROL-subgraph-1
ligand23025-0 | KENQUS-subgraph-1
ligand23026-0 | CEGZUJ-subgraph-1
ligand23027-0 | RAMZOV-subgraph-2
ligand23028-0 | BAVCEH-subgraph-1
ligand23029-0 | DIGSUJ-subgraph-1
ligand2303-0 | YAVFIN-subgraph-1
ligand23030-0 | JIQZIV-subgraph-0
ligand23031-0 | GANVAU-subgraph-0
ligand23032-0 | OTOWOL-subgraph-0
ligand23033-0 | FIJLUH-subgraph-0
ligand23034-0 | IMAVAT-subgraph-0
ligand23035-0 | TIRMEP-subgraph-0
ligand23036-0 | ZOQFAM-subgraph-3
ligand23037-0 | HEYZUI-subgraph-0
ligand23038-0 | RENZUG-subgraph-0
ligand23039-0 | MUHKAD-subgraph-1
ligand2304-0 | VAVBEA-subgraph-2
ligand23040-0 | LOMXER-subgraph-2
ligand23041-0 | TAFQUP-subgraph-1
ligand23042-0 | YAKDOG-subgraph-1
ligand23043-0 | WUMJEU-subgraph-2
ligand23044-0 | AMOZEH-subgraph-1
ligand23045-0 | COXDUQ-subgraph-0
ligand23046-0 | NEDHIO-subgraph-0
ligand23047-0 | YAFPOK-subgraph-0
ligand23048-0 | YEFREH-subgraph-1
ligand23049-0 | YEWQUO-subgraph-1
ligand2305-0 | PUYWIQ-subgraph-0
ligand23050-0 | AMIJOV-subgraph-0
ligand23051-0 | AMIJOV-subgraph-1
ligand23052-0 | QULRAQ-subgraph-3
ligand23053-0 | GOKTOQ-subgraph-2
ligand23054-0 | YEGDIA-subgraph-1
ligand23055-0 | PULTIZ-subgraph-2
ligand23056-0 | SEQJAA-subgraph-0
ligand23057-0 | NAZMIN-subgraph-1
ligand23058-0 | CUVNOY-subgraph-1
ligand23059-0 | LIBMEP-subgraph-1
ligand2306-0 | BUJQAY-subgraph-0
ligand23060-0 | TEBWON-subgraph-2
ligand23061-0 | RADSEU-subgraph-0
ligand23062-0 | SEZVID-subgraph-1
ligand23063-0 | ECIBEY-subgraph-0
ligand23064-0 | SADQEW-subgraph-1
ligand23065-0 | YETJOW-subgraph-0
ligand23066-0 | UKEQUW-subgraph-0
ligand23067-0 | ECIVET-subgraph-0
ligand23068-0 | PEQYOA-subgraph-1
ligand23069-0 | ZENDAA-subgraph-0
ligand2307-0 | ARIVAA-subgraph-1
ligand23070-0 | HEVKEB-subgraph-0
ligand23071-0 | DAJRAH-subgraph-1
ligand23073-0 | ZOLVOO-subgraph-1
ligand23074-0 | VITLER-subgraph-0
ligand23075-0 | XAYDIN-subgraph-0
ligand23076-0 | QORFIN-subgraph-0
ligand23077-0 | NAVPAB-subgraph-1
ligand23078-0 | HICLIO-subgraph-2
ligand23079-0 | FACFEW-subgraph-0
ligand2308-0 | QOFSAH-subgraph-0
ligand23080-0 | GEMLAM-subgraph-1
ligand23081-0 | NEBVOG-subgraph-2
ligand23082-0 | TERVOC-subgraph-1
ligand23083-0 | NEMWEK-subgraph-0
ligand23084-0 | GOYVIB-subgraph-2
ligand23085-0 | LICCAE-subgraph-0
ligand23086-0 | TUMNUL-subgraph-0
ligand23087-0 | QIQNUB-subgraph-0
ligand23088-0 | XANBOF-subgraph-0
ligand23089-0 | OCILIX-subgraph-1
ligand2309-0 | JATJOE-subgraph-0
ligand23090-0 | BERVEA-subgraph-0
ligand23091-0 | RISKUC-subgraph-4
ligand23092-0 | LAVPEG-subgraph-2
ligand23093-0 | SADFEL-subgraph-0
ligand23094-0 | PEBVUP-subgraph-1
ligand23095-0 | FELHAI-subgraph-0
ligand23096-0 | NODZUE-subgraph-0
ligand23097-0 | TIYXAA-subgraph-4
ligand23098-0 | DILKAN-subgraph-0
ligand23099-0 | UCUNIS-subgraph-1
ligand231-0 | TEFHUI-subgraph-0
ligand2310-0 | FEVLAU-subgraph-3
ligand23100-0 | QAYWIW-subgraph-1
ligand23101-0 | KEVMAA-subgraph-0
ligand23102-0 | APIBAE-subgraph-0
ligand23103-0 | JADDUQ-subgraph-1
ligand23104-0 | GIWLOO-subgraph-0
ligand23105-0 | GANNUH-subgraph-1
ligand23106-0 | NAQMIB-subgraph-1
ligand23107-0 | ROJBAT-subgraph-0
ligand23108-0 | QAJDIR-subgraph-0
ligand23109-0 | UBEVOP-subgraph-0
ligand2311-0 | UHAQEA-subgraph-0
ligand23110-0 | REQCOF-subgraph-2
ligand23111-0 | CONGAN-subgraph-0
ligand23112-0 | GEZGOK-subgraph-2
ligand23113-0 | XEDLOI-subgraph-3
ligand23114-0 | YULCAK-subgraph-0
ligand23115-0 | YIGTAJ-subgraph-1
ligand23116-0 | LEMDEM-subgraph-0
ligand23117-0 | XAXYIF-subgraph-0
ligand23118-0 | XAXYIF-subgraph-1
ligand23119-0 | OFADOO-subgraph-2
ligand2312-0 | NATFAR-subgraph-3
ligand23120-0 | WAYCII-subgraph-0
ligand23121-0 | FEZQUZ-subgraph-2
ligand23122-0 | RETJAE-subgraph-2
ligand23123-0 | NABDOK-subgraph-1
ligand23124-0 | LEVBET-subgraph-0
ligand23125-0 | RIJCOF-subgraph-2
ligand23126-0 | LARYEI-subgraph-1
ligand23127-0 | PIDJOB-subgraph-0
ligand23128-0 | MUSQOH-subgraph-2
ligand23129-0 | HUPFOP-subgraph-1
ligand2313-0 | JENSIE-subgraph-3
ligand23130-0 | UGEXEK-subgraph-1
ligand23131-0 | SIRYOK-subgraph-0
ligand23132-0 | ETZMNI-subgraph-0
ligand23133-0 | ETZMNI-subgraph-1
ligand23134-0 | PEPHIE-subgraph-1
ligand23135-0 | FOCJIR-subgraph-1
ligand23136-0 | SIWXEC-subgraph-2
ligand23137-0 | XEWSUQ-subgraph-0
ligand23138-0 | MINPIK-subgraph-0
ligand23139-0 | TOZTIL-subgraph-0
ligand2314-0 | HOZBON-subgraph-0
ligand23140-0 | VIHPAF-subgraph-0
ligand23141-0 | SIGTAF-subgraph-3
ligand23142-0 | CECTEM-subgraph-1
ligand23143-0 | FAJVIX-subgraph-0
ligand23144-0 | FAJVIX-subgraph-1
ligand23145-0 | JAKHUY-subgraph-0
ligand23146-0 | UBAYUR-subgraph-1
ligand23147-0 | QIGCUG-subgraph-3
ligand23148-0 | XIYLEY-subgraph-1
ligand23149-0 | EFIKUB-subgraph-1
ligand2315-0 | DAXJUI-subgraph-1
ligand23150-0 | GEZNUW-subgraph-0
ligand23151-0 | NOPWUM-subgraph-0
ligand23152-0 | LELTUS-subgraph-0
ligand23153-0 | NUXLEZ-subgraph-0
ligand23154-0 | CATLUH-subgraph-1
ligand23155-0 | NERGUO-subgraph-0
ligand23156-0 | MUDTUA-subgraph-1
ligand23157-0 | LEJQUP-subgraph-2
ligand23158-0 | VOSPAW-subgraph-0
ligand23159-0 | PANLAT-subgraph-1
ligand2316-0 | YIMKUA-subgraph-0
ligand23160-0 | TAWQIS-subgraph-2
ligand23161-0 | FERLAP-subgraph-1
ligand23162-0 | VEFQEC-subgraph-0
ligand23163-0 | IMEHIR-subgraph-1
ligand23164-0 | IVUFAG-subgraph-2
ligand23165-0 | LAXLUU-subgraph-0
ligand23166-0 | WIDPIK-subgraph-1
ligand23167-0 | NARLUO-subgraph-0
ligand23168-0 | AHEFOI-subgraph-1
ligand23169-0 | NEWHAZ-subgraph-0
ligand2317-0 | COHXED-subgraph-0
ligand23170-0 | VUMPAU-subgraph-3
ligand23171-0 | QAZQIT-subgraph-2
ligand23172-0 | YISBOS-subgraph-1
ligand23173-0 | KUFJIF-subgraph-0
ligand23174-0 | ABEGOG-subgraph-2
ligand23175-0 | TUBVAN-subgraph-4
ligand23176-0 | RIPSUG-subgraph-0
ligand23177-0 | TIRGEH-subgraph-0
ligand23178-0 | NIXMIQ-subgraph-3
ligand23179-0 | ECIMAF-subgraph-0
ligand2318-0 | GUWVUP-subgraph-2
ligand23180-0 | CIZCOG-subgraph-1
ligand23181-0 | POCXIO-subgraph-1
ligand23182-0 | MIYQUH-subgraph-0
ligand23183-0 | SIZDOW-subgraph-0
ligand23184-0 | CIFCOM-subgraph-0
ligand23185-0 | JAQKAN-subgraph-3
ligand23186-0 | IHOHUJ-subgraph-0
ligand23187-0 | KUQHIP-subgraph-1
ligand23188-0 | SIWPAR-subgraph-2
ligand23189-0 | XUJKIX-subgraph-3
ligand2319-0 | AJIDAY-subgraph-0
ligand23190-0 | REYFEG-subgraph-0
ligand23190-1 | REYFEG-subgraph-1
ligand23191-0 | DICFAW-subgraph-3
ligand23192-0 | USOVEE-subgraph-1
ligand23193-0 | AYAGUC-subgraph-3
ligand23194-0 | QIQDOJ-subgraph-2
ligand23195-0 | FOXDAX-subgraph-1
ligand23196-0 | PAYREP-subgraph-2
ligand23197-0 | JOKHAS-subgraph-5
ligand23198-0 | DAGKAX-subgraph-0
ligand23199-0 | MABTIU-subgraph-0
ligand232-0 | MAHGIN-subgraph-0
ligand2320-0 | YOVYEO-subgraph-3
ligand23200-0 | HOHSEF-subgraph-1
ligand23201-0 | LIWXUN-subgraph-1
ligand23202-0 | HIJXIH-subgraph-3
ligand23203-0 | IWUGIR-subgraph-0
ligand23204-0 | VULPAU-subgraph-0
ligand23205-0 | PUNGIP-subgraph-1
ligand23206-0 | CUFPOI-subgraph-0
ligand23207-0 | OHEWON-subgraph-0
ligand23208-0 | OHEWON-subgraph-1
ligand23209-0 | GIYGIH-subgraph-1
ligand2321-0 | QALGAM-subgraph-0
ligand23210-0 | SUYSEK-subgraph-0
ligand23211-0 | JEGSOE-subgraph-1
ligand23213-0 | YOHPEQ-subgraph-1
ligand23214-0 | TEZWEC-subgraph-2
ligand23215-0 | VISDOT-subgraph-0
ligand23216-0 | JOZTEZ-subgraph-0
ligand23217-0 | OCIMAQ-subgraph-2
ligand23218-0 | YUMPIH-subgraph-1
ligand23219-0 | ZILLEN-subgraph-0
ligand2322-0 | BIHCUR-subgraph-1
ligand23220-0 | KELHIS-subgraph-0
ligand23221-0 | EJAPIQ-subgraph-0
ligand23222-0 | FIJQEW-subgraph-0
ligand23223-0 | HUJKON-subgraph-0
ligand23224-0 | FOMTUW-subgraph-0
ligand23225-0 | NOGROR-subgraph-2
ligand23226-0 | EKEQAN-subgraph-3
ligand23227-0 | KOMYAO-subgraph-0
ligand23228-0 | MOBFIS-subgraph-1
ligand23229-0 | NIDVUR-subgraph-1
ligand2323-0 | TUKPEV-subgraph-1
ligand23230-0 | RODKAY-subgraph-0
ligand23231-0 | AWOVAL-subgraph-0
ligand23232-0 | YIWCEN-subgraph-0
ligand23233-0 | LUBTUZ-subgraph-3
ligand23234-0 | WEMKUU-subgraph-0
ligand23235-0 | PAZGIJ-subgraph-0
ligand23236-0 | CUFDEN-subgraph-0
ligand23237-0 | POQTEW-subgraph-1
ligand23238-0 | VIZHAO-subgraph-2
ligand23239-0 | NIFORN-subgraph-0
ligand2324-0 | ASAPOZ-subgraph-0
ligand23240-0 | EXEBIU-subgraph-0
ligand23241-0 | GAZQAB-subgraph-0
ligand23242-0 | AQULUT-subgraph-0
ligand23243-0 | BINCOQ-subgraph-3
ligand23244-0 | VORTAX-subgraph-4
ligand23245-0 | ZEWGOZ-subgraph-0
ligand23246-0 | GUKKUU-subgraph-1
ligand23247-0 | XITHEO-subgraph-0
ligand23248-0 | TOTQEA-subgraph-1
ligand23249-0 | POHKON-subgraph-2
ligand2325-0 | UPIZOK-subgraph-3
ligand23250-0 | OSELIJ-subgraph-1
ligand23251-0 | RUPFEN-subgraph-0
ligand23252-0 | WUPDIU-subgraph-0
ligand23253-0 | FAPSUL-subgraph-1
ligand23254-0 | WUQLEB-subgraph-1
ligand23255-0 | ECEHUP-subgraph-2
ligand23256-0 | KODQAV-subgraph-0
ligand23257-0 | XERVAS-subgraph-0
ligand23258-0 | XOMXED-subgraph-0
ligand23259-0 | GOXTAO-subgraph-1
ligand2326-0 | BODBIG-subgraph-1
ligand23260-0 | AREPUK-subgraph-5
ligand23261-0 | IBOCAE-subgraph-1
ligand23262-0 | BOSXOX-subgraph-0
ligand23263-0 | SILBIY-subgraph-2
ligand23264-0 | QUTPEA-subgraph-2
ligand23265-0 | FUDRUS-subgraph-0
ligand23266-0 | CISRAY-subgraph-5
ligand23267-0 | WAQLIL-subgraph-2
ligand23268-0 | QIYCAD-subgraph-2
ligand23269-0 | UJABEM-subgraph-5
ligand2327-0 | YACGIT-subgraph-2
ligand23270-0 | HAJHIJ-subgraph-3
ligand23271-0 | CETJIW-subgraph-0
ligand23272-0 | ECUWAB-subgraph-0
ligand23273-0 | ZUJXIN-subgraph-2
ligand23274-0 | ACPIRE-subgraph-5
ligand23275-0 | NEWHII-subgraph-0
ligand23276-0 | NIBLIU-subgraph-0
ligand23277-0 | DAVZUW-subgraph-1
ligand23278-0 | EKEFEH-subgraph-1
ligand23279-0 | CAWNOE-subgraph-2
ligand2328-0 | FURCOL-subgraph-1
ligand23280-0 | QICLEU-subgraph-2
ligand23281-0 | RAQWOX-subgraph-1
ligand23282-0 | IWACAL-subgraph-1
ligand23283-0 | QUYPUX-subgraph-1
ligand23284-0 | SIYVAX-subgraph-0
ligand23285-0 | RASPUZ-subgraph-3
ligand23286-0 | DEBFOF-subgraph-1
ligand23287-0 | NIWNIR-subgraph-1
ligand23288-0 | FUPSAM-subgraph-0
ligand23289-0 | LIHMOE-subgraph-0
ligand2329-0 | VIYHOC-subgraph-3
ligand23290-0 | TAVKAD-subgraph-2
ligand23291-0 | YIDTAG-subgraph-0
ligand23292-0 | XEDPAZ-subgraph-2
ligand23293-0 | CAJTUC-subgraph-0
ligand23294-0 | MULVEV-subgraph-1
ligand23295-0 | HUQLIQ-subgraph-0
ligand23296-0 | NEYKAG-subgraph-0
ligand23297-0 | JAHRAM-subgraph-1
ligand23298-0 | OCIWON-subgraph-1
ligand23299-0 | FODLIT-subgraph-0
ligand233-0 | KAGXOG-subgraph-0
ligand2330-0 | EMOKEW-subgraph-0
ligand23300-0 | UTUGEW-subgraph-2
ligand23301-0 | AGOBOO-subgraph-1
ligand23302-0 | NASMUQ-subgraph-0
ligand23303-0 | KUMQUF-subgraph-1
ligand23304-0 | TOGJIK-subgraph-1
ligand23305-0 | RERFIF-subgraph-2
ligand23306-0 | KIBKOV-subgraph-0
ligand23307-0 | CEQYEC-subgraph-0
ligand23308-0 | VUPQEE-subgraph-0
ligand23309-0 | YAFCUF-subgraph-0
ligand2331-0 | FADSAE-subgraph-3
ligand23310-0 | FUJDOD-subgraph-1
ligand23311-0 | HANYOM-subgraph-0
ligand23312-0 | ZOSWIP-subgraph-0
ligand23313-0 | ZIWPAW-subgraph-5
ligand23314-0 | NOBGIV-subgraph-1
ligand23315-0 | LIDKOY-subgraph-2
ligand23316-0 | JUMHAA-subgraph-1
ligand23317-0 | FOYRUI-subgraph-4
ligand23318-0 | HEFQIS-subgraph-2
ligand23319-0 | WAGFOB-subgraph-0
ligand2332-0 | KOBVAZ-subgraph-0
ligand23320-0 | LATGUI-subgraph-1
ligand23321-0 | TENGUQ-subgraph-0
ligand23322-0 | ZUGVEC-subgraph-1
ligand23323-0 | AZOREM-subgraph-0
ligand23324-0 | REJWAH-subgraph-1
ligand23325-0 | ETUKOU-subgraph-0
ligand23326-0 | KEYPIN-subgraph-0
ligand23327-0 | VOZYOA-subgraph-0
ligand23328-0 | ZARKOV-subgraph-1
ligand23329-0 | XEJRIO-subgraph-2
ligand2333-0 | GIYWAO-subgraph-0
ligand23330-0 | XECRAZ-subgraph-0
ligand23331-0 | OLOSOZ-subgraph-1
ligand23332-0 | JAVBAK-subgraph-3
ligand23333-0 | NAZJUT-subgraph-2
ligand23334-0 | KARQAW-subgraph-0
ligand23335-0 | GAGBUO-subgraph-0
ligand23336-0 | YUBNOY-subgraph-0
ligand23337-0 | FIPFEQ-subgraph-2
ligand23338-0 | IFIZUT-subgraph-0
ligand23339-0 | SIHLUS-subgraph-2
ligand2334-0 | FIWNOQ-subgraph-0
ligand23340-0 | BEBHAR-subgraph-3
ligand23341-0 | MASQEF-subgraph-0
ligand23342-0 | TALXOU-subgraph-1
ligand23344-0 | JOKFAR-subgraph-1
ligand23345-0 | DUJPIJ-subgraph-3
ligand23346-0 | MOWZON-subgraph-2
ligand23347-0 | MUXDIU-subgraph-0
ligand23348-0 | DACTOQ-subgraph-2
ligand23349-0 | YOCVER-subgraph-0
ligand2335-0 | HAYYEL-subgraph-2
ligand23350-0 | FOJSOO-subgraph-1
ligand23351-0 | SEVZAW-subgraph-4
ligand23352-0 | YILQAO-subgraph-1
ligand23353-0 | GERTEE-subgraph-1
ligand23354-0 | RIFGAR-subgraph-0
ligand23355-0 | XETHAH-subgraph-2
ligand23356-0 | OKEPUQ-subgraph-1
ligand23357-0 | IVIQUB-subgraph-2
ligand23358-0 | ZIKBUS-subgraph-1
ligand23359-0 | YAKFEX-subgraph-0
ligand2336-0 | TADHAI-subgraph-3
ligand23360-0 | CIMFEK-subgraph-1
ligand23361-0 | BAKCOH-subgraph-1
ligand23362-0 | TUYTIQ-subgraph-2
ligand23363-0 | OWIPUG-subgraph-0
ligand23364-0 | FOPSIM-subgraph-0
ligand23365-0 | TURTIL-subgraph-0
ligand23366-0 | DIFNOX-subgraph-1
ligand23367-0 | TIKZOF-subgraph-2
ligand23368-0 | ELETOG-subgraph-0
ligand23369-0 | MEMLAU-subgraph-0
ligand2337-0 | NIKDIX-subgraph-0
ligand23370-0 | POBKOH-subgraph-1
ligand23371-0 | ISATIF-subgraph-0
ligand23372-0 | XAHVIO-subgraph-1
ligand23373-0 | RETNAH-subgraph-3
ligand23374-0 | NILDIV-subgraph-1
ligand23375-0 | ZIJZOH-subgraph-5
ligand23376-0 | OTIYIB-subgraph-0
ligand23377-0 | YAGQIG-subgraph-2
ligand23378-0 | YIDKEE-subgraph-0
ligand23379-0 | YAJDIZ-subgraph-3
ligand2338-0 | KUJWIX-subgraph-2
ligand23380-0 | BOGPUI-subgraph-2
ligand23381-0 | NOGNIG-subgraph-2
ligand23382-0 | HOQXUI-subgraph-0
ligand23383-0 | VOLNER-subgraph-1
ligand23384-0 | WUDLAI-subgraph-0
ligand23385-0 | JAVXIQ-subgraph-0
ligand23386-0 | UJEWOW-subgraph-0
ligand23387-0 | JAZWIT-subgraph-1
ligand23388-0 | PIKWIQ-subgraph-1
ligand23389-0 | KEHCUW-subgraph-4
ligand2339-0 | ULOTUL-subgraph-0
ligand23390-0 | CUHXUY-subgraph-5
ligand23391-0 | KAVXOU-subgraph-1
ligand23392-0 | QENWUB-subgraph-0
ligand23393-0 | QUJBUU-subgraph-0
ligand23394-0 | BOHHIQ-subgraph-2
ligand23395-0 | SOWBAI-subgraph-1
ligand23396-0 | PEKXIP-subgraph-1
ligand23397-0 | BIXCUH-subgraph-0
ligand23398-0 | DAMTIU-subgraph-2
ligand23399-0 | ILUMUX-subgraph-2
ligand23399-1 | EWEYIO-subgraph-1
ligand234-0 | VEQWEV-subgraph-4
ligand2340-0 | GULHEC-subgraph-2
ligand23400-0 | IREZAH-subgraph-0
ligand23401-0 | ZIYXUC-subgraph-0
ligand23402-0 | OFUNUZ-subgraph-2
ligand23403-0 | NEDTAS-subgraph-0
ligand23404-0 | MAHWUQ-subgraph-0
ligand23405-0 | HEKRAQ-subgraph-1
ligand23406-0 | JOHNIE-subgraph-3
ligand23407-0 | UJAKEV-subgraph-1
ligand23408-0 | TAWVEU-subgraph-0
ligand23409-0 | QOKYIY-subgraph-0
ligand2341-0 | TIZLEU-subgraph-0
ligand23410-0 | JUDJUN-subgraph-2
ligand23411-0 | NUQQIB-subgraph-0
ligand23412-0 | UMEXIT-subgraph-2
ligand23413-0 | BIPRIE-subgraph-2
ligand23414-0 | HUQKAF-subgraph-0
ligand23415-0 | ROFDEV-subgraph-1
ligand23416-0 | QORQET-subgraph-1
ligand23417-0 | ROKMIN-subgraph-4
ligand23418-0 | PIJNUS-subgraph-2
ligand23419-0 | FUVMIU-subgraph-0
