name;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand12400-0;-1180.6164961;16.1902;0.109;0.088;0.0;0.9862709895448304;0.0137290104551695;0.0;0.219;0.3523230088495575;0.6476769911504425;0.0;0.0;-1180.63399159;14.3753;0.125;0.078;0.0;0.987348500956836;0.0126514990431639;0.0;0.216;0.018319928507596;0.9581099195710456;0.0235701519213583;0.0;277.5;2498.411;3072.7428;;
ligand12401-0;-3220.23710097;1.9694;0.138;-0.061;0.0;0.9626336403090928;0.0373663596909071;0.0;0.077;0.0;0.9497314715359828;0.0502685284640171;0.0;-3220.24898418;1.6247;0.142;-0.069;0.0;0.962700010596588;0.0372999894034121;0.0;0.073;0.0;0.9575738194222364;0.0424261805777635;0.0;199.14;2015.375;3156.115;;
ligand12402-0;-3220.79292551;7.1137;0.173;-0.247;0.0;0.9884033072049824;0.0115966927950177;0.0;-0.074;0.0;0.9474289297658864;0.0525710702341137;0.0;-3220.80092808;6.9833;0.18;-0.246;0.0;0.9882644272179156;0.0117355727820844;0.0;-0.066;0.0;0.9453551912568304;0.0546448087431694;0.0;173.28;1618.179;3523.43;;
ligand12403-0;-1083.12906578;14.7288;0.09;0.103;0.0068244358833241;0.979306549257017;0.0138690148596587;0.0;0.257;0.93364299933643;0.0663570006635699;0.0;0.0;-1083.16742087;11.9967;0.126;0.077;0.0216672003415519;0.9414024975984632;0.036930302059985;0.0;0.235;0.8097156928587419;0.1704723528094918;0.0198119543317662;0.0;327.07;3417.41;3116.2378;;
ligand12404-0;-1076.94809553;1.2221;0.199;-0.221;0.3607774623280191;0.6392225376719808;0.0;0.0;-0.022;-0.0069868027059997;0.9584118886547632;0.0485749140512365;0.0;-1076.95181452;1.631;0.204;-0.228;0.1317462027361844;0.845954971453194;0.0222988258106215;0.0;-0.024;0.0;0.946965554948059;0.0530344450519409;0.0;292.92;3026.621;3145.3223;;
ligand12405-0;-590.696678334;3.2125;0.166;-0.201;0.3951275616896696;0.5822877457130907;0.0225846925972396;0.0;-0.001;0.0653507304561168;0.9170291067246572;0.017620162819226;0.0;-590.698719947;3.1392;0.174;-0.214;0.4144307856761089;0.5634420096205237;0.0221272047033671;0.0;-0.0;0.0924880127863612;0.8895045285029302;0.0180074587107085;0.0;153.29;1527.567;3140.3777;0.1625907592271636;0.8589864970032555
ligand12406-0;-1387.10047412;1.2028;0.179;-0.19;0.2090716594227125;0.7909283405772874;0.0;0.0;-0.011;0.0147315582714971;0.8998254037538194;0.0854430379746835;0.0;-1387.11130533;0.6506;0.1999999999999999;-0.212;0.2018820439873071;0.7981179560126929;0.0;0.0;-0.012;0.0274106175514626;0.8902491874322861;0.0823401950162513;0.0;257.15;2612.425;3133.9702;;
ligand12407-0;-1129.07774162;2.0134;0.184;-0.205;0.1487406766836017;0.8512593233163982;0.0;0.0;-0.021;0.0;0.918228279386712;0.0817717206132879;0.0;-1129.08774282;2.3352;0.205;-0.218;0.0466421939106024;0.9533578060893976;0.0;0.0;-0.01;0.0;0.9228994020769956;0.0771005979230043;0.0;159.11;1730.603;3146.29;0.1250186762772073;0.972485741258678
ligand12408-0;-619.43091405;3.2386;0.1139999999999999;-0.022;-0.0133735979292493;0.9709879206212252;0.0423856773080241;0.0;0.151;1.1707210646885569;-0.2391185775062724;0.0683975128177157;0.0;-619.43276388;2.9238;0.118;-0.024;-0.0124798278644432;0.9689080150618612;0.043571812802582;0.0;0.094;0.0;0.9298662063012516;0.0701337936987483;0.0;205.61;1939.326;3163.89;0.1504760433487474;0.9087794098877432
ligand12409-0;-1232.8553515;5.5118;0.143;-0.044;0.007805724197745;0.9597788378143972;0.0324154379878577;0.0;0.111;0.0131926121372031;0.912084432717678;0.0747229551451187;0.0;-1232.86228691;3.9866;0.092;-0.024;-0.0109421792213775;1.0109421792213775;0.0;0.0;0.068;0.0;1.0;0.0;0.0;315.9;3152.324;3146.8341;;
ligand12410-0;-787.356943933;6.435;0.171;-0.23;0.0;1.0;0.0;0.0;-0.059;0.0;0.964467554977792;0.0355324450222077;0.0;-787.35650191;6.3643;0.172;-0.231;0.0;1.0;0.0;0.0;-0.059;0.0;0.9540871057712936;0.0459128942287062;0.0;230.23;2079.95;3151.5424;;
ligand12411-0;-781.924646907;9.0019;0.177;-0.038;0.283654341332784;0.6716448655886291;0.0447007930785868;0.0;0.171;0.0983998337489609;0.8335411471321696;0.0680590191188694;0.0;-781.930262171;8.2798;0.1959999999999999;-0.054;0.2937077062922937;0.6569033430966569;0.0493889506110493;0.0;0.16;0.010465724751439;0.9165881737310309;0.07294610151753;0.0;94.78;1387.767;3064.8746;0.4188250085981473;0.6109832806190891
ligand12412-0;-1630.17845336;6.1208;0.138;-0.061;0.0091072752303293;0.9532987398072648;0.037593984962406;0.0;0.135;1.2352813382576582;-0.2834021290462742;0.0481207907886161;0.0;-1630.19457497;5.0934;0.162;-0.084;0.0488869954201725;0.9149004153796996;0.0362125892001278;0.0;0.151;1.107060248926093;-0.1070602489260931;0.0;0.0;187.76;2232.811;3121.2686;;
ligand12413-0;-855.150757278;5.773;0.134;-0.223;0.0;1.0;0.0;0.0;-0.089;0.0;0.9850260416666666;0.0149739583333333;0.0;-855.161126152;5.4952;0.142;-0.225;0.0;1.0;0.0;0.0;-0.083;0.0;0.9632850241545894;0.0367149758454106;0.0;237.46;2131.806;3566.1713;;
ligand12415-0;-194.485475478;11.7408;0.184;-0.024;0.0506199405676811;0.9357516138948664;0.0136284455374526;0.0;0.16;0.6159435333194935;0.3680714137429935;0.0159850529375129;0.0;-194.484078107;11.7281;0.182;-0.023;0.0523945968072042;0.9337904216127711;0.0138149815800245;0.0;0.159;0.6280228334198236;0.3563051375194603;0.0156720290607161;0.0;61.95;894.792;3023.7769;0.0905731546906804;0.950049843990562
ligand12416-0;-1263.25057467;2.5689;0.184;-0.223;0.0508830022075055;0.9491169977924944;0.0;0.0;-0.039;0.0;0.9566270365477764;0.0433729634522236;0.0;-1263.25127221;2.4782;0.188;-0.226;0.0651913223590973;0.9348086776409028;0.0;0.0;-0.038;0.0;0.9447544032381576;0.0552455967618422;0.0;203.16;1896.932;3135.1588;0.5289339713266902;0.7254505804376922
ligand12417-0;-818.498591818;4.4655;0.15;-0.07;0.0;1.0;0.0;0.0;0.08;0.0;0.9660246699848518;0.0339753300151482;0.0;-818.504537997;5.1558;0.154;-0.074;0.0;1.0;0.0;0.0;0.08;0.0;0.9716859716859716;0.0283140283140283;0.0;206.5;1827.561;3140.7047;;
ligand12418-0;-2215.84291925;15.8766;0.0419999999999999;0.133;0.0123063399626414;0.9876936600373586;0.0;0.0;0.175;0.0117469554908934;0.9222976613859252;0.0659553831231813;0.0;-2215.93967621;5.5357;0.119;0.044;0.0224889177208346;0.9775110822791652;0.0;0.0;0.2;0.8712474983322215;0.1287525016677785;0.0;0.0;284.56;2592.201;3099.1221;;
ligand12419-0;-993.086522107;10.6551;0.078;-0.026;0.0284360189573459;0.9539460127756028;0.0176179682670513;0.0;0.052;0.015958040397277;0.967972324517353;0.0160696350853699;0.0;-993.098185749;9.7163;0.086;-0.035;0.0;0.9834676153604688;0.0165323846395312;0.0;0.051;0.026422098482367;0.9581832077737744;0.0153946937438585;0.0;251.48;1874.821;3118.4162;0.2035412988784946;0.8231776068196885
ligand12420-0;-1204.29154876;5.7933;0.1149999999999999;-0.036;0.0158265582655826;0.9655284552845528;0.0186449864498644;0.0;0.085;0.0234375;0.96388134057971;0.0126811594202898;0.0;-1204.32230081;3.1712;0.128;-0.057;0.022881813275769;0.9576902320561252;0.0194279546681057;0.0;0.071;0.0194316522520498;0.9678759968549928;0.0126923508929574;0.0;276.12;2966.996;3126.3488;;
ligand12423-0;-689.144765137;1.6959;0.2;-0.216;0.4035729659922515;0.5964270340077485;0.0;0.0;-0.016;0.0168040244032965;0.9059188697420528;0.0772771058546505;0.0;-689.146333719;2.0796;0.207;-0.224;0.4248136315228966;0.5751863684771032;0.0;0.0;0.041;0.1860045146726862;0.8139954853273138;0.0;0.0;159.89;2042.952;3221.7568;0.1784878467898111;0.9118278275437456
ligand12424-0;-895.404318246;2.0986;0.015;-0.26;0.0759011216378089;0.9121202221496244;0.0119786562125667;0.0;-0.089;0.0;0.949895155060148;0.0501048449398521;0.0;-895.408500987;2.2972;0.152;-0.242;0.0;1.0;0.0;0.0;-0.09;0.0;0.9520043336944746;0.0479956663055254;0.0;254.32;2517.754;3143.1159;;
ligand12425-0;-956.61695818;7.4647;0.125;-0.043;-0.043090479260692;0.9974210186976143;0.0456694605630775;0.0;0.082;0.0;0.9353397851749442;0.0646602148250558;0.0;-956.65074472;6.2016;0.151;-0.074;0.0;0.9441437540593204;0.0558562459406798;0.0;0.077;0.0;0.932624486788083;0.067375513211917;0.0;237.29;2529.357;3150.2172;0.5056122926254414;0.8151009625574596
ligand12426-0;-1142.98659834;3.0813;0.185;-0.208;0.1828521434820647;0.7549212598425197;0.0622265966754155;0.0;-0.023;0.0186056937906299;0.9506837032055594;0.0307106030038108;0.0;-1142.99580604;4.015;0.044;-0.261;0.0753837407617964;0.9246162592382036;0.0;0.0;-0.035;0.01743679163034;0.9355928509154317;0.0469703574542284;0.0;233.65;2835.043;3539.9422;;
ligand12427-0;-1007.13751737;4.8962;0.153;-0.218;0.1884680610514415;0.7667608818541548;0.0447710570944036;0.0;-0.065;0.0;0.9355470764153864;0.0644529235846138;0.0;-1007.18765778;6.83;0.163;-0.22;0.1138156411990083;0.8207121929231462;0.0654721658778453;0.0;-0.057;0.0;0.9272010232359836;0.0727989767640161;0.0;225.57;2903.08;3144.0477;0.5368001709908835;0.8932742247290506
ligand12428-0;-990.228981081;7.324;0.202;-0.226;0.0;1.0;0.0;0.0;-0.024;0.0;1.0;0.0;0.0;-990.239979574;6.6661;0.21;-0.237;0.0;1.0;0.0;0.0;-0.027;0.0;1.0;0.0;0.0;224.63;2485.64;3152.1104;;
ligand12429-0;-2071.12772257;3.1321;0.151;-0.165;0.1563247182056245;0.8436752817943756;0.0;0.0;-0.014;0.0;0.9057036713286712;0.0942963286713286;0.0;-2071.14569219;3.3115;0.186;-0.203;0.1778565709710625;0.8221434290289374;0.0;0.0;-0.017;0.0;0.9138930642044236;0.0861069357955765;0.0;360.05;3522.138;3133.006;;
ligand12431-0;-496.780538862;2.5222;0.118;-0.258;0.0;0.9853290183387272;0.0146709816612729;0.0;-0.14;0.0;0.962736197614272;0.0372638023857278;0.0;-496.830024045;2.4734;0.1649999999999999;-0.282;0.0;0.9653161448741558;0.034683855125844;0.0;-0.117;0.0;0.9596053997923156;0.0403946002076843;0.0;105.85;1224.32;3126.7143;0.0813628599702678;0.921053891550722
ligand12432-0;-907.931035039;2.5105;0.162;-0.213;0.0;0.9873989289089572;0.0126010710910427;0.0;-0.051;0.0;0.9493427380570696;0.0506572619429304;0.0;-907.931890051;2.5458;0.161;-0.214;0.0;0.9874631268436578;0.0125368731563421;0.0;-0.053;0.0;0.952722216279816;0.0472777837201839;0.0;162.46;1779.655;3224.5039;0.1618958087349488;0.8937896539781227
ligand12433-0;-1496.97014938;7.8229;0.123;-0.171;0.3444124853520827;0.6332161499946735;0.0223713646532438;0.0;-0.037;0.0126288958405746;0.9339589850538756;0.0534121191055497;0.0;-1496.97304865;7.6891;0.138;-0.185;0.3730525410980982;0.6160954120554422;0.0108520468464596;0.0;0.008;0.0656536364690871;0.8536132699222828;0.0807330936086301;0.0;354.94;3887.731;3173.8546;;
ligand12434-0;-1362.62547716;11.6701;0.144;0.165;0.0;1.0;0.0;0.0;0.319;0.562876254180602;0.4371237458193979;0.0;0.0;-1362.88465598;1.7209;0.186;0.062;0.0;1.0;0.0;0.0;0.248;0.0121591311533467;0.9878408688466532;0.0;0.0;380.79;3754.864;3064.1227;;
ligand12435-0;-1430.00226963;3.5814;0.0249999999999999;0.148;0.0414012738853503;0.9465423111919928;0.0120564149226569;0.0;0.173;0.0228149829738933;0.9771850170261068;0.0;0.0;-1430.04767116;7.7116;0.0369999999999999;0.138;0.0137209302325581;0.9745348837209302;0.0117441860465116;0.0;0.175;0.0317617320584679;0.931860644026816;0.0363776239147159;0.0;486.32;3376.035;3137.4965;;
ligand12436-0;-3009.25212158;12.9879;0.14;-0.059;0.0;0.9763898698415902;0.0236101301584098;0.0;0.081;0.0;0.9339308045018758;0.0660691954981242;0.0;-3009.25855949;12.2446;0.158;-0.077;0.0;0.9741449511400652;0.0258550488599348;0.0;0.081;0.0;0.9475538971807628;0.0524461028192371;0.0;97.61;1288.391;3138.5436;0.1928957262927051;0.8072511843702878
ligand12437-0;-1222.45153531;9.0695;0.097;0.055;0.0;0.9631862900666456;0.0368137099333544;0.0;0.152;0.0;1.0;0.0;0.0;-1222.52985272;12.5812;0.11;0.022;0.0;0.954706741807556;0.0452932581924441;0.0;0.132;0.0;1.0;0.0;0.0;387.98;3171.835;3127.8166;;
ligand12438-0;-1342.60311034;7.6516;0.121;-0.057;0.0;0.9418435289221806;0.0581564710778194;0.0;0.113;-0.0053598774885145;0.912819951870488;0.0925399256180266;0.0;-1342.61457613;6.1266;0.132;-0.064;0.0;0.9399491633128576;0.0600508366871425;0.0;0.108;-0.0070306492365154;0.9107986378117104;0.096232011424805;0.0;286.8;3082.608;3122.1586;;
ligand12439-0;-1658.06609188;9.3964;0.133;-0.019;0.0548840248284874;0.8916476097136012;0.0534683654579113;0.0;0.114;0.7838662435928727;0.2161337564071272;0.0;0.0;-1658.12830521;7.9588;0.148;-0.033;0.0153374233128834;0.9376643295354952;0.0469982471516213;0.0;0.115;0.7815617475060199;0.2029583763329893;0.0154798761609907;0.0;337.02;3684.953;3091.8697;;
ligand12440-0;-3061.54676212;1.7734;0.221;-0.273;0.1406781520904203;0.8593218479095798;0.0;0.0;-0.052;0.0795518207282913;0.7084593837535015;0.2119887955182073;0.0;-3061.5562378;1.3738;0.253;-0.303;0.1662549672430459;0.8337450327569541;0.0;0.0;-0.05;-0.0332996972754793;0.8830586388608588;0.1502410584146204;0.0;160.86;2967.05;3091.964;;
ligand12442-0;-848.874560079;7.7124;0.102;-0.313;0.1118858263427388;0.8544503758579366;0.0336637977993245;0.0;-0.211;0.1096850733390854;0.8287316652286454;0.0615832614322691;0.0;-848.90812893;6.5095;0.149;-0.329;0.1264887516541685;0.8310542567269519;0.0424569916188795;0.0;-0.18;0.1139499784389823;0.8240620957309185;0.0619879258300991;0.0;214.51;2869.699;3423.3231;0.4722597691431662;0.7565700201475182
ligand12443-0;-834.844148056;1.253;0.141;-0.013;0.0;1.0;0.0;0.0;0.128;0.0;0.9460853732551082;0.0539146267448917;0.0;-834.853260801;1.1816;0.163;-0.035;0.0;1.0;0.0;0.0;0.128;0.0;0.9404341241797072;0.0595658758202927;0.0;43.8;464.647;2851.8545;0.0486215623310539;0.951378437668946
ligand12444-0;-8139.71528988;7.3539;0.137;-0.08;0.0;0.9503785553509312;0.0496214446490689;0.0;0.057;0.0;0.9566452699147636;0.0433547300852362;0.0;-8139.71869984;6.9042;0.138;-0.08;0.0;0.9503429917067676;0.0496570082932323;0.0;0.058;0.0;0.955302460513592;0.044697539486408;0.0;150.86;1492.961;3122.1144;;
ligand12445-0;-399.513604511;3.9982;0.2139999999999999;-0.41;0.4517982549478613;0.5482017450521388;0.0;0.0;-0.196;0.0988421052631579;0.852421052631579;0.0487368421052631;0.0;-399.51632011;4.0624;0.2169999999999999;-0.413;0.4521574005696803;0.5362379997890072;0.0116045996413123;0.0;-0.196;0.0869287991498405;0.8630180658873539;0.0500531349628055;0.0;84.82;1381.736;3137.8649;0.3928944201994417;0.6325809046833052
ligand12446-0;-1602.79559642;9.4347;0.144;-0.069;0.0171275047576402;0.9088771969103324;0.0739952983320273;0.0;0.08;0.0;0.9584661026260852;0.0415338973739149;0.0;-1602.8247735;9.3478;0.0099999999999999;-0.102;0.0;0.931741000679194;0.0682589993208059;0.0;0.184;1.8424458104173411;-0.8424458104173413;0.0;0.0;302.35;3334.636;3372.8987;;
ligand12447-0;-331.217098565;6.2846;0.233;-0.229;0.388736553469732;0.6112634465302679;0.0;0.0;0.004;0.1222025606328718;0.821692515873842;0.0561049234932861;0.0;-331.222235866;6.1972;0.246;-0.242;0.3018828009308229;0.6981171990691771;0.0;0.0;0.008;0.092328370554177;0.8456368899917286;0.0620347394540942;0.0;86.98;1211.057;3228.3503;0.400183994402869;0.6263985950850248
ligand12448-0;-504.259705177;7.1109;0.144;0.006;0.0104537126845565;0.959586162301972;0.0299601250134712;0.0;0.249;-0.262432462233984;1.262432462233984;0.0;0.0;-504.265000923;6.5349;0.161;-0.01;0.0322513954930742;0.9350837295844532;0.0326648749224726;0.0;0.252;-0.8266976449466684;1.8266976449466683;0.0;0.0;129.68;1786.248;3026.3966;0.6570995966109048;0.9179685748431622
ligand12449-0;-2100.35383985;1.1525;0.151;-0.205;0.0;1.0;0.0;0.0;-0.054;0.0;1.0;0.0;0.0;-2100.35664449;1.2667;0.144;-0.198;0.0236913357400722;0.9763086642599278;0.0;0.0;-0.054;0.0;1.0;0.0;0.0;382.31;4421.061;3130.476;;
ligand12450-0;-874.65420874;7.6174;0.134;-0.054;0.0;0.9785292538915727;0.0214707461084272;0.0;0.08;0.0;1.0;0.0;0.0;-874.667070202;7.4419;0.137;-0.053;0.0133521493703864;0.9671081198436822;0.0195397307859313;0.0;0.084;0.0;1.0;0.0;0.0;227.06;2195.55;3702.0564;;
ligand12451-0;-1022.08160604;13.6815;0.099;0.221;0.1501766784452297;0.8366828621908127;0.0131404593639575;0.0;0.32;0.990197111837251;0.009802888162749;0.0;0.0;-1022.16959765;7.121;0.125;0.181;0.0;0.9735071039418866;0.0264928960581134;0.0;0.306;0.0718875939440148;0.8887920705805468;0.0393203354754384;0.0;258.82;2649.668;3109.098;;
ligand12452-0;-1197.08677914;4.3772;0.1129999999999999;-0.042;0.0267572733064344;0.9560416224251432;0.0172011042684221;0.0;0.071;0.0;0.959463772741781;0.0405362272582189;0.0;-1197.1073633;5.4174;0.124;-0.063;0.0;0.9830436173616296;0.0169563826383704;0.0;0.061;0.0;0.960886156455374;0.0391138435446258;0.0;312.36;2529.532;3434.3171;;
ligand12453-0;-1650.71499665;10.7186;0.037;0.179;0.2108657630083077;0.7666156536947967;0.0225185832968954;0.0;0.216;0.9887856456264018;0.0112143543735982;0.0;0.0;-1650.76885872;8.7333;0.071;0.158;-0.0253192670738478;0.9993337034980568;0.0259855635757912;0.0;0.247;0.040558659217877;0.959441340782123;0.0;0.0;285.68;2864.44;3077.8019;;
ligand12454-0;-949.034876507;4.9788;0.141;-0.061;0.0094888936812594;0.9735820573646754;0.0169290489540651;0.0;0.08;0.0;0.969484580547768;0.030515419452232;0.0;-949.040139283;4.6204;0.15;-0.073;0.0;0.9880511790208312;0.0119488209791688;0.0;0.077;0.0436612309310888;0.9221462388216728;0.0341925302472383;0.0;175.63;2031.783;3105.474;0.1971361886843173;0.8269711758366257
ligand12455-0;-1814.11794906;7.2257;0.197;-0.25;0.0;0.9184401242378926;0.0815598757621074;0.0;-0.053;0.0;0.94309321540789;0.0569067845921098;0.0;-1814.1384744;6.682;0.211;-0.264;0.0;0.9849081364829396;0.0150918635170603;0.0;-0.053;0.0;0.9411408501877196;0.0588591498122804;0.0;303.9;3906.078;3439.3955;;
ligand12456-0;-1382.36149939;1.4957;0.179;-0.21;0.1022267206477732;0.8977732793522267;0.0;0.0;-0.031;0.0;0.9249135334151511;0.0750864665848488;0.0;-1382.36415908;1.6594;0.185;-0.217;0.0980700179533213;0.9019299820466786;0.0;0.0;-0.032;0.0;0.92545820295038;0.07454179704962;0.0;288.77;2952.698;3134.6516;;
ligand12457-0;-1811.28790734;9.6562;0.175;-0.043;0.0215177915398341;0.978482208460166;0.0;0.0;0.137;0.1208551483420593;0.8465314136125655;0.0326134380453752;0.0;-1811.30405394;8.784;0.188;-0.066;0.0;0.9836515135534228;0.0163484864465773;0.0;0.122;0.1407399394201644;0.8052790999567287;0.0539809606231068;0.0;175.61;2217.045;3219.7347;0.37102424599961;0.8529333392831265
ligand12458-0;-482.269901477;10.0283;0.043;0.214;0.086312506960686;0.894086201135984;0.0196012919033299;0.0;0.257;0.7305331179321487;0.2694668820678513;0.0;0.0;-482.334209629;4.7578;0.109;0.168;0.1753246753246753;0.7846669459572686;0.0400083787180561;0.0;0.277;0.7705263157894736;0.2162105263157895;0.0132631578947368;0.0;182.52;2059.228;3150.417;0.4056389682390384;0.9237924924791876
ligand12459-0;-591.857672808;7.9446;0.151;-0.027;0.0;0.9656263180092788;0.0343736819907212;0.0;0.124;0.121653713298791;0.8504965457685664;0.0278497409326424;0.0;-591.864278547;7.4741;0.153;-0.03;0.0;0.9544885177453027;0.0455114822546972;0.0;0.123;0.1280198446937014;0.8440465918895599;0.0279335634167385;0.0;140.34;1503.879;3106.0484;0.2338359211755733;0.7898436948741271
ligand12460-0;-632.995565224;3.4236;0.102;-0.02;0.2710163111668757;0.6913425345043914;0.0376411543287327;0.0;0.082;0.0155083285468121;0.9546237794371052;0.0298678920160827;0.0;-633.008753488;5.3792;0.0999999999999999;-0.026;0.1505889843998726;0.8120556086172132;0.0373554069829141;0.0;0.074;0.0152340709440676;0.9530746135883464;0.0316913154675859;0.0;235.94;1629.662;3126.168;;
ligand12461-0;-633.631597342;3.0295;0.148;-0.231;0.0110353781239857;0.9889646218760144;0.0;0.0;-0.083;0.0;0.9624028118010438;0.0375971881989562;0.0;-633.635992461;2.391;0.144;-0.226;0.0;1.0;0.0;0.0;-0.082;0.0;0.9645405175167714;0.0354594824832286;0.0;233.2;1955.636;3139.4936;;
ligand12462-0;-1346.80782461;11.8785;0.101;0.066;0.0;0.986162162162162;0.0138378378378378;0.0;0.174;0.0;0.9641260495038708;0.0358739504961291;0.0;-1346.82318076;9.279;0.119;0.054;0.0;0.9846357908699016;0.0153642091300983;0.0;0.176;0.0;1.0;0.0;0.0;309.18;2000.795;3611.6334;;
ligand12463-0;-1939.6215435;11.1889;0.099;0.059;0.0;0.985487141180237;0.0145128588197631;0.0;0.158;0.0;1.0;0.0;0.0;-1939.65501189;3.141;0.127;0.027;0.0;0.9859368238857638;0.0140631761142362;0.0;0.154;-0.0145551932929669;1.0145551932929668;0.0;0.0;409.06;4068.456;3158.704;;
ligand12464-0;-1586.01757278;11.7435;0.087;0.062;0.0;0.9730139807087894;0.0269860192912105;0.0;0.192;0.0563410685375067;0.9046950890447922;0.038963842417701;0.0;-1586.11336783;1.5434;0.144;0.021;0.0;0.953895900698863;0.0461040993011369;0.0;0.165;0.0194950463406839;0.9397038457441144;0.0408011079152018;0.0;345.18;3854.759;3124.9066;;
ligand12465-0;-1332.23208336;10.446;0.125;-0.036;0.0;0.9803129209408352;0.0196870790591648;0.0;0.123;0.0889884763124199;0.8484848484848485;0.0625266752027315;0.0;-1332.2406329;9.5487;0.143;-0.056;0.0;0.9782541482015872;0.0217458517984128;0.0;0.117;0.1227602389078498;0.8129266211604095;0.0643131399317406;0.0;202.08;1994.601;3115.9854;0.3460828620237309;0.7565013496755919
ligand12466-0;-1027.53811092;11.825;0.088;-0.04;0.0191713048855906;0.9634096062667492;0.0174190888476602;0.0;0.048;0.0;0.9732045996962464;0.0267954003037535;0.0;-1027.5457313;10.5214;0.106;-0.057;0.0;0.9839198078730292;0.0160801921269708;0.0;0.049;0.0;0.9739515780371812;0.0260484219628188;0.0;268.29;2170.27;3532.1163;;
ligand12467-0;-1018.65139831;4.7479;0.08;0.027;0.0390381011867582;0.912034145325838;0.0489277534874037;0.0;0.198;0.7867252841518335;0.1888269354492815;0.0244477803988848;0.0;-1018.67216877;5.2012;0.133;-0.018;0.0;0.9674069163628328;0.0325930836371671;0.0;0.115;0.11725768321513;0.8263593380614657;0.0563829787234042;0.0;299.17;3067.32;3178.3201;;
ligand12468-0;-1511.76764907;10.8321;0.116;-0.031;0.0;0.9526572050139852;0.0473427949860147;0.0;0.085;0.0;0.9559899530413892;0.0440100469586108;0.0;-1511.83523643;12.4571;0.1089999999999999;-0.038;0.0;0.9564671410632064;0.0435328589367936;0.0;0.071;0.0377580489891967;0.9176382500802224;0.0446037009305808;0.0;220.82;2353.404;3534.9041;;
ligand12470-0;-1009.14337243;8.1573;0.138;-0.04;0.0682411955272233;0.9317588044727766;0.0;0.0;0.101;0.0;0.9527272727272728;0.0472727272727272;0.0;-1009.15566962;7.0716;0.157;-0.061;0.0;0.970123953808666;0.0298760461913338;0.0;0.096;-0.0111395789239166;1.0111395789239166;0.0;0.0;205.94;2007.581;3433.6639;0.2692770009006067;0.7808072619175076
ligand12471-0;-730.570445452;3.6859;0.147;-0.04;0.0282425663433869;0.9483107748054992;0.0234466588511137;0.0;0.107;0.0;0.9548289954828996;0.0451710045171004;0.0;-730.576942321;3.1165;0.148;-0.046;0.0227272727272727;0.9525276125743416;0.0247451146983857;0.0;0.102;0.0;0.9585159841762;0.0414840158237998;0.0;213.34;2011.656;3152.308;;
ligand12472-0;-1351.90597015;9.5211;0.118;-0.032;0.0;1.0;0.0;0.0;0.088;0.0;0.9856661961124986;0.0143338038875013;0.0;-1351.90881098;9.0678;0.132;-0.044;0.0;0.9871437754446112;0.0128562245553889;0.0;0.092;0.0;0.9627906976744186;0.0372093023255813;0.0;208.07;1746.215;3157.6386;0.4609206275166458;0.6456111639419002
ligand12473-0;-571.967447749;8.622;0.105;-0.011;-0.0057791320794367;0.9785646737417252;0.0272144583377114;0.0;0.094;0.0;0.9421669106881404;0.0578330893118594;0.0;-571.996924372;4.6817;0.177;-0.057;0.0;0.9886744966442952;0.0113255033557046;0.0;0.12;0.0;0.943582804205267;0.056417195794733;0.0;139.2;1537.995;3117.7098;0.2601039716327719;0.8327798207601397
ligand12475-0;-1061.70840132;5.092;0.1149999999999999;-0.212;0.0;1.0;0.0;0.0;-0.066;0.0;0.9664073948822004;0.0335926051177995;0.0;-1061.71380263;5.4894;0.1169999999999999;-0.213;0.0;1.0;0.0;0.0;-0.065;0.0;0.9653348339898704;0.0346651660101294;0.0;270.02;2593.948;3195.3782;;
ligand12476-0;-1261.27176799;1.4495;0.178;-0.228;0.2112518211363891;0.7722738989129216;0.0164742799506892;0.0;-0.05;0.0127983396748529;0.9731350167185518;0.0140666436065951;0.0;-1261.30079117;2.6109;0.187;-0.242;0.1343163230042622;0.8538186844833544;0.0118649925123833;0.0;-0.055;0.0121543264942016;0.9481489741302408;0.0396966993755575;0.0;320.93;3698.56;3142.8671;;
ligand12478-0;-1809.96541811;6.5327;0.075;0.001;0.0117114131035244;0.9113910065186168;0.0768975803778588;0.0;0.076;0.0;0.9139020537124802;0.0860979462875197;0.0;-1810.00649076;5.9224;0.102;-0.02;0.0;0.9254551330388884;0.0745448669611117;0.0;0.082;0.0;0.9062849474390516;0.0937150525609483;0.0;396.12;4385.859;3123.8509;;
