name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand16325-0;0.8487999999999999;0;1;0;5
ligand16326-0;6.990500000000007;0;0;0;22
ligand16327-0;1.56008;1;0;0;2
ligand16328-0;2.1519700000000004;1;0;0;10
ligand16329-0;1.70619;0;0;0;4
ligand16330-0;2.7110900000000013;2;0;2;4
ligand16331-0;1.73228;2;1;0;6
ligand16332-0;4.341390000000001;1;1;0;8
ligand16333-0;1.5447999999999997;0;0;0;13
ligand16334-0;-0.49188000000000026;0;1;0;1
ligand16335-0;-4.8336299999999985;4;1;0;0
ligand16336-0;2.926120000000001;0;2;0;6
ligand16337-0;6.169090000000004;1;2;0;10
ligand16338-0;-0.4674999999999999;0;0;0;2
ligand16339-0;3.566200000000001;0;2;0;4
ligand16340-0;2.787680000000001;1;1;1;2
ligand16341-0;1.8312;0;1;0;3
ligand16342-0;7.2882800000000065;0;2;0;5
ligand16343-0;2.9594700000000005;0;1;0;4
ligand16344-0;1.7504399999999996;0;3;0;4
ligand16345-0;2.779600000000001;3;0;0;2
ligand16346-0;0.6372899999999999;3;0;1;3
ligand16347-0;4.596830000000002;1;2;0;5
ligand16348-0;4.465080000000005;3;4;2;6
ligand16349-0;1.8728900000000002;1;0;0;0
ligand16349-1;1.8728900000000002;1;0;0;0
ligand16350-0;3.4377999999999997;0;0;0;9
ligand16351-0;3.506400000000003;0;2;0;11
ligand16352-0;5.0762000000000045;0;3;0;10
ligand16353-0;6.850700000000005;0;4;0;2
ligand16354-0;4.004100000000003;0;3;0;7
ligand16355-0;2.4358000000000004;5;0;4;1
ligand16356-0;3.144000000000001;0;0;0;14
ligand16357-0;1.9319999999999997;0;1;0;4
ligand16358-0;1.8730000000000002;1;1;1;3
ligand16359-0;1.2254399999999999;0;1;0;8
ligand16360-0;3.703080000000001;1;2;0;6
ligand16361-0;1.05409;0;0;0;5
ligand16362-0;3.6995000000000013;0;3;0;4
ligand16363-0;5.075110000000003;1;2;0;5
ligand16364-0;1.0518999999999998;0;1;0;2
ligand16365-0;-0.5783;0;0;0;3
ligand16366-0;3.4860900000000017;1;0;0;5
ligand16367-0;1.7756899999999998;0;0;0;3
ligand16368-0;3.298790000000001;1;1;0;3
ligand16369-0;4.913200000000003;1;4;1;5
ligand16370-0;0.4851999999999999;0;1;0;2
ligand16371-0;7.155970000000006;1;3;0;7
ligand16372-0;2.1527399999999997;0;0;0;2
ligand16373-0;4.2785800000000025;2;4;0;6
ligand16374-0;3.5439200000000017;0;3;0;3
ligand16375-0;2.5153000000000008;0;2;0;9
ligand16376-0;1.3276;0;0;0;5
ligand16377-0;1.78254;0;1;0;4
ligand16378-0;2.2032999999999996;0;0;0;8
ligand16379-0;0.8424999999999999;4;1;3;0
ligand16380-0;2.2310000000000008;0;1;0;6
ligand16381-0;4.9536000000000024;0;1;0;6
ligand16382-0;8.910100000000003;0;3;0;14
ligand16383-0;3.899200000000002;0;1;0;10
ligand16384-0;3.0830800000000007;1;0;1;11
ligand16385-0;2.652800000000001;0;0;0;4
ligand16386-0;4.692120000000002;0;2;0;4
ligand16387-0;6.839390000000004;2;1;0;2
ligand16388-0;2.290399999999999;0;3;0;2
ligand16389-0;1.45584;0;0;0;4
ligand16390-0;2.05858;0;1;0;8
ligand16391-0;5.468000000000005;2;2;2;5
ligand16392-0;-2.2506999999999984;0;0;0;9
ligand16393-0;4.517900000000002;0;6;0;6
ligand16394-0;8.344090000000005;1;0;0;6
ligand16394-1;8.344090000000005;1;0;0;6
ligand16395-0;1.57679;1;0;0;3
ligand16396-0;-1.5049000000000006;0;1;0;6
ligand16397-0;2.6636000000000006;0;2;0;9
ligand16398-0;2.5177000000000005;0;2;0;5
ligand16399-0;0.09138999999999997;2;0;0;7
ligand16400-0;3.5184000000000015;0;3;0;4
ligand16401-0;3.993000000000001;0;3;0;0
ligand16402-0;1.8086899999999992;1;2;0;4
ligand16403-0;2.8538000000000006;0;0;0;2
ligand16404-0;2.709500000000001;0;0;0;5
ligand16405-0;5.179290000000006;2;4;0;5
ligand16406-0;3.217990000000002;1;0;1;9
ligand16407-0;1.342;1;1;0;3
ligand16408-0;3.7391800000000046;0;2;0;10
ligand16409-0;3.095980000000001;2;0;0;3
ligand16410-0;5.808260000000004;0;2;0;11
ligand16411-0;2.8312000000000017;0;2;0;8
ligand16412-0;2.5783900000000006;1;2;0;5
ligand16413-0;4.064550000000001;1;2;0;6
ligand16414-0;5.912600000000004;0;4;0;8
ligand16415-0;1.78822;1;1;0;5
ligand16416-0;3.305200000000001;0;3;0;8
ligand16417-0;3.566300000000002;0;3;0;3
ligand16418-0;2.4872000000000005;3;0;3;6
ligand16419-0;3.556980000000002;2;2;0;7
ligand16420-0;8.368400000000007;0;4;0;16
ligand16421-0;1.6297999999999997;0;3;0;3
ligand16422-0;5.143200000000003;0;4;0;7
ligand16423-0;0.31958999999999993;1;0;1;3
ligand16424-0;4.3226900000000015;1;1;0;9
ligand16425-0;4.062980000000002;1;1;0;7
ligand16426-0;3.4552900000000006;1;0;0;11
ligand16427-0;3.928600000000002;2;0;2;9
ligand16428-0;1.4569;1;1;0;0
ligand16429-0;4.2644800000000025;1;3;0;1
ligand16430-0;4.701890000000005;1;0;0;15
ligand16431-0;5.204000000000006;0;4;0;7
ligand16432-0;7.028320000000005;0;3;0;15
ligand16433-0;0.412;1;0;1;0
ligand16434-0;3.607000000000001;0;2;0;3
ligand16435-0;2.8688900000000013;2;1;0;1
ligand16436-0;6.533600000000003;0;6;0;6
ligand16437-0;6.897670000000005;1;3;0;7
ligand16438-0;3.5993900000000014;2;0;0;0
ligand16439-0;4.239590000000002;0;1;0;4
ligand16440-0;3.5063800000000027;1;2;0;7
ligand16441-0;1.9484999999999997;0;2;0;5
ligand16442-0;3.243190000000001;0;2;0;2
ligand16443-0;2.69299;1;1;0;4
ligand16444-0;7.250990000000004;1;5;0;5
ligand16445-0;3.8431;0;3;0;9
ligand16446-0;2.7296800000000006;0;2;0;4
ligand16447-0;3.1833800000000005;2;0;0;1
ligand16448-0;3.0157000000000007;0;2;0;5
ligand16449-0;4.531720000000004;0;1;0;9
ligand16450-0;-0.6531099999999999;0;0;0;8
ligand16451-0;2.8824000000000014;0;0;0;12
ligand16452-0;1.5084999999999997;0;1;0;7
ligand16453-0;1.4227899999999998;1;0;0;6
ligand16454-0;7.145400000000006;3;0;1;4
ligand16455-0;1.5459699999999998;0;1;0;1
ligand16456-0;0.6242000000000001;1;0;0;3
ligand16457-0;3.4148000000000014;0;2;0;6
ligand16458-0;3.999000000000003;0;1;0;3
ligand16459-0;2.764990000000001;0;1;0;5
ligand16460-0;5.117780000000002;0;3;0;11
ligand16461-0;3.2106000000000012;0;3;0;3
ligand16462-0;1.0215999999999998;0;2;0;2
ligand16463-0;5.960200000000004;0;3;0;2
ligand16464-0;4.0715800000000035;0;3;0;9
ligand16465-0;2.5641000000000007;0;2;0;1
ligand16466-0;2.2360999999999995;1;1;1;7
ligand16467-0;1.9426199999999998;0;1;0;7
ligand16468-0;1.05616;0;1;0;13
ligand16469-0;5.606600000000005;0;0;0;3
ligand16470-0;2.1686999999999994;1;1;1;6
ligand16471-0;4.490690000000002;0;1;0;7
ligand16472-0;0.5061;0;0;0;2
ligand16473-0;2.762600000000001;0;2;0;4
ligand16474-0;2.3244000000000007;0;2;0;5
ligand16474-1;2.3244000000000007;0;2;0;5
ligand16475-0;2.6420900000000005;1;0;0;3
ligand16476-0;1.3389;0;0;0;0
ligand16477-0;1.1411;0;0;0;0
ligand16478-0;1.603200000000001;0;2;0;3
ligand16479-0;3.5240900000000037;0;2;0;11
ligand16480-0;4.532000000000004;0;3;0;8
ligand16481-0;3.449040000000002;0;2;0;4
ligand16482-0;5.431950000000004;2;5;0;8
ligand16483-0;3.3466000000000014;0;2;0;2
ligand16484-0;6.780690000000007;1;2;0;16
ligand16485-0;2.6872800000000003;0;1;0;5
ligand16486-0;3.180900000000001;0;3;0;3
ligand16487-0;3.9013000000000035;1;2;1;2
ligand16488-0;2.46016;1;1;0;4
ligand16489-0;2.3872;1;0;1;0
ligand16490-0;0.01770000000000005;0;1;0;3
ligand16491-0;3.588650000000002;1;3;0;8
ligand16492-0;2.3439900000000007;1;0;0;2
ligand16493-0;1.8550999999999997;1;1;0;3
ligand16494-0;4.531600000000003;0;2;0;7
ligand16495-0;3.8103900000000026;1;2;0;13
ligand16496-0;2.9477400000000014;0;1;0;6
ligand16497-0;2.2641999999999998;0;3;0;14
ligand16498-0;3.5731500000000023;1;1;0;10
ligand16499-0;5.827800000000004;0;2;0;8
ligand16500-0;2.9754000000000014;0;1;0;2
ligand16501-0;7.946300000000007;0;3;0;15
ligand16502-0;2.8487;1;2;0;8
ligand16503-0;0.88222;0;2;0;2
ligand16504-0;0.8659;0;0;0;3
ligand16505-0;2.483290000000001;2;0;0;8
ligand16506-0;3.1613000000000016;0;1;0;7
ligand16507-0;3.269400000000001;1;2;1;3
ligand16508-0;2.1795999999999998;0;3;0;8
ligand16509-0;2.3708400000000003;0;1;0;8
ligand16510-0;5.627800000000006;0;5;0;8
ligand16511-0;2.540070000000001;2;0;0;2
ligand16512-0;0.81839;0;1;0;6
ligand16513-0;1.45149;1;0;0;4
ligand16514-0;4.425200000000003;0;1;0;13
ligand16515-0;3.8664000000000023;0;1;0;2
ligand16516-0;1.3742999999999999;0;0;0;6
ligand16517-0;7.857800000000009;0;2;0;18
ligand16518-0;2.8046699999999998;2;2;1;8
ligand16519-0;-2.3103099999999994;1;1;0;8
ligand16520-0;3.345200000000001;0;3;0;1
ligand16521-0;5.551880000000007;0;2;0;15
ligand16522-0;1.7811099999999997;0;1;0;1
ligand16523-0;2.0286;0;1;0;3
ligand16524-0;1.0252000000000001;1;0;1;6
ligand16525-0;0.9780899999999999;1;0;0;3
ligand16526-0;2.709670000000001;1;1;0;0
ligand16527-0;4.984990000000002;1;3;0;3
ligand16528-0;6.119890000000003;1;2;0;6
ligand16529-0;3.1218200000000005;0;2;0;3
ligand16530-0;3.309490000000001;0;2;0;2
ligand16531-0;3.3127000000000013;0;0;0;9
ligand16532-0;3.6955999999999998;0;2;0;2
ligand16533-0;2.7873800000000006;0;2;0;1
ligand16534-0;2.7873800000000006;0;2;0;1
ligand16535-0;3.7480800000000016;0;2;0;8
ligand16535-1;3.7480800000000016;0;2;0;8
ligand16536-0;0.37198000000000003;0;0;0;3
ligand16537-0;5.909800000000004;2;2;0;10
ligand16538-0;5.625700000000004;1;3;0;6
ligand16539-0;2.0059;0;0;0;3
ligand16540-0;5.6224000000000025;0;4;0;3
ligand16541-0;3.654790000000001;2;1;0;11
ligand16542-0;7.821600000000007;3;5;0;4
ligand16543-0;1.62379;1;0;0;4
ligand16544-0;3.2267800000000024;2;3;0;12
ligand16545-0;1.3370199999999999;0;2;0;1
ligand16546-0;1.9759000000000002;0;0;0;2
ligand16547-0;4.258100000000001;0;3;0;6
ligand16548-0;7.691100000000005;0;6;0;7
ligand16549-0;3.7614900000000038;1;3;0;5
ligand16550-0;5.166990000000003;1;1;0;5
ligand16551-0;9.522390000000005;1;0;1;18
ligand16552-0;4.609800000000003;0;1;0;9
ligand16553-0;2.5257900000000015;1;1;0;7
ligand16554-0;5.786000000000006;1;2;1;10
ligand16555-0;2.3722700000000003;0;0;0;7
ligand16556-0;5.684000000000003;0;4;0;8
ligand16557-0;3.1577600000000015;1;0;1;2
ligand16558-0;5.042620000000004;0;3;0;3
ligand16559-0;2.7982900000000006;0;1;0;4
ligand16560-0;4.923600000000002;5;0;0;5
ligand16561-0;2.2601200000000006;0;2;0;3
ligand16562-0;6.993800000000005;1;1;0;3
ligand16563-0;4.395290000000003;1;0;0;9
ligand16564-0;3.3912000000000013;0;1;0;7
ligand16565-0;1.3109899999999999;2;0;1;8
ligand16566-0;-1.0030000000000001;0;0;0;7
ligand16567-0;6.524330000000005;2;3;0;7
ligand16568-0;1.8442;0;0;0;8
ligand16569-0;3.0017900000000033;1;1;0;7
ligand16570-0;3.7713800000000024;2;2;0;6
ligand16571-0;0.7817999999999999;0;1;0;0
ligand16572-0;0.86669;1;0;0;5
ligand16573-0;5.557600000000003;0;2;0;8
ligand16574-0;1.2325699999999997;0;0;0;11
ligand16575-0;4.473800000000002;2;1;2;5
ligand16576-0;3.186300000000001;0;1;0;6
ligand16577-0;6.848390000000005;1;2;0;2
ligand16578-0;4.226100000000003;0;4;0;5
ligand16579-0;1.2227999999999999;0;1;0;2
ligand16580-0;2.9517700000000007;1;1;0;3
ligand16581-0;2.1300799999999995;0;3;0;6
ligand16582-0;3.0226000000000006;0;2;0;3
ligand16583-0;1.63889;0;0;0;8
ligand16584-0;5.085670000000003;0;2;0;11
ligand16585-0;3.780100000000002;0;2;0;9
ligand16586-0;4.124690000000001;1;0;0;8
ligand16587-0;0.2792;0;0;0;5
ligand16588-0;5.0312000000000054;0;4;0;10
ligand16589-0;4.542800000000003;0;2;0;10
ligand16590-0;2.712100000000001;1;0;1;11
ligand16591-0;2.0054;0;1;0;1
ligand16592-0;6.021590000000003;1;2;0;4
ligand16593-0;3.4537900000000015;1;2;0;1
ligand16594-0;4.408000000000004;0;1;0;5
ligand16595-0;-0.39522;2;0;2;17
ligand16596-0;1.88699;0;3;0;5
ligand16597-0;7.204800000000009;2;3;2;12
ligand16598-0;4.186530000000001;0;4;0;4
ligand16599-0;2.00128;1;1;0;5
ligand16600-0;7.879700000000006;0;3;0;14
ligand16601-0;6.073900000000004;0;2;0;6
ligand16602-0;1.7822999999999996;1;1;1;3
ligand16603-0;2.1512000000000002;0;1;0;1
ligand16604-0;1.7154899999999997;1;0;1;3
ligand16605-0;3.403760000000002;0;0;0;1
ligand16606-0;7.2798100000000066;3;4;2;10
ligand16607-0;6.793190000000005;1;2;0;12
ligand16608-0;2.812400000000001;0;2;0;5
ligand16609-0;3.644800000000002;0;3;0;4
ligand16610-0;0.8420000000000001;0;0;0;0
ligand16611-0;3.2591600000000014;0;2;0;5
ligand16612-0;3.447700000000002;1;2;0;7
ligand16613-0;1.1815999999999998;1;0;1;9
ligand16614-0;0.3693999999999999;0;2;0;6
ligand16615-0;5.415900000000004;0;2;0;7
ligand16616-0;1.64722;0;1;0;3
ligand16617-0;6.539200000000005;0;5;0;16
ligand16618-0;4.461790000000002;0;4;0;6
ligand16619-0;3.7932899999999994;1;1;0;1
ligand16620-0;3.624290000000002;1;1;0;3
ligand16621-0;5.489380000000002;0;3;0;2
ligand16622-0;0.9045999999999998;0;2;0;12
ligand16623-0;3.550370000000002;0;2;0;6
ligand16624-0;7.0666000000000055;0;4;0;7
ligand16625-0;7.737600000000008;0;1;0;5
ligand16626-0;1.7209;3;1;1;2
ligand16627-0;1.6866999999999996;1;1;0;3
ligand16628-0;8.944040000000001;5;3;0;3
ligand16629-0;1.4199800000000002;2;2;0;8
ligand16630-0;3.2200900000000003;0;2;0;5
ligand16631-0;5.4962000000000035;1;2;1;9
ligand16632-0;-1.9385999999999977;1;0;1;7
ligand16633-0;0.14439999999999997;0;1;0;4
ligand16634-0;0.5390799999999998;2;0;1;1
ligand16635-0;1.7447999999999997;0;1;0;1
ligand16636-0;1.1150999999999995;0;1;0;4
ligand16637-0;7.457540000000008;0;4;0;16
ligand16638-0;2.3228999999999997;0;1;0;3
ligand16639-0;2.215299999999999;1;1;0;12
ligand16640-0;2.812900000000001;0;1;0;2
ligand16640-1;2.812900000000001;0;1;0;2
ligand16641-0;-0.7757000000000001;1;0;0;1
ligand16641-1;-0.7757000000000001;1;0;0;1
ligand16642-0;10.078679999999995;2;6;0;11
ligand16643-0;2.8680200000000005;0;1;0;2
ligand16644-0;1.8807699999999994;0;1;0;3
ligand16645-0;1.6531;1;1;0;3
ligand16646-0;-0.6411;0;0;0;3
ligand16647-0;-0.6558999999999999;0;0;0;3
ligand16648-0;-0.025599999999999956;0;0;0;3
ligand16649-0;2.0551899999999996;1;1;0;9
ligand16650-0;2.957200000000001;1;1;1;7
ligand16651-0;0.13897999999999983;2;1;0;6
ligand16652-0;2.9099900000000014;2;1;0;4
ligand16653-0;0.91718;1;0;1;2
ligand16654-0;2.3403;0;1;0;7
ligand16655-0;10.195089999999993;1;4;0;16
ligand16656-0;2.8041;0;2;0;0
ligand16657-0;2.9630000000000005;0;1;0;2
ligand16658-0;2.4926000000000004;0;0;0;7
ligand16659-0;-0.5188200000000002;0;0;0;6
ligand16660-0;5.005690000000001;1;2;0;2
ligand16661-0;3.5108000000000024;0;3;0;6
ligand16662-0;1.88122;0;1;0;2
ligand16663-0;3.8911000000000007;0;1;0;15
ligand16664-0;2.5031800000000004;1;0;0;0
ligand16665-0;2.1020000000000008;1;2;0;1
ligand16666-0;1.2992;0;2;0;4
ligand16667-0;2.0539000000000005;2;2;2;9
ligand16668-0;8.583200000000005;0;1;0;6
ligand16669-0;4.399300000000003;1;0;0;0
ligand16670-0;3.9992600000000014;0;3;0;9
ligand16671-0;5.680200000000005;0;5;0;10
ligand16672-0;2.5913900000000005;1;2;0;6
ligand16673-0;10.325199999999993;0;7;0;2
ligand16674-0;3.3702900000000016;2;1;0;2
ligand16675-0;4.462090000000003;1;3;0;7
ligand16676-0;5.269440000000005;5;0;0;10
ligand16677-0;-0.4454000000000002;0;0;0;5
ligand16678-0;0.03579999999999994;0;0;0;4
ligand16679-0;2.7907000000000033;1;1;1;4
ligand16680-0;2.06039;0;0;0;5
ligand16681-0;4.8214000000000015;0;2;0;5
ligand16682-0;3.1005900000000004;0;0;0;8
ligand16683-0;1.5278;1;1;0;2
ligand16684-0;0.8519999999999996;0;1;0;8
ligand16685-0;3.8553900000000016;1;1;1;5
ligand16686-0;5.6592000000000064;1;3;1;12
ligand16687-0;2.6763;0;2;0;6
ligand16688-0;2.3998600000000003;1;0;0;6
ligand16689-0;4.332900000000002;0;3;0;5
ligand16690-0;-0.24770999999999982;1;0;0;0
ligand16691-0;4.703800000000005;0;3;0;10
ligand16692-0;4.540800000000001;0;2;0;9
ligand16693-0;4.494900000000003;2;1;0;3
ligand16694-0;3.638600000000001;0;4;0;4
ligand16695-0;3.510880000000001;0;2;0;6
ligand16696-0;2.5178900000000004;1;1;0;6
ligand16697-0;1.8001800000000001;1;0;0;0
ligand16698-0;6.092280000000003;0;2;0;9
ligand16699-0;4.685700000000003;2;2;0;7
ligand16700-0;11.840399999999992;5;4;0;4
ligand16700-1;11.840399999999992;5;4;0;4
ligand16701-0;3.3234800000000018;0;0;0;9
ligand16702-0;6.259200000000003;0;3;0;2
ligand16703-0;4.004590000000001;1;1;0;3
ligand16704-0;2.2945800000000007;2;0;0;4
ligand16705-0;0.4466000000000003;2;1;2;3
ligand16706-0;1.3563;0;0;0;3
ligand16707-0;2.1087800000000003;2;0;0;2
ligand16708-0;4.840520000000002;0;2;0;4
ligand16709-0;0.3748999999999999;0;1;0;0
ligand16710-0;4.580900000000002;1;1;0;6
ligand16711-0;6.991040000000005;1;2;1;10
ligand16712-0;2.905800000000002;0;1;0;13
ligand16713-0;0.7511899999999999;0;1;0;4
ligand16714-0;2.3463900000000004;0;1;0;2
ligand16715-0;3.5896000000000017;0;2;0;4
ligand16716-0;8.332100000000002;0;5;0;3
ligand16717-0;5.932730000000004;1;4;1;4
ligand16718-0;1.9293999999999998;3;0;3;4
ligand16719-0;1.6306;0;2;0;4
ligand16720-0;3.9415200000000015;0;2;0;6
ligand16721-0;2.5929000000000006;0;1;0;0
ligand16722-0;4.636590000000002;1;3;0;3
ligand16723-0;6.371600000000004;0;4;0;6
ligand16724-0;4.687600000000002;0;2;0;2
ligand16725-0;0.3191899999999999;0;0;0;6
ligand16726-0;0.42269999999999985;0;0;0;4
ligand16727-0;3.3179900000000018;1;1;0;2
ligand16728-0;3.10358;0;3;0;9
ligand16729-0;5.485970000000001;0;3;0;7
ligand16730-0;3.9266900000000025;1;1;0;12
ligand16731-0;2.1606899999999998;0;2;0;4
ligand16732-0;0.11539999999999984;0;2;0;8
ligand16733-0;2.631070000000001;0;1;0;2
ligand16734-0;1.8901000000000001;1;0;0;0
ligand16735-0;1.5387799999999996;2;1;0;6
ligand16736-0;4.742570000000005;1;2;0;8
ligand16737-0;1.3699;0;0;0;1
ligand16738-0;0.6011799999999998;2;0;0;9
ligand16739-0;4.087790000000002;0;3;0;3
ligand16740-0;3.299200000000001;0;5;0;3
ligand16741-0;3.778570000000002;0;2;0;7
ligand16742-0;2.8774900000000008;2;0;0;2
ligand16743-0;4.0704800000000025;0;2;0;5
ligand16744-0;2.9315000000000015;0;0;0;10
ligand16745-0;3.0932900000000014;0;0;0;10
ligand16746-0;1.88428;0;0;0;1
ligand16747-0;-0.25081;0;0;0;1
ligand16748-0;3.1062900000000013;1;0;0;8
ligand16749-0;2.9861900000000006;1;0;0;8
ligand16750-0;2.4019000000000004;0;3;0;2
ligand16751-0;3.921770000000002;1;0;0;8
ligand16752-0;4.213490000000002;1;0;0;7
ligand16753-0;5.367900000000005;0;3;0;3
ligand16754-0;2.6292800000000005;0;1;0;3
ligand16755-0;3.5823100000000014;1;3;0;4
ligand16756-0;5.151190000000004;1;1;0;2
ligand16757-0;2.8732500000000005;0;2;0;7
ligand16758-0;2.18079;1;1;0;3
ligand16759-0;4.476280000000002;0;2;0;12
ligand16760-0;0.3513899999999999;1;1;1;2
ligand16761-0;1.5406900000000001;0;0;0;2
ligand16762-0;2.50408;0;0;0;9
ligand16763-0;10.591179999999994;2;4;0;8
ligand16764-0;5.2325900000000045;0;4;0;9
ligand16765-0;4.010800000000002;0;2;0;6
ligand16766-0;0.9559999999999997;0;2;0;3
ligand16767-0;1.6575999999999997;1;1;0;1
ligand16768-0;2.6749;0;2;0;7
ligand16769-0;5.724500000000002;3;0;1;0
ligand16769-1;5.724500000000002;3;0;1;0
ligand16770-0;2.2778899999999997;0;1;0;0
ligand16771-0;4.991600000000004;0;4;0;1
ligand16772-0;6.601480000000003;1;5;0;7
ligand16773-0;5.047500000000004;0;3;0;6
ligand16774-0;2.9954400000000003;0;2;0;2
ligand16775-0;4.9202800000000035;0;2;0;5
ligand16776-0;3.345090000000001;1;1;0;4
ligand16777-0;2.6228000000000016;0;2;0;3
ligand16778-0;2.53629;1;1;0;4
ligand16779-0;4.132100000000001;0;1;0;4
ligand16780-0;3.70556;0;1;0;5
ligand16781-0;6.5454000000000025;0;3;0;4
ligand16782-0;4.791200000000003;0;2;0;9
ligand16783-0;1.8366699999999994;0;1;0;3
ligand16784-0;2.7819800000000035;3;0;1;8
ligand16785-0;4.351900000000003;2;1;1;7
ligand16786-0;4.249300000000001;0;1;0;7
ligand16787-0;5.936400000000006;0;3;0;5
ligand16788-0;6.377190000000004;3;1;3;10
ligand16789-0;9.323070000000005;5;4;0;4
ligand16790-0;4.593390000000004;0;3;0;4
ligand16791-0;3.5105600000000017;1;0;1;0
ligand16792-0;3.9992000000000028;0;1;0;11
ligand16793-0;4.498790000000003;5;2;0;4
ligand16794-0;4.758000000000004;0;3;0;6
ligand16795-0;0.7914;0;1;0;1
ligand16796-0;2.358580000000001;2;1;0;7
ligand16797-0;0.9346899999999998;0;1;0;7
ligand16798-0;0.6622;1;0;1;0
ligand16799-0;2.4019000000000004;0;3;0;2
ligand16800-0;2.1722;0;1;0;1
ligand16801-0;6.848400000000005;2;4;1;7
ligand16802-0;4.790800000000001;0;2;0;2
ligand16803-0;1.70299;0;1;0;4
ligand16804-0;5.700380000000003;2;2;0;3
ligand16805-0;4.6819000000000015;0;1;0;2
ligand16806-0;4.115190000000003;0;3;0;9
ligand16807-0;1.2575899999999998;1;1;0;2
ligand16808-0;2.2572;1;2;0;0
ligand16809-0;-0.23800000000000004;0;0;0;2
ligand16810-0;3.1832400000000014;0;2;0;5
ligand16811-0;9.366979999999998;5;0;3;10
ligand16812-0;4.385800000000005;3;3;3;4
ligand16813-0;5.478700000000004;1;0;1;13
ligand16814-0;4.144200000000003;1;0;1;4
ligand16815-0;0.8970999999999997;0;2;0;3
ligand16816-0;5.528410000000004;1;3;0;4
ligand16817-0;-0.32232000000000005;0;0;0;4
ligand16818-0;0.7669;0;0;0;0
ligand16819-0;1.2390999999999999;0;1;0;0
ligand16820-0;2.106790000000001;0;2;0;8
ligand16821-0;1.8688999999999998;0;2;0;5
ligand16822-0;7.494280000000005;0;6;0;11
ligand16823-0;1.94418;1;0;1;12
ligand16824-0;4.181320000000002;0;2;0;7
ligand16825-0;1.31669;1;0;0;0
ligand16826-0;2.1877900000000006;1;0;0;1
ligand16827-0;4.787490000000002;1;2;0;2
ligand16828-0;2.1845;1;2;1;4
ligand16829-0;2.07334;0;1;0;8
ligand16830-0;1.7545899999999996;0;1;0;1
ligand16831-0;4.263000000000002;0;3;0;14
ligand16832-0;5.852950000000005;1;1;0;12
ligand16833-0;1.93479;0;1;0;4
ligand16834-0;0.24858999999999998;0;1;0;6
ligand16835-0;3.6221000000000014;1;2;0;6
ligand16836-0;8.639100000000001;0;4;0;4
ligand16837-0;4.383000000000001;0;2;0;6
ligand16837-1;4.383000000000001;0;2;0;6
ligand16838-0;9.377199999999998;0;3;0;4
ligand16839-0;5.153400000000003;0;3;0;6
ligand16840-0;1.51918;0;1;0;3
ligand16841-0;-0.6180000000000005;1;3;0;3
ligand16842-0;3.2711000000000023;0;2;0;5
ligand16843-0;2.9909000000000017;2;2;0;8
ligand16844-0;3.1195700000000013;1;0;0;4
ligand16845-0;7.446900000000008;1;3;0;5
ligand16846-0;0.9237999999999998;0;1;0;5
ligand16847-0;6.129400000000002;1;4;0;4
ligand16848-0;2.26411;0;1;0;2
ligand16849-0;7.202190000000006;1;2;0;6
ligand16850-0;2.45143;1;2;0;4
ligand16851-0;4.947290000000002;2;1;0;3
ligand16852-0;5.4426600000000045;1;3;0;12
ligand16852-1;5.4426600000000045;1;3;0;12
ligand16853-0;5.610790000000006;1;3;0;8
ligand16854-0;3.567400000000003;1;2;0;4
ligand16855-0;2.4827000000000004;0;2;0;5
ligand16856-0;1.5729999999999993;0;3;0;0
ligand16857-0;5.304000000000005;0;4;0;4
ligand16858-0;1.3577;0;0;0;3
ligand16859-0;5.383600000000004;1;5;0;3
ligand16860-0;1.41969;2;0;2;0
ligand16861-0;2.897680000000001;0;1;0;7
ligand16862-0;1.9465;1;1;0;0
ligand16863-0;3.271490000000002;0;1;0;5
ligand16864-0;1.2913999999999997;1;1;0;6
ligand16865-0;4.2221800000000025;0;2;0;4
ligand16866-0;3.003890000000001;1;0;0;8
ligand16867-0;6.625000000000007;0;5;0;6
ligand16868-0;2.7072900000000004;0;2;0;9
ligand16869-0;3.2825000000000024;0;0;0;11
ligand16870-0;2.2695;1;2;1;6
ligand16871-0;2.1313899999999997;1;1;0;2
ligand16872-0;1.403;0;1;0;6
ligand16873-0;6.823390000000004;1;2;0;2
ligand16874-0;1.82579;0;0;0;2
ligand16875-0;5.884280000000003;1;2;0;2
ligand16876-0;0.07430000000000003;0;0;0;5
ligand16877-0;0.16799999999999987;0;2;0;1
ligand16878-0;4.5482900000000015;1;1;0;5
ligand16879-0;4.424800000000003;3;2;0;3
ligand16880-0;5.560000000000004;0;3;0;7
ligand16881-0;-0.04443000000000025;0;0;0;5
ligand16882-0;2.1081;2;1;1;1
ligand16883-0;9.498119999999997;0;5;0;12
ligand16884-0;6.985390000000005;1;2;0;8
ligand16885-0;3.1492200000000015;0;2;0;5
