name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand15746-0;2.2701;1;0;1;12
ligand15747-0;4.952800000000003;0;5;0;8
ligand15748-0;7.185200000000003;0;2;0;5
ligand15749-0;2.1714899999999995;0;1;0;4
ligand15750-0;1.4809899999999996;0;2;0;3
ligand15751-0;5.028460000000004;1;3;0;1
ligand15752-0;0.60528;3;0;1;5
ligand15753-0;6.708600000000008;0;3;0;16
ligand15754-0;3.8625200000000017;0;2;0;5
ligand15755-0;0.19518000000000013;2;0;0;6
ligand15756-0;2.10909;1;0;0;2
ligand15757-0;1.1413999999999997;0;1;0;3
ligand15758-0;0.8636600000000002;0;1;0;8
ligand15759-0;7.250800000000009;0;5;0;7
ligand15760-0;4.301600000000002;0;2;0;3
ligand15761-0;1.4609999999999999;0;1;0;6
ligand15762-0;0.6626999999999998;1;1;0;1
ligand15763-0;1.32477;1;0;1;3
ligand15764-0;2.3821;0;1;0;0
ligand15765-0;5.975690000000003;2;2;0;4
ligand15766-0;1.7663900000000001;0;0;0;3
ligand15767-0;7.216390000000006;1;1;1;7
ligand15768-0;0.01707999999999993;0;0;0;3
ligand15769-0;2.6277800000000004;0;0;0;11
ligand15770-0;4.0385000000000035;0;1;0;11
ligand15771-0;4.693400000000004;0;3;0;4
ligand15772-0;0.65428;0;1;0;1
ligand15773-0;-0.4093000000000003;1;0;1;9
ligand15774-0;3.9916800000000014;0;3;0;11
ligand15775-0;3.1989300000000016;1;1;0;7
ligand15776-0;1.67608;1;0;0;0
ligand15777-0;2.8793000000000006;0;2;0;2
ligand15778-0;5.2440900000000035;1;2;1;12
ligand15779-0;5.211000000000004;1;0;1;10
ligand15780-0;-0.06451000000000007;1;0;0;3
ligand15781-0;5.584700000000004;0;5;0;1
ligand15782-0;6.971100000000006;1;2;0;10
ligand15783-0;3.312400000000001;0;2;0;3
ligand15784-0;3.683300000000003;1;1;0;3
ligand15785-0;2.805690000000001;1;0;0;8
ligand15786-0;5.861490000000005;1;0;0;11
ligand15787-0;4.141700000000002;1;1;1;6
ligand15788-0;3.438990000000002;3;1;2;6
ligand15789-0;3.5498000000000003;0;1;0;0
ligand15790-0;3.424800000000002;0;0;0;12
ligand15791-0;4.952100000000006;0;3;0;6
ligand15792-0;6.279800000000004;2;3;0;5
ligand15793-0;6.259600000000006;0;4;0;9
ligand15794-0;2.0499;0;2;0;5
ligand15795-0;5.780790000000004;0;2;0;3
ligand15796-0;4.722700000000006;1;3;1;4
ligand15797-0;5.403100000000004;0;3;0;3
ligand15798-0;2.2072900000000004;1;1;0;1
ligand15799-0;5.949800000000005;5;0;0;0
ligand15800-0;1.83498;2;0;0;3
ligand15801-0;8.431400000000002;0;7;0;7
ligand15802-0;1.5651;0;1;0;4
ligand15803-0;17.704380000000015;3;28;0;0
ligand15804-0;3.9159000000000015;0;2;0;3
ligand15805-0;3.993470000000003;0;2;0;6
ligand15806-0;0.8128999999999998;4;0;4;1
ligand15807-0;4.32248;0;2;0;6
ligand15808-0;2.2038;1;0;0;6
ligand15809-0;4.307000000000001;0;4;0;5
ligand15810-0;3.847990000000002;1;1;0;8
ligand15811-0;3.958990000000002;1;0;0;12
ligand15812-0;3.4819899999999997;0;1;0;1
ligand15813-0;1.7073000000000003;0;2;0;2
ligand15814-0;3.2572800000000015;3;0;2;5
ligand15815-0;-2.506199999999999;1;2;1;5
ligand15816-0;2.81968;0;3;0;9
ligand15817-0;-0.41610000000000014;1;0;0;10
ligand15818-0;3.951590000000002;1;3;1;4
ligand15819-0;0.96319;1;0;0;7
ligand15820-0;5.175790000000004;1;3;0;3
ligand15821-0;5.181880000000005;0;3;0;11
ligand15822-0;6.7186000000000075;0;4;0;13
ligand15823-0;2.090780000000001;0;0;0;4
ligand15824-0;4.745700000000004;0;4;0;8
ligand15825-0;1.3437899999999998;1;1;1;1
ligand15826-0;3.024790000000001;1;1;0;7
ligand15827-0;0.64639;0;0;0;4
ligand15828-0;5.587900000000003;4;3;4;3
ligand15829-0;-0.41801;1;0;1;0
ligand15830-0;0.5741000000000002;0;1;0;3
ligand15831-0;6.384600000000004;0;4;0;6
ligand15831-1;6.384600000000004;0;4;0;6
ligand15832-0;-0.5157999999999989;1;0;1;1
ligand15833-0;3.9861900000000015;0;2;0;8
ligand15834-0;7.8925900000000055;3;1;2;0
ligand15835-0;5.241700000000004;0;4;0;8
ligand15836-0;8.034200000000004;0;4;0;7
ligand15837-0;1.9337799999999998;0;1;0;4
ligand15838-0;11.18159999999999;0;6;0;11
ligand15839-0;2.9571400000000008;0;2;0;5
ligand15840-0;0.34608999999999984;0;1;0;1
ligand15841-0;1.6170899999999997;1;2;0;1
ligand15842-0;3.3474900000000014;0;2;0;1
ligand15843-0;0.5577900000000001;0;0;0;4
ligand15844-0;3.6612000000000027;0;2;0;6
ligand15845-0;-1.2928000000000002;1;0;1;3
ligand15846-0;2.7823;0;1;0;3
ligand15847-0;3.8682000000000016;0;2;0;5
ligand15848-0;1.9342;0;0;0;3
ligand15849-0;1.3770999999999998;2;3;2;11
ligand15850-0;7.793890000000006;1;3;0;14
ligand15851-0;3.208190000000001;1;2;0;5
ligand15852-0;1.3884;0;1;0;3
ligand15853-0;-0.4796000000000001;0;0;0;2
ligand15854-0;4.517100000000002;0;4;0;2
ligand15855-0;5.770890000000003;1;2;0;8
ligand15856-0;0.4177199999999999;1;1;0;1
ligand15857-0;1.6856;1;1;1;7
ligand15858-0;3.8382900000000015;2;0;1;9
ligand15859-0;-0.7555300000000003;3;0;3;18
ligand15860-0;6.514500000000005;0;2;0;10
ligand15861-0;5.127700000000006;2;3;2;3
ligand15862-0;2.0428999999999995;0;2;0;2
ligand15863-0;2.3210999999999995;0;1;0;7
ligand15864-0;3.1821600000000005;0;2;0;6
ligand15865-0;3.6798900000000003;0;0;0;11
ligand15866-0;4.079200000000002;0;3;0;5
ligand15867-0;4.384200000000001;0;0;0;6
ligand15868-0;4.9509000000000025;0;4;0;3
ligand15869-0;2.5105200000000005;0;2;0;10
ligand15870-0;0.6787;0;1;0;4
ligand15871-0;3.5294000000000025;0;4;0;9
ligand15872-0;3.281390000000002;1;1;0;7
ligand15873-0;6.141300000000004;0;3;0;11
ligand15874-0;2.673700000000001;0;2;0;5
ligand15875-0;6.000180000000003;2;0;0;10
ligand15876-0;5.446200000000002;0;2;0;6
ligand15877-0;1.7619999999999998;0;1;0;3
ligand15878-0;1.76459;1;0;0;4
ligand15879-0;3.7601400000000007;0;1;0;7
ligand15880-0;3.121900000000001;0;1;0;6
ligand15881-0;0.8303999999999998;0;2;0;9
ligand15882-0;2.5389999999999997;0;2;0;5
ligand15883-0;0.09164;0;2;0;4
ligand15884-0;3.102990000000002;1;0;0;6
ligand15885-0;2.1657899999999994;0;0;0;4
ligand15886-0;5.007150000000003;0;2;0;11
ligand15887-0;4.310400000000002;0;2;0;7
ligand15888-0;0.07699999999999979;1;0;1;2
ligand15889-0;2.7055800000000003;2;1;0;4
ligand15890-0;3.1259900000000016;0;1;0;8
ligand15891-0;3.2185000000000006;1;2;0;3
ligand15892-0;2.3258100000000006;1;1;0;7
ligand15893-0;4.482790000000004;4;1;0;5
ligand15894-0;6.564150000000005;2;1;2;10
ligand15895-0;5.694420000000005;0;4;0;12
ligand15896-0;4.918200000000003;0;5;0;4
ligand15897-0;3.1296;0;2;0;2
ligand15898-0;2.5151900000000005;1;1;0;4
ligand15899-0;1.8879;0;1;0;2
ligand15900-0;2.1873;0;2;0;3
ligand15901-0;4.282000000000003;0;2;0;4
ligand15902-0;7.268600000000003;0;6;0;5
ligand15903-0;3.615400000000003;2;0;2;10
ligand15904-0;8.474290000000003;0;2;0;4
ligand15905-0;3.304800000000001;2;0;0;4
ligand15906-0;2.3122;0;3;0;4
ligand15907-0;7.813760000000006;0;3;0;4
ligand15908-0;8.625900000000005;0;2;0;6
ligand15909-0;2.519;0;3;0;4
ligand15910-0;1.3122999999999998;0;1;0;6
ligand15911-0;2.0218;2;0;2;4
ligand15912-0;2.6040900000000002;1;2;0;2
ligand15913-0;4.076000000000003;0;3;0;10
ligand15914-0;6.970690000000005;2;1;1;2
ligand15915-0;7.556100000000008;0;4;0;13
ligand15916-0;5.742800000000005;1;4;1;13
ligand15917-0;2.2720400000000005;0;2;0;8
ligand15918-0;3.4102000000000023;0;3;0;11
ligand15919-0;2.9762900000000014;3;0;0;0
ligand15920-0;2.71692;0;1;0;3
ligand15921-0;0.7928;0;0;0;2
ligand15922-0;2.8728000000000025;0;2;0;6
ligand15923-0;4.307240000000002;2;1;0;6
ligand15924-0;2.5955900000000014;1;1;0;8
ligand15925-0;2.4068899999999998;0;1;0;3
ligand15926-0;5.306960000000003;3;1;1;6
ligand15927-0;4.995900000000003;0;4;0;8
ligand15928-0;1.7289;0;0;0;3
ligand15929-0;2.976490000000001;2;3;0;0
ligand15930-0;3.3449100000000014;0;2;0;4
ligand15931-0;2.46082;0;1;0;6
ligand15932-0;2.790890000000001;0;0;0;6
ligand15933-0;4.4033900000000035;3;0;0;3
ligand15934-0;2.7419900000000013;2;0;0;0
ligand15935-0;6.108390000000004;1;4;0;4
ligand15936-0;4.705800000000003;0;2;0;6
ligand15937-0;5.247090000000004;1;3;0;5
ligand15938-0;6.810400000000008;1;4;1;12
ligand15939-0;3.3364900000000013;1;1;0;2
ligand15940-0;2.767990000000001;1;2;0;4
ligand15941-0;4.521890000000002;0;4;0;0
ligand15942-0;1.0811799999999998;2;0;0;1
ligand15943-0;5.133400000000005;0;4;0;7
ligand15944-0;2.7299000000000007;0;1;0;8
ligand15945-0;4.798680000000002;0;2;0;6
ligand15946-0;3.588400000000002;0;1;0;8
ligand15947-0;5.299400000000004;0;1;0;6
ligand15948-0;1.3400999999999996;0;1;0;6
ligand15949-0;5.155240000000004;0;2;0;10
ligand15950-0;2.16169;1;0;0;7
ligand15951-0;-0.24139999999999995;0;0;0;5
ligand15952-0;5.709990000000004;0;2;0;11
ligand15953-0;1.77829;0;0;0;14
ligand15954-0;2.571200000000001;0;2;0;4
ligand15955-0;3.2764000000000024;0;0;0;13
ligand15956-0;3.4331000000000005;0;2;0;3
ligand15957-0;4.883490000000001;1;1;0;1
ligand15958-0;7.467400000000002;0;8;0;1
ligand15959-0;4.734860000000002;1;2;0;8
ligand15960-0;3.3386000000000013;0;2;0;4
ligand15961-0;3.7737000000000007;0;2;0;2
ligand15962-0;8.451600000000006;0;2;0;23
ligand15963-0;11.753599999999993;0;4;0;11
ligand15964-0;1.5169;0;0;0;6
ligand15965-0;-0.40169999999999995;1;1;0;4
ligand15966-0;4.092490000000002;1;2;0;3
ligand15967-0;2.03829;1;0;0;0
ligand15968-0;-1.0518000000000003;1;0;1;3
ligand15969-0;1.6025999999999996;0;1;0;2
ligand15970-0;-0.5159;0;0;0;0
ligand15971-0;3.179290000000001;5;0;5;9
ligand15972-0;1.1961099999999998;0;1;0;9
ligand15973-0;2.7497;0;5;0;9
ligand15974-0;2.7514000000000003;0;0;0;6
ligand15975-0;2.6019000000000005;0;2;0;4
ligand15976-0;4.5314900000000025;1;2;0;4
ligand15977-0;-0.24560000000000082;0;3;0;5
ligand15978-0;1.3077899999999998;1;1;0;4
ligand15979-0;1.6599799999999998;2;0;2;15
ligand15980-0;2.6310900000000013;2;0;0;0
ligand15981-0;2.413100000000001;1;1;0;4
ligand15982-0;0.5288999999999999;1;0;1;0
ligand15983-0;4.555600000000002;0;2;0;12
ligand15984-0;3.0375000000000005;0;1;0;1
ligand15985-0;8.064200000000007;2;1;2;14
ligand15986-0;2.2456899999999997;1;2;0;2
ligand15987-0;2.822;0;2;0;3
ligand15988-0;4.530300000000001;0;3;0;12
ligand15989-0;2.6772800000000005;3;0;0;1
ligand15990-0;7.249220000000006;1;2;0;8
ligand15991-0;1.9873999999999996;1;2;1;1
ligand15992-0;1.4606;1;2;1;6
ligand15993-0;2.1651999999999996;0;2;0;2
ligand15994-0;6.522940000000005;0;1;0;21
ligand15995-0;1.6805899999999994;1;1;0;4
ligand15996-0;4.061880000000001;0;3;0;7
ligand15997-0;5.8605000000000045;0;0;0;18
ligand15998-0;-0.49350000000000005;0;0;0;2
ligand15999-0;9.229800000000001;0;1;0;8
ligand16000-0;4.8823000000000025;1;1;0;7
ligand16001-0;9.14579;1;0;0;24
ligand16002-0;5.613800000000004;7;2;2;4
ligand16003-0;3.1280600000000005;0;3;0;6
ligand16004-0;1.43479;0;0;0;1
ligand16005-0;2.6233900000000006;1;1;0;1
ligand16006-0;-0.2229199999999999;2;0;0;7
ligand16007-0;2.1782999999999992;0;3;0;4
ligand16008-0;8.365720000000007;1;6;0;9
ligand16009-0;2.761090000000001;1;2;0;3
ligand16010-0;2.5040900000000006;3;0;2;5
ligand16011-0;3.491900000000002;0;2;0;9
ligand16012-0;2.3651900000000006;0;1;0;1
ligand16013-0;5.1140000000000025;0;3;0;3
ligand16014-0;2.271;0;2;0;2
ligand16015-0;6.011890000000006;0;4;0;5
ligand16016-0;5.640000000000005;0;4;0;7
ligand16017-0;2.721800000000001;0;2;0;4
ligand16018-0;2.7592000000000008;0;3;0;3
ligand16019-0;5.577600000000004;0;2;0;8
ligand16020-0;3.4714800000000015;2;0;2;5
ligand16021-0;5.148200000000004;0;1;0;12
ligand16022-0;1.18809;1;1;0;2
ligand16023-0;1.1880899999999999;1;1;0;2
ligand16024-0;3.8820000000000006;0;2;0;10
ligand16025-0;1.6540899999999998;0;0;0;3
ligand16026-0;1.0690899999999997;1;2;0;3
ligand16027-0;2.891400000000001;0;4;0;10
ligand16028-0;3.7310700000000026;0;2;0;7
ligand16029-0;2.394990000000001;0;0;0;4
ligand16030-0;2.891960000000002;4;0;0;10
ligand16031-0;4.5355000000000025;2;0;2;5
ligand16032-0;3.9178900000000025;1;2;0;5
ligand16033-0;7.001000000000006;0;1;0;18
ligand16034-0;2.0153999999999996;1;2;0;8
ligand16035-0;4.079990000000002;4;1;1;3
ligand16036-0;7.284000000000005;0;1;0;16
ligand16037-0;2.923399999999999;0;2;0;7
ligand16038-0;1.7455999999999996;0;2;0;2
ligand16039-0;4.022940000000001;0;3;0;8
ligand16040-0;2.42;1;2;0;0
ligand16041-0;0.8787;0;0;0;4
ligand16042-0;3.967400000000004;0;3;0;10
ligand16043-0;4.389390000000002;3;2;0;8
ligand16044-0;3.3678000000000017;1;1;1;1
ligand16045-0;2.3235900000000003;1;2;0;3
ligand16046-0;2.0055899999999998;1;2;0;4
ligand16047-0;6.183600000000005;1;4;1;6
ligand16048-0;2.7777000000000003;0;0;0;7
ligand16049-0;3.2996299999999996;0;2;0;7
ligand16050-0;4.663990000000003;1;2;1;6
ligand16051-0;2.2577200000000004;0;2;0;2
ligand16052-0;-0.83952;0;0;0;0
ligand16053-0;4.456980000000002;2;1;0;12
ligand16054-0;3.6896700000000022;1;1;0;3
ligand16055-0;1.2123;0;1;0;7
ligand16056-0;3.927790000000001;0;1;0;10
ligand16057-0;4.146370000000002;1;2;0;6
ligand16058-0;2.7544000000000004;0;2;0;3
ligand16059-0;1.1730999999999998;0;0;0;6
ligand16060-0;9.37056;0;4;0;13
ligand16061-0;2.5909200000000006;0;2;0;7
ligand16062-0;7.151200000000007;0;5;0;9
ligand16063-0;-0.5868100000000005;1;1;0;18
ligand16064-0;2.5937600000000005;0;0;0;5
ligand16065-0;2.9801900000000012;1;2;0;6
ligand16066-0;1.3551;0;1;0;1
ligand16067-0;-0.10929999999999984;0;1;0;1
ligand16068-0;-0.382;0;1;0;2
ligand16069-0;3.7224400000000015;2;2;2;7
ligand16070-0;1.76908;2;1;0;8
ligand16071-0;3.1151800000000005;0;0;0;6
ligand16072-0;1.8560999999999996;0;2;0;3
ligand16073-0;9.542689999999999;5;0;5;0
ligand16074-0;0.4785999999999999;0;0;0;4
ligand16075-0;5.386300000000005;0;2;0;10
ligand16076-0;4.599700000000003;0;2;0;5
ligand16077-0;5.441400000000005;0;4;0;9
ligand16078-0;1.7289;0;1;0;3
ligand16079-0;3.7326000000000015;1;3;0;6
ligand16080-0;8.308600000000006;5;1;5;1
ligand16081-0;-0.6749000000000003;0;0;0;6
ligand16082-0;1.83649;3;0;2;6
ligand16083-0;3.096280000000001;0;1;0;3
ligand16084-0;2.0264999999999995;1;3;0;5
ligand16085-0;4.340300000000004;0;3;0;4
ligand16086-0;5.067800000000003;0;3;0;7
ligand16087-0;1.8394899999999998;0;0;0;3
ligand16088-0;0.7248999999999999;1;2;0;4
ligand16089-0;3.916000000000003;0;3;0;4
ligand16090-0;1.6688799999999997;1;1;0;5
ligand16091-0;2.642800000000001;0;3;0;4
ligand16092-0;4.268300000000002;1;3;0;8
ligand16093-0;3.6818000000000017;1;1;0;4
ligand16094-0;0.6028899999999997;1;0;0;8
ligand16095-0;3.4306900000000002;2;0;0;4
ligand16096-0;2.0155000000000003;0;2;0;4
ligand16097-0;2.1795;1;1;0;0
ligand16098-0;1.9167999999999996;0;3;0;5
ligand16099-0;8.897090000000004;1;4;0;7
ligand16100-0;3.6291800000000016;0;1;0;12
ligand16101-0;2.8326900000000013;1;1;0;2
ligand16102-0;7.784500000000007;0;6;0;8
ligand16103-0;4.069390000000002;1;0;0;7
ligand16104-0;3.5551000000000013;0;4;0;2
ligand16105-0;6.547690000000006;1;2;0;13
ligand16106-0;1.4240000000000002;0;1;0;2
ligand16107-0;3.5529100000000016;1;1;0;3
ligand16108-0;3.3314000000000012;0;4;0;6
ligand16109-0;1.9009800000000001;2;2;0;2
ligand16110-0;2.0397;0;2;0;4
ligand16111-0;4.9048900000000035;1;0;0;10
ligand16112-0;2.6724000000000006;0;2;0;2
ligand16113-0;3.3535;0;2;0;5
ligand16114-0;-1.9042000000000001;0;0;0;5
ligand16115-0;6.1852000000000045;2;2;0;0
ligand16116-0;0.9555;0;1;0;2
ligand16117-0;6.097980000000004;0;4;0;9
ligand16118-0;1.7890399999999997;0;1;0;2
ligand16119-0;2.5686100000000005;1;2;0;6
ligand16120-0;-0.6436100000000002;1;1;0;5
ligand16121-0;3.1788000000000007;1;1;0;3
ligand16122-0;2.7747900000000003;1;1;0;4
ligand16123-0;3.0984000000000016;0;2;0;6
ligand16124-0;6.145290000000005;3;1;2;6
ligand16125-0;2.998890000000001;0;2;0;3
ligand16126-0;4.004390000000002;3;0;1;4
ligand16127-0;5.840200000000004;0;2;0;9
ligand16128-0;3.386800000000002;0;2;0;4
ligand16129-0;2.7854400000000004;0;2;0;5
ligand16130-0;1.3797;0;0;0;1
ligand16131-0;2.7830000000000004;0;3;0;0
ligand16132-0;2.4144000000000005;0;1;0;8
ligand16133-0;3.759190000000002;5;0;4;1
ligand16134-0;4.064640000000001;1;3;0;4
ligand16135-0;-0.7704;0;0;0;0
ligand16136-0;3.996780000000001;0;0;0;10
ligand16137-0;-0.22250000000000025;0;1;0;9
ligand16138-0;12.810999999999982;0;6;0;5
ligand16139-0;0.7222000000000001;0;1;0;3
ligand16140-0;2.13772;0;2;0;6
ligand16141-0;0.7643000000000001;0;1;0;3
ligand16142-0;3.460400000000001;0;2;0;4
ligand16143-0;4.9760000000000035;0;4;0;7
ligand16144-0;4.9749900000000045;5;0;0;8
ligand16145-0;5.661400000000002;1;0;1;0
ligand16146-0;0.999;1;0;1;4
ligand16147-0;6.323200000000005;5;2;4;8
ligand16148-0;0.8399400000000001;0;0;0;14
ligand16149-0;3.499790000000001;1;0;0;10
ligand16150-0;2.4047;0;2;0;6
ligand16151-0;2.6849000000000007;2;2;0;2
ligand16152-0;6.841200000000006;1;0;1;9
ligand16153-0;5.174300000000003;1;2;0;7
ligand16154-0;0.55818;2;0;1;4
ligand16155-0;1.8399;0;1;0;1
ligand16156-0;6.1189700000000045;5;0;0;8
ligand16157-0;4.166190000000004;1;2;1;11
ligand16158-0;0.64009;1;0;1;4
ligand16159-0;1.6272899999999995;1;1;0;3
ligand16160-0;2.4591000000000003;0;2;0;2
ligand16161-0;3.898900000000002;2;2;0;11
ligand16162-0;4.287700000000003;0;1;0;10
ligand16163-0;0.8340799999999999;2;0;0;7
ligand16164-0;4.113120000000002;2;2;1;4
ligand16165-0;4.1079000000000025;0;1;0;10
ligand16166-0;4.1079000000000025;0;1;0;10
ligand16167-0;6.604600000000006;1;3;0;11
ligand16168-0;2.3992999999999998;0;2;0;4
ligand16169-0;5.555800000000006;1;2;0;9
ligand16170-0;4.686800000000004;1;3;1;10
ligand16171-0;3.7753600000000023;1;2;0;5
ligand16172-0;2.636700000000001;3;0;3;0
ligand16173-0;4.723290000000003;1;0;0;1
ligand16174-0;5.167290000000002;1;2;0;6
ligand16175-0;3.726890000000002;1;0;1;8
ligand16176-0;0.12638999999999984;1;0;0;2
ligand16177-0;3.790600000000001;0;1;0;0
ligand16178-0;0.7435999999999999;0;1;0;0
ligand16179-0;4.867700000000004;0;4;0;4
ligand16180-0;0.6777;0;0;0;4
ligand16181-0;2.33979;2;2;0;2
ligand16182-0;4.487400000000003;0;1;0;2
ligand16183-0;6.383290000000006;1;3;0;8
ligand16184-0;3.054000000000002;0;2;0;8
ligand16185-0;-0.8614;0;0;0;0
ligand16186-0;5.416070000000004;0;2;0;7
ligand16187-0;2.6691900000000004;1;1;0;1
ligand16188-0;6.1159900000000045;3;2;0;14
ligand16189-0;1.74047;2;1;0;2
ligand16190-0;3.6473900000000015;0;2;0;9
ligand16191-0;1.7847899999999999;1;0;0;4
ligand16192-0;7.376200000000003;1;4;0;4
ligand16193-0;0.6888899999999999;0;0;0;5
ligand16194-0;2.6118000000000006;0;4;0;3
ligand16195-0;4.122200000000002;2;2;2;4
ligand16196-0;11.542479999999989;0;6;0;11
ligand16197-0;3.008890000000001;1;2;0;4
ligand16198-0;0.9150999999999998;0;2;0;1
ligand16199-0;0.0676;1;1;0;1
ligand16200-0;-0.026800000000000157;0;0;0;15
ligand16201-0;2.7982900000000006;0;1;0;4
ligand16202-0;4.912300000000004;0;3;0;7
ligand16202-1;4.912300000000004;0;3;0;7
ligand16203-0;1.2432999999999998;0;2;0;7
ligand16204-0;5.286740000000003;0;3;0;4
ligand16205-0;9.10718;2;4;0;9
ligand16206-0;2.1339999999999995;1;2;1;4
ligand16207-0;8.340600000000006;2;0;2;13
ligand16208-0;5.441180000000002;5;0;1;2
ligand16209-0;5.308100000000004;0;3;0;10
ligand16210-0;5.021400000000005;0;0;0;17
ligand16211-0;3.9502000000000024;0;3;0;1
ligand16212-0;1.63309;0;1;0;2
ligand16213-0;4.676870000000004;1;1;0;10
ligand16214-0;0.38436000000000003;1;0;1;2
ligand16215-0;0.5562900000000001;0;0;0;4
ligand16216-0;1.1668999999999998;0;1;0;6
ligand16217-0;0.24059999999999976;0;2;0;5
ligand16218-0;7.1824000000000074;0;5;0;8
ligand16219-0;1.8602999999999998;0;2;0;3
ligand16220-0;6.97089000000001;0;6;0;8
ligand16221-0;0.5516000000000001;0;1;0;3
ligand16222-0;4.2406000000000015;0;3;0;6
ligand16223-0;1.8403999999999998;0;0;0;2
ligand16224-0;2.21938;2;0;0;10
ligand16225-0;-1.3669300000000004;0;1;0;2
ligand16226-0;3.951400000000003;0;3;0;5
ligand16227-0;3.264500000000001;0;3;0;12
ligand16228-0;0.6028899999999998;1;0;0;8
ligand16229-0;6.321890000000003;1;3;0;6
ligand16230-0;5.600380000000005;5;3;0;6
ligand16231-0;5.6144900000000035;0;3;0;7
ligand16232-0;5.343100000000005;0;4;0;10
ligand16233-0;5.572500000000004;2;3;1;6
ligand16234-0;1.85019;1;0;0;4
ligand16235-0;4.109020000000001;0;4;0;5
ligand16236-0;3.9356000000000035;0;4;0;12
ligand16237-0;4.167490000000002;1;0;0;3
ligand16238-0;8.281500000000007;0;8;0;8
ligand16239-0;3.0686;0;2;0;3
ligand16240-0;1.3536899999999998;1;2;0;2
ligand16241-0;0.9182999999999998;0;0;0;4
ligand16242-0;1.9313999999999998;0;2;0;2
ligand16243-0;1.51618;2;1;0;6
ligand16244-0;6.700380000000004;2;0;0;12
ligand16245-0;4.284400000000003;0;2;0;11
ligand16246-0;8.9654;0;3;0;16
ligand16247-0;-1.8051000000000004;0;0;0;7
ligand16248-0;3.6572900000000015;2;0;1;2
ligand16249-0;5.709400000000004;1;5;0;5
ligand16250-0;3.717200000000002;0;1;0;6
ligand16251-0;4.476400000000003;2;0;0;14
ligand16252-0;3.967690000000002;1;4;0;3
ligand16253-0;2.0556199999999993;0;1;0;4
ligand16254-0;-0.07639999999999997;0;1;0;4
ligand16255-0;8.892199999999999;0;6;0;5
ligand16256-0;1.33099;1;1;0;3
ligand16257-0;2.6327000000000007;0;4;0;3
ligand16258-0;4.4128000000000025;0;5;0;2
ligand16259-0;0.20429;0;0;0;0
ligand16260-0;7.972600000000006;0;5;0;6
ligand16261-0;3.199300000000001;1;2;1;4
ligand16262-0;4.309620000000003;0;3;0;4
ligand16263-0;5.2042800000000025;5;0;2;1
ligand16264-0;5.046400000000003;0;3;0;6
ligand16265-0;4.002300000000002;0;3;0;7
ligand16266-0;4.880190000000003;2;3;0;7
ligand16267-0;7.040500000000006;2;2;1;8
ligand16268-0;4.032390000000003;2;2;0;3
ligand16269-0;2.8581400000000006;2;1;1;11
ligand16270-0;2.39579;0;0;0;1
ligand16271-0;3.8391400000000013;0;2;0;5
ligand16272-0;4.857600000000005;0;0;0;14
ligand16273-0;3.3100900000000015;2;1;0;5
ligand16274-0;7.602100000000009;0;2;0;18
ligand16275-0;3.7806900000000017;2;1;0;2
ligand16276-0;2.9063000000000017;0;1;0;8
ligand16277-0;4.793390000000003;2;2;0;3
ligand16278-0;0.03770000000000007;1;0;1;2
ligand16279-0;2.0114999999999994;0;2;0;1
ligand16280-0;4.468230000000004;1;2;0;11
ligand16281-0;1.7374;0;1;0;5
ligand16282-0;2.1114200000000003;0;1;0;8
ligand16283-0;5.762220000000004;0;2;0;5
ligand16284-0;3.675360000000003;4;0;0;12
ligand16285-0;3.142400000000001;0;2;0;2
ligand16286-0;2.73322;2;1;0;8
ligand16287-0;1.64829;3;1;0;0
ligand16288-0;6.177690000000005;0;2;0;9
ligand16289-0;6.557790000000009;5;0;4;8
ligand16290-0;4.922640000000002;0;3;0;8
ligand16291-0;2.29809;1;1;0;3
ligand16292-0;1.3922;0;1;0;1
ligand16293-0;4.202900000000002;0;4;0;1
ligand16294-0;7.848780000000005;4;0;0;9
ligand16295-0;4.080900000000002;1;1;1;2
ligand16296-0;1.6348799999999999;0;4;0;8
ligand16297-0;0.9170900000000001;2;0;1;1
ligand16298-0;3.811890000000001;2;1;0;1
ligand16299-0;3.239200000000001;0;3;0;10
ligand16300-0;-0.5637300000000002;1;0;1;1
ligand16301-0;-1.8592999999999993;2;0;2;2
ligand16302-0;1.01526;0;0;0;2
ligand16303-0;1.4821799999999998;0;0;0;6
ligand16304-0;0.9714999999999998;0;1;0;4
ligand16305-0;1.8396999999999994;0;3;0;1
ligand16306-0;4.379800000000003;0;4;0;4
ligand16307-0;8.039800000000007;0;0;0;5
ligand16308-0;4.945800000000004;0;4;0;11
ligand16309-0;2.24409;1;2;0;3
ligand16310-0;2.18438;1;2;0;3
ligand16311-0;2.541990000000001;1;1;0;3
ligand16312-0;2.05086;0;0;0;4
ligand16313-0;6.993890000000006;0;2;0;9
ligand16314-0;5.866720000000004;0;4;0;10
ligand16315-0;7.340190000000006;1;3;0;3
ligand16316-0;2.929190000000001;1;0;0;15
ligand16317-0;0.8461000000000001;0;1;0;4
ligand16318-0;0.45089999999999997;0;0;0;2
ligand16319-0;2.3367900000000006;1;0;0;5
ligand16320-0;1.7756899999999998;0;0;0;3
ligand16321-0;3.3896000000000015;0;3;0;8
ligand16322-0;3.322090000000003;0;3;0;9
ligand16323-0;4.584890000000003;1;2;0;5
ligand16324-0;5.183840000000004;1;2;0;5
