name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds;exact_cone_angle;buried_volume;solid_angle;solid_cone_angle;G_parameter;sasa_area_stable;sasa_volume_stable;sasa_area_free;sasa_volume_free;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand8670-0;0.7483000000000001;0;1;0;4;177.83665025639533;0.2631091595229221;3.733110098949768;132.11030599362684;29.70714626770651;344.0114833538215;497.7649003162125;338.5516260605193;487.9838743262436;-421.603951886;8.3284;0.233;-0.394;0.0122281138404934;0.9877718861595066;0.0;0.0;-0.161;0.6496897068264498;0.3503102931735502;0.0;0.0;-421.631717256;3.7017;0.024;-0.44;0.1726273086367033;0.8157360948008968;0.0116365965623999;0.0;-0.182;0.0011496655518394;0.9336329431438128;0.0652173913043478;0.0;97.41;1286.285;3380.0395;0.2393360387481459;0.798191239518076
ligand8672-0;-1.0626;0;0;0;3;155.32158697774278;0.2475016306373462;3.200094378955065;121.2282235770596;25.46554193856437;215.2284437321607;270.9894219301935;209.81829815854385;263.6258275716305;-210.224476116;2.5254;0.272;-0.242;0.1283868278449353;0.8532721967486453;0.0183409754064193;0.0;0.03;0.9241681975913452;0.0634823433353745;0.0123494590732802;0.0;-210.237459659;3.3125;0.297;-0.268;0.1528235779060181;0.8318219291014015;0.0153544929925803;0.0;0.029;0.9244439825400124;0.0755560174599875;0.0;0.0;35.73;599.018;3513.4396;0.334412458445337;0.8016389472643642
ligand8673-0;1.93088;2;0;0;8;206.5334012332592;0.3797521431233693;5.360158084749735;163.1048576259244;42.65478274709534;491.662657831906;763.3975523094792;492.5329381261282;765.4730983520737;-725.753192856;2.9105;0.204;-0.178;0.4470289701839712;0.5529710298160286;0.0;0.0;0.026;0.1961910841578891;0.7784870730928822;0.0253218427492286;0.0;-725.772055107;4.3634;0.235;-0.222;0.4470916505687916;0.5529083494312085;0.0;0.0;0.013;0.1325274481534878;0.8549406676278142;0.012531884218698;0.0;171.94;2162.129;3206.2124;;
ligand8674-0;1.2175;0;1;0;3;203.98282837093893;0.3208686638091688;5.174152598972972;159.66714294191374;41.17459812191629;367.3002694320296;548.1730905518652;374.7895032029695;557.756457851435;-903.275388582;10.0588;0.073;0.073;-0.0113916256157635;0.9924055829228244;0.0189860426929392;0.0;0.168;0.0;1.0;0.0;0.0;-903.297021557;8.2249;0.0999999999999999;0.042;0.0;1.0;0.0;0.0;0.17;0.0;0.9892495564137356;0.0107504435862644;0.0;149.47;1298.962;3169.7379;0.509036522308136;0.5362677837176698
ligand8675-0;9.163380000000002;2;3;0;16;308.654529490893;0.6496633898620947;9.632284080654747;244.42022592996105;76.65128123507878;810.2846921910442;1497.1600726198567;838.5749042879113;1502.8300696614826;-1630.78362709;2.8355;0.154;-0.196;0.4386438291881744;0.5613561708118254;0.0;0.0;-0.042;0.0;0.9333051474474156;0.0666948525525843;0.0;-1630.81143664;4.8547;0.184;-0.226;0.4374639103822612;0.5625360896177387;0.0;0.0;-0.042;0.0;0.9286458333333332;0.0713541666666666;0.0;439.14;5134.427;3216.2903;;
ligand8677-0;0.1942899999999999;1;0;0;4;166.54907674490514;0.2663937290346627;3.6271069726468816;129.98612502760153;28.86360019099156;306.08020853064306;427.702801428285;302.160013818741;420.55310971818415;-454.77723487;2.7488;0.259;-0.238;0.415993283660405;0.5615489558190786;0.0224577605205163;0.0;0.034;0.034932614555256;0.965067385444744;0.0;0.0;-454.779011651;0.1214;0.274;-0.247;0.0;0.979247996712554;0.020752003287446;0.0;0.045;0.046356254496865;0.9536437455031348;0.0;0.0;78.3;1120.009;3228.713;0.2664616782348058;0.7446553398739879
ligand8678-0;3.369900000000002;1;0;1;0;126.09843993407742;0.2014244781960492;2.585076240499639;107.8884753985178;20.57138309724653;387.33995254702006;624.0521588894061;387.949949541947;624.9377474705024;-1547.72401037;1.422;0.237;-0.223;0.027273692030139;0.972726307969861;0.0;0.0;0.032;0.1826854036311418;0.7656169863575749;0.0516976100112831;0.0;-1547.72444111;1.2211;0.238;-0.224;0.0251679641676442;0.9748320358323558;0.0;0.0;0.032;0.2154725367763784;0.7535188908879247;0.0310085723356969;0.0;148.92;1867.964;3044.9074;0.5128342723553272;0.5932587760490011
ligand8679-0;3.041180000000001;2;1;0;4;209.73312066877455;0.3634457696608274;5.198153306815135;160.11169203714394;41.36558968645552;466.5535610354441;729.6286391997123;460.84368741105214;722.289192706059;-728.182979592;4.8312;0.159;-0.202;0.4145150791928834;0.5594489043176394;0.0260360164894771;0.0;-0.043;0.0;0.9481530198399648;0.051846980160035;0.0;-728.186228151;4.8374;0.1659999999999999;-0.214;0.4037537705284326;0.5800469221316054;0.016199307339962;0.0;-0.048;0.0;0.9641434262948207;0.0358565737051792;0.0;206.81;2128.747;3137.1899;0.2779800063317841;0.7713610420731998
ligand8680-0;2.61249;0;0;0;0;154.54237110293096;0.3332207417070443;3.901115053844909;135.44184785072318;31.04408721948113;260.6353478981573;359.6874042950517;263.665158984852;363.86103538663065;-812.815583007;2.216;0.258;-0.02;0.1502777206336144;0.8141328944661593;0.0355893849002262;0.0;0.238;-0.181808764114783;1.181808764114783;0.0;0.0;-812.818678077;1.1393;0.252;-0.038;0.1119249020012378;0.84186094491438;0.046214153084382;0.0;0.214;-0.0989809302794874;1.0600343053173242;0.0389466249621632;0.0;37.65;829.606;1381.1529;0.4362945846102486;0.8781963732038077
ligand8681-0;2.914690000000001;1;2;0;5;179.7411906636301;0.3282880637346254;4.238124993128615;142.01050697133996;33.7259271048862;493.6935408824348;806.1431226567603;493.353518908229;806.5069667151785;-1108.57230492;5.2946;0.1879999999999999;-0.359;0.0749038989566172;0.9250961010433828;0.0;0.0;-0.171;0.0409956076134699;0.9024664939745468;0.0565378984119833;0.0;-1108.5740948;5.4987;0.188;-0.362;0.0666016894087069;0.9333983105912932;0.0;0.0;-0.174;0.0282669138090824;0.9101019462465244;0.0616311399443929;0.0;220.29;2599.903;3231.5418;0.5550968280618116;0.6636111556898258
ligand8682-0;1.8588;0;1;0;6;249.5707440339704;0.4421414927320164;5.69416793555317;169.24181448739685;45.312748686933;433.5605975753379;647.6236560586017;407.3211770978284;622.9476938271632;-612.454075294;7.3712;0.146;-0.034;0.0;0.9654368108566582;0.0345631891433418;0.0;0.112;0.0424391812238774;0.9182295573893474;0.0393312613867752;0.0;-612.462243457;5.1927;0.15;-0.038;0.0;0.9539928736114022;0.0460071263885977;0.0;0.112;0.0402268107414143;0.9198673371135124;0.0399058521450732;0.0;167.32;1411.045;3455.4456;0.2387406092670231;0.8139831172018698
ligand8683-0;1.4206;0;1;0;7;235.701347814153;0.4069022549385017;5.049148912295039;157.34661169073152;40.17985038994112;436.8309597238669;651.6724167336627;434.79102838908005;649.5951350523561;-613.019001642;1.0589;0.176;-0.221;0.1488541207580432;0.8180916703393565;0.0330542089026002;0.0;-0.045;0.0163003470396466;0.9276474918498264;0.0560521611105268;0.0;-613.022935666;0.9209;0.176;-0.219;0.1646367521367521;0.7963675213675214;0.0389957264957264;0.0;-0.043;0.017154283308777;0.9267522626815408;0.0560934540096821;0.0;154.2;1729.004;3679.6793;0.1277863940064676;0.9215881576972044
ligand8684-0;3.0418000000000003;0;3;0;3;155.40655645337998;0.2384690644800596;3.182093848073443;120.85110625888022;25.322298265159954;464.8431897961976;715.0605953332561;463.4232326035056;712.7451917647446;-743.065792237;4.2355;0.207;-0.239;0.0;1.0;0.0;0.0;-0.029;0.0;1.0;0.0;0.0;-743.06876135;4.2395;0.204;-0.236;0.0;1.0;0.0;0.0;-0.032;0.017432299090012;0.9416730621642364;0.0408946387457515;0.0;185.01;2122.622;3217.3246;;
ligand8685-0;3.7436500000000015;1;2;0;6;239.25236279084945;0.4225505497577339;6.79320034882555;189.3118037393421;54.05857074645871;533.9023540469448;856.3789783235401;533.122289917162;859.3329513481922;-935.444342456;12.214;0.104;-0.027;0.2149482887301418;0.7614884316025162;0.0235632796673419;0.0;0.077;0.056006222913657;0.864207134126014;0.0797866429603289;0.0;-935.47086391;11.8466;0.1129999999999999;-0.039;0.0;0.9539971375996728;0.0460028624003271;0.0;0.074;0.0885285416894927;0.8652350169825791;0.0462364413279281;0.0;254.05;2608.31;3104.0995;;
ligand8686-0;2.514;2;2;0;1;179.3784937732821;0.3329412038762579;4.46813177661601;146.41879915542094;35.55626293172052;523.6364267116353;849.3259322175297;526.966201371301;854.9196099496885;-1217.43586772;8.1798;0.078;0.055;0.0;0.9696757639374854;0.0303242360625145;0.0;0.133;0.0;1.0;0.0;0.0;-1217.45484996;6.2429;0.084;0.049;0.0;0.9729666744348636;0.0270333255651363;0.0;0.133;0.0;1.0;0.0;0.0;313.06;2498.153;3110.6389;;
ligand8687-0;1.984;0;0;0;3;111.57262766713863;0.1777685892657473;2.139063086432776;97.46772657080004;17.022123189559125;266.56999592975524;358.0834493775375;267.5099782928343;359.6410585090034;-555.796429774;9.4084;0.138;0.019;0.0303427419354838;0.9579637096774194;0.0116935483870967;0.0;0.194;0.3349499209277807;0.6798102266736954;-0.014760147601476;0.0;-555.79633181;9.3384;0.141;0.016;0.0401412002017145;0.946747352496218;0.0131114473020675;0.0;0.192;0.3980838071172878;0.6164455674878923;-0.01452937460518;0.0;71.5;1161.238;3028.3542;0.0746439726842266;0.9569003829934494
ligand8688-0;3.009000000000001;1;2;0;3;176.75629773912647;0.2978766772269847;4.002118032680679;137.42559352256347;31.84784338691708;465.93292518174985;718.1761302012868;464.9830326616873;716.1294429441725;-764.098831933;1.5812;0.196;-0.247;0.0564851326867739;0.927208781839497;0.016306085473729;0.0;-0.051;0.0;0.9419023697717592;0.0580976302282406;0.0;-764.104407792;1.5469;0.198;-0.251;0.0650101745742744;0.9192460104958766;0.0157438149298489;0.0;-0.053;0.0;0.9441000427533134;0.0558999572466866;0.0;181.97;1570.518;3147.6852;0.2621960707680634;0.8664824416962812
ligand8689-0;-0.3010100000000001;1;0;0;3;133.8774613166357;0.2112781867312709;2.8250833189212687;113.21464711878376;22.481298742638867;366.92971888059424;545.8023103704635;367.2197169904113;546.4540416785571;-919.879926483;3.1409;0.143;-0.124;0.0;0.955988455988456;0.044011544011544;0.0;0.022;0.0;0.9841582108096916;0.0158417891903085;0.0;-919.882361937;2.3765;0.145;-0.127;0.0;0.9564179723980492;0.0435820276019508;0.0;0.021;0.0;0.9838308457711444;0.0161691542288557;0.0;131.34;1239.921;3164.0743;0.5013903319153784;0.5170950770411237
ligand8690-0;-0.7899000000000003;0;1;0;1;107.14637051427822;0.1738084699962728;2.037060078103584;94.96866053040686;16.21040904026739;223.2697177250378;288.0632128575074;223.5497160795353;288.3272298399472;-297.35086049;5.9195;0.2809999999999999;-0.303;0.2805077805077805;0.7194922194922194;0.0;0.0;-0.022;0.0707689114869772;0.9154301131057384;0.0138009754072844;0.0;-297.351280993;5.9176;0.282;-0.305;0.3058932618998558;0.6941067381001442;0.0;0.0;-0.023;0.0623897020658154;0.923076923076923;0.0145333748572614;0.0;43.3;587.153;3206.2717;0.284837604958926;0.7332278583190727
ligand8691-0;5.825590000000001;2;1;2;2;204.5419218540501;0.3811964219157659;5.014147880025218;156.69521526306673;39.901321024988064;477.2896000772586;769.8389483726111;505.1401520487504;801.6125865885218;-2491.50447536;9.4053;0.0719999999999999;0.139;0.0464135021097046;0.9182083739045764;0.0353781239857189;0.0;0.248;0.0;0.8797276060764798;0.1202723939235202;0.0;-2491.57518326;3.8069;0.119;0.099;0.0;0.9658092516142692;0.0341907483857309;0.0;0.218;0.9737279335410176;-0.0023883696780893;0.0286604361370716;0.0;224.03;2605.308;3100.0068;;
ligand8692-0;0.431;1;0;1;3;185.4036374706327;0.309168840849795;4.485132278004208;146.74252069622807;35.691548623269135;325.1199341013424;474.2464272103858;318.419959380614;467.131073989222;-385.557471969;1.3724;0.241;-0.205;0.1255520504731861;0.8182965299684543;0.0561514195583596;0.0;0.036;1.0084134615384617;-0.0084134615384615;0.0;0.0;-385.560183243;1.2453;0.245;-0.209;0.1399466666666667;0.8061866666666667;0.0538666666666666;0.0;0.036;0.985952303168899;0.0010889687465969;0.0129587280845039;0.0;93.25;1175.674;3506.7758;0.3005645844442527;0.8914759936923927
ligand8693-0;3.6519600000000025;2;1;2;1;205.10582793855824;0.5018985277674245;6.558193417871037;185.0171492879706;52.188445010345376;397.8222940125624;618.1869654550734;402.5220671098946;624.4771445303278;-580.695892614;1.1149;0.1679999999999999;-0.214;0.0247216035634743;0.9752783964365256;0.0;0.0;-0.046;0.0447925860547219;0.9275154457193292;0.0276919682259488;0.0;-580.740693266;0.353;0.204;-0.23;0.0360547945205479;0.9514520547945206;0.0124931506849315;0.0;-0.026;0.0;0.9443522513552384;0.0556477486447615;0.0;160.35;1591.177;3135.2122;0.2586037607320112;0.9505809469585564
ligand8694-0;8.796710000000004;1;5;0;9;271.22458575553054;0.6201022642564293;8.321245414776595;217.854499830142;66.2183670221232;801.6458509479789;1448.3536049548595;790.4460547414945;1439.1430725529765;-1915.54635069;9.6015;0.063;-0.014;0.2856234770632482;0.6819578345163683;0.0324186884203835;0.0;0.049;0.0;0.9520813165537272;0.047918683446273;0.0;-1915.58879647;4.7163;0.106;-0.052;0.250872185220425;0.713077492335342;0.036050322444233;0.0;0.054;-0.0323331292100428;1.0199632578077158;0.012369871402327;0.0;494.31;5193.644;3130.994;;
ligand8695-0;3.2372000000000014;0;2;0;4;149.4109267103969;0.1994851844949683;3.3160978001921864;123.64213977894966;26.38866783383734;439.7615898850403;665.3571145790098;440.3215413263076;666.1868325881471;-691.223187198;6.6936;0.106;-0.014;0.0838824390754105;0.8875640623365756;0.0285534985880138;0.0;0.234;0.9592073363550122;0.0139137767471276;0.0268788868978602;0.0;-691.229751578;7.1865;0.124;-0.032;0.1393097643097643;0.8239688552188552;0.0367213804713804;0.0;0.27;2.1236077963404933;-1.1499602227525858;0.0263524264120922;0.0;184.72;1898.483;3151.5333;0.1292129888875824;0.9311187751319072
ligand8696-0;8.029790000000007;3;2;2;6;280.47151414212595;0.7071841222512113;9.362276117430412;238.68806759292184;74.50262613401242;706.9326918005424;1266.1516137052618;692.332784546341;1243.532031477812;-1348.83676578;3.4276;0.071;0.011;0.2103350369108461;0.7517319704713231;0.0379329926178307;0.0;0.082;0.0122713864306784;0.9723893805309736;0.015339233038348;0.0;-1348.8471291;3.4082;0.088;-0.01;0.2473660100778745;0.7153000458085205;0.0373339441136051;0.0;0.078;0.0236851271334029;0.976314872866597;0.0;0.0;449.58;3967.919;3114.5978;;
ligand8697-0;6.433400000000007;2;2;2;10;215.38050844286855;0.4808458348863212;6.354187401212652;181.29495047886465;50.5650167117619;666.7325006769377;1204.181733059699;671.8021739030123;1206.9290019561763;-1720.22933388;0.8777;0.153;-0.049;0.1727772171768135;0.8272227828231865;0.0;0.0;0.133;0.4043966662640416;0.5956033337359584;0.0;0.0;-1720.24715029;1.1847;0.203;-0.098;0.1453831041257367;0.8546168958742633;0.0;0.0;0.105;0.0336134453781512;0.9546899841017488;0.0116965705200999;0.0;357.29;3672.111;3106.6492;;
ligand8698-0;2.3683900000000007;0;1;0;6;224.02786887110477;0.4020918747670518;6.280185218699316;179.94528494506744;49.9761260544326;363.3725359178078;555.6455845537286;364.8823582325383;556.9311756959365;-482.265317926;9.9344;0.049;0.212;0.0113453922722894;0.959862999036712;0.0287916086909986;0.0;0.261;0.7236218776916452;0.2763781223083548;0.0;0.0;-482.309004068;8.59;0.082;0.19;-0.0008544269998931;0.9571718466303536;0.0436825803695396;0.0;0.272;0.8514133333333334;0.1485866666666667;0.0;0.0;169.73;1624.905;3046.7058;0.4333016568198251;0.8516190626435837
ligand8699-0;2.05859;1;0;0;2;137.39731209820675;0.2268158311591502;2.933086504211002;115.55821698304358;23.340760783065413;330.8510399299616;484.5671314894102;325.6109034305276;476.29489209612814;-1121.54001036;10.4491;0.093;-0.191;0.0;0.9877057720358408;0.0122942279641592;0.0;-0.098;0.0108341222257284;0.9405701062375093;0.0485957715367623;0.0;-1121.54679254;6.1088;0.144;-0.21;0.0;0.9888040179972796;0.0111959820027205;0.0;-0.066;0.0108892921960072;0.9406426817550976;0.048468026048895;0.0;122.35;1249.183;3168.3795;0.2561381885268508;0.8652132074700624
ligand8700-0;2.392480000000001;2;0;2;1;169.54152346245766;0.3124767051807678;4.312127175641951;143.4348565145185;34.314817762215505;357.4205991164127;533.1121374000472;357.51054632415503;532.8527939575598;-445.665150775;2.7127;0.2009999999999999;-0.176;0.113388573920628;0.8494330571303969;0.0371783689489751;0.0;0.025;0.5366167023554604;0.4468950749464668;0.0164882226980728;0.0;-445.680243996;1.7518;0.214;-0.181;0.1349173121205777;0.8018630939920453;0.063219593887377;0.0;0.033;0.9501547657167254;0.0498452342832746;0.0;0.0;120.37;1583.246;3117.4755;0.1950282643073112;0.8507197576896496
ligand8701-0;5.179690000000004;0;4;0;4;201.151850749918;0.4227427320163995;5.452160798144693;164.7993909600178;43.38691707782906;558.4143412388347;924.6309234330608;564.6248394780879;924.5982648032674;-995.327482237;5.4305;0.101;-0.016;0.1195435408818967;0.8445601595391092;0.035896299578994;0.0;0.085;0.0;0.9471170249061754;0.0528829750938246;0.0;-995.355011578;5.2535;0.105;-0.027;0.0588108108108108;0.8955675675675675;0.0456216216216216;0.0;0.078;0.0;0.9759309228278468;0.0240690771721532;0.0;308.86;2499.937;3224.3695;;
ligand8702-0;6.001200000000004;0;5;0;8;276.4840323919031;0.5499266213194186;6.975205716628619;192.64659550478177;55.50692344421455;797.686638369396;1322.7842214565103;756.9965045732691;1283.9257691333628;-1965.88994887;0.5506;0.176;-0.209;0.0;0.9837321702227984;0.0162678297772014;0.0;-0.033;0.0;0.9534555712270804;0.0465444287729196;0.0;-1965.90512041;1.1279;0.176;-0.206;0.0;0.9853198182453689;0.0146801817546312;0.0;-0.03;0.0;0.9533541161528692;0.0466458838471308;0.0;410.0;4429.077;3495.0092;;
ligand8704-0;1.40949;0;0;0;7;204.93008617543043;0.4766527674245248;6.421189377272024;182.5170948411628;51.0982014961006;345.47818211405024;514.3463966527389;379.1090012482258;545.4921654187274;-533.178731677;9.2434;0.073;0.2;0.1814395557454079;0.7985903460059803;0.0199700982486117;0.0;0.273;0.5735556254587397;0.4264443745412604;0.0;0.0;-533.269500251;12.3205;0.101;0.132;0.2274763045516092;0.7531507134673472;0.0193729819810436;0.0;0.233;0.0431043415190135;0.9051911718992852;0.0517044865817013;0.0;159.69;1614.268;3074.3977;0.1239410456486183;0.8906731460777154
ligand8705-0;2.5676000000000005;0;0;0;21;309.5706008694555;0.8154351472232575;10.652314163946674;268.11317110179795;84.76842272799618;584.7517566450506;1075.667279981379;577.9613660086155;1045.500320660556;-1837.0907592;6.0172;0.175;-0.156;0.2073596277889394;0.7210531881146242;0.0715871840964365;0.0;0.071;0.6619641888225718;0.2931090613130765;0.0449267498643516;0.0;-1837.1597107;4.555;0.216;-0.192;0.1176992131220215;0.8002881524991686;0.0820126343788097;0.0;0.024;0.9873190438783526;0.0126809561216474;0.0;0.0;278.08;3564.167;3111.4774;;
ligand8706-0;3.564800000000002;0;3;0;5;273.3152658205971;0.5672579668281774;7.428219077149445;201.00026327154697;59.11188922489257;586.622712860311;958.0909382513316;561.1431455584382;926.5114107889964;-1657.04583566;7.6453;0.1149999999999999;-0.061;0.0428877005347593;0.9041711229946524;0.0529411764705882;0.0;0.054;0.0;0.8989565587734242;0.1010434412265758;0.0;-1657.07968969;6.1382;0.156;-0.089;0.0341070066470524;0.9218698921216084;0.0440231012313392;0.0;0.067;0.0;0.9441913439635536;0.0558086560364464;0.0;281.43;3078.872;3141.5038;;
ligand8707-0;7.976600000000004;0;3;0;6;277.6922542759691;0.6042151975400671;7.717227600748825;206.38635266087783;61.41174598121917;654.7534497629852;1097.1308521877215;653.8933452829876;1097.0536324703269;-2812.98170463;3.6089;0.151;-0.228;0.0687615955473098;0.93123840445269;0.0;0.0;-0.077;0.0;0.9842195540308748;0.0157804459691252;0.0;-2813.00041941;4.1218;0.159;-0.233;0.0318008987210508;0.9681991012789491;0.0;0.0;-0.074;0.0;0.9830508474576272;0.0169491525423728;0.0;315.41;3340.752;3152.0162;;
ligand8708-0;2.7142800000000005;2;0;0;10;221.7891791697814;0.3978929836004473;5.865172978928581;172.37073428239583;46.67356358427503;571.2926016225138;880.035516601133;570.5627846500709;882.852872354402;-804.305199247;2.7877;0.205;-0.177;0.4526523454625165;0.5473476545374835;0.0;0.0;0.028;0.2230640668523677;0.7539832869080779;0.0229526462395543;0.0;-804.327049853;4.2613;0.24;-0.224;0.4339340940599339;0.5660659059400662;0.0;0.0;0.016;0.1828275351591413;0.7789996827746642;0.0381727820661943;0.0;197.5;2867.365;3207.6236;;
ligand8709-0;6.1733000000000064;1;4;1;6;209.43253344983108;0.4838275717480432;6.126180676712103;177.13628082864588;48.75059684863918;695.3148701055744;1205.0971498354377;688.8647881909865;1193.6851827483072;-1803.5229427;2.2755;0.161;-0.192;0.137209030295941;0.862790969704059;0.0;0.0;-0.031;0.0;0.948657000237699;0.0513429997623009;0.0;-1803.53377539;2.0928;0.181;-0.211;0.0970454545454545;0.9029545454545456;0.0;0.0;-0.03;-0.0325835866261398;0.9895440729483284;0.0430395136778115;0.0;376.12;3490.973;3134.8585;;
ligand8710-0;2.806590000000001;1;1;0;1;215.64815442679253;0.33203852963101;5.259155105913965;161.24024451213225;41.85102657965941;402.1583293585559;623.459986396526;403.6182434466988;625.8750324480089;-2385.3874498;10.6583;0.116;-0.05;0.0549258037922506;0.9450741962077494;0.0;0.0;0.066;0.0;0.9619883040935672;0.0380116959064327;0.0;-2385.40474855;9.5312;0.124;-0.056;0.0715024834437086;0.915873344370861;0.0126241721854304;0.0;0.068;0.0;0.9625512626807684;0.0374487373192316;0.0;171.66;1603.413;3686.9066;0.431722665200509;0.5682773572067567
ligand8711-0;2.9308900000000007;2;2;0;6;230.82053290235;0.2701791371598956;5.185152923400629;159.87093258380253;41.262135922330096;577.5722985839828;933.1513789441962;577.6621383974885;935.2741742956875;-1087.46404688;2.1832;0.1139999999999999;-0.212;0.4208843899840169;0.579115610015983;0.0;0.0;0.044;0.2822572009851162;0.7067137809187279;0.0110290180961559;0.0;-1087.46873749;2.1034;0.123;-0.221;0.4245947098976109;0.575405290102389;0.0;0.0;0.042;0.1844789356984479;0.8155210643015521;0.0;0.0;250.34;2968.455;3203.85;;
ligand8712-0;2.6221;0;1;0;3;194.0288104511104;0.4875838613492359;6.334186811344182;180.93016611316204;50.405857074645866;342.34152392708165;506.0871549334941;341.6214712815703;504.4334311449434;-442.062504945;4.269;0.236;-0.263;0.0395159563075605;0.9494538445063184;0.0110301991861212;0.0;-0.027;0.0052670388707468;0.9157273780680502;0.0790055830612029;0.0;-442.068659491;4.3336;0.241;-0.266;0.0414766097379866;0.9363530285350588;0.0221703617269544;0.0;-0.025;0.0152262942350099;0.9044418775595926;0.0803318282053974;0.0;109.4;1264.226;3136.8781;0.385506167283733;0.7624361953335028
ligand8713-0;3.0566000000000013;0;2;0;4;159.66630484864118;0.2644369642191576;3.324098036139574;123.8076011805142;26.45233168868375;432.7316939524933;662.961977524861;433.4317354138203;663.6906308201677;-1029.54973378;5.3551;0.158;-0.233;0.0114008233928005;0.976459410957458;0.0121397656497413;0.0;-0.03;0.0162348134609181;0.9471024621008494;0.0366627244382324;0.0;-1029.55221121;5.1923;0.156;-0.231;0.0104777870913663;0.9781014249790444;0.0114207879295892;0.0;-0.03;0.0112723097797724;0.9178582611418432;0.0708694290783842;0.0;169.49;2107.411;3153.8855;0.1721603044870123;0.9329445829669928
ligand8714-0;3.2183900000000003;0;2;0;4;206.59249331326143;0.4291662784196794;5.583164661783166;167.20659413271267;44.42941270093905;435.6021204996516;663.5455304704698;440.0721458529104;664.8961670607802;-1028.96414679;1.2722;0.122;-0.027;0.0154013015184381;0.9439262472885032;0.0406724511930585;0.0;0.095;0.0;0.95071474290591;0.04928525709409;0.0;-1028.98907531;5.3544;0.107;-0.026;0.0;0.9569172853706996;0.0430827146293004;0.0;0.081;0.0;0.9417073688681248;0.0582926311318751;0.0;240.0;1998.42;3169.4438;;
ligand8715-0;-1.4419100000000002;0;0;0;1;196.96695144561724;0.370521571002609;4.547134106596464;147.92086394312366;36.18494349832883;283.1355439608972;398.2185837131697;288.67546462446;404.7892422318472;-9643.18737033;1.6279;0.121;0.11;0.0;1.0;0.0;0.0;0.231;0.0;0.9323520516181067;0.0676479483818933;0.0;-9643.19363222;1.2996;0.12;0.104;0.0;1.0;0.0;0.0;0.224;0.0;0.9347650736035492;0.0652349263964509;0.0;127.23;1132.37;851.4585;0.2826171281027226;0.7173828887555084
ligand8716-0;3.772800000000001;0;2;0;6;176.08729062540678;0.3209094297428252;4.084120451141403;139.0263432601651;32.5003978990928;497.9517074752067;793.2414379962825;497.4815718716352;792.9947275020214;-1542.72143247;14.7645;0.114;-0.032;0.035029878425716;0.964970121574284;0.0;0.0;0.102;0.0;0.9532462012538518;0.0467537987461481;0.0;-1542.72408587;13.5203;0.129;-0.044;0.0269363798343989;0.9730636201656012;0.0;0.0;0.106;0.0;0.953580617495712;0.0464193825042881;0.0;219.48;2656.683;3201.3763;;
ligand8717-0;1.4142;1;1;1;4;293.80866152238656;0.748846906448006;9.52028077739132;242.0216143536032;75.75998726722904;477.4112633531242;791.8103772064258;453.8209296831933;770.381150847491;-1225.72644912;0.9893;0.162;-0.2;0.2413363533408833;0.7176670441676104;0.0409966024915062;0.0;-0.038;0.0;0.911053180396246;0.0889468196037539;0.0;-1225.76579642;1.9542;0.183;-0.213;0.1693695628826119;0.764257330039738;0.0663731070776501;0.0;-0.03;0.0261471682513435;0.8883836295990079;0.0854692021496486;0.0;196.32;2571.346;3147.573;0.5866493085898106;0.8482508193077821
ligand8718-0;2.8696900000000003;0;2;0;6;287.43020620973505;0.5029467946328736;7.616224621913056;204.49790385205048;60.607989813783234;537.5315880525513;837.4021816043899;548.8112119570719;848.7856605271338;-1291.46624553;7.9005;0.0959999999999999;0.079;0.0;0.9886036851634892;0.0113963148365108;0.0;0.185;0.0;0.9437961674338936;0.0562038325661064;0.0;-1291.48735229;8.2277;0.1149999999999999;0.065;0.0;0.9881868429608756;0.0118131570391243;0.0;0.188;0.0;0.9605206073752712;0.0394793926247288;0.0;307.91;2205.494;3445.2888;;
ligand8719-0;3.453400000000002;0;3;0;5;187.68388865402397;0.3802529817368617;4.714139031998181;151.07793825826366;37.51392646824766;528.4136157432822;846.7269696459811;521.6736154018257;842.4993373585852;-1150.066489;2.1871;0.177;-0.212;0.0772270520492266;0.9227729479507734;0.0;0.0;-0.035;0.0;0.9258682101513802;0.0741317898486197;0.0;-1150.07427363;1.6789;0.195;-0.221;0.0640968673628082;0.9359031326371918;0.0;0.0;-0.026;0.0;0.9319400372031952;0.0680599627968049;0.0;238.33;2752.943;3146.2595;;
